ID	Gene_Title	Gene_Symbol	ENTREZ_GENE_ID
203929_s_at	microtubule-associated protein tau	MAPT	4137
203930_s_at	microtubule-associated protein tau	MAPT	4137
203931_s_at	mitochondrial ribosomal protein L12	MRPL12	6182
203932_at	major histocompatibility complex; class II; DM beta /// major histocompatibility complex; class II; DM beta	HLA-DMB	3109
203933_at	RAB11 family interacting protein 3 (class II)	RAB11FIP3	9727
203934_at	kinase insert domain receptor (a type III receptor tyrosine kinase)	KDR	3791
203935_at	activin A receptor; type I	ACVR1	90
203936_s_at	matrix metallopeptidase 9 (gelatinase B; 92kDa gelatinase; 92kDa type IV collagenase)	MMP9	4318
203937_s_at	TATA box binding protein (TBP)-associated factor; RNA polymerase I; C; 110kDa	TAF1C	9013
203938_s_at	TATA box binding protein (TBP)-associated factor; RNA polymerase I; C; 110kDa	TAF1C	9013
203939_at	5'-nucleotidase; ecto (CD73)	NT5E	4907
203940_s_at	vasohibin 1	VASH1	22846
203941_at	integrator complex subunit 9	RC74	55756
203942_s_at	MAP/microtubule affinity-regulating kinase 2	MARK2	2011
203943_at	kinesin family member 3B	KIF3B	9371
203944_x_at	butyrophilin; subfamily 2; member A1	BTN2A1	11120
203945_at	arginase; type II	ARG2	384
203946_s_at	arginase; type II	ARG2	384
203947_at	cleavage stimulation factor; 3' pre-RNA; subunit 3; 77kDa	CSTF3	1479
203948_s_at	myeloperoxidase	MPO	4353
203949_at	myeloperoxidase	MPO	4353
203950_s_at	chloride channel 6	CLCN6	1185
203951_at	calponin 1; basic; smooth muscle	CNN1	1264
203952_at	activating transcription factor 6	ATF6	22926
203953_s_at	claudin 3	CLDN3	1365
203954_x_at	claudin 3	CLDN3	1365
203955_at	KIAA0649	KIAA0649	9858
203956_at	MORC family CW-type zinc finger 2	MORC2	22880
203957_at	E2F transcription factor 6	E2F6	1876
203958_s_at	zinc finger and BTB domain containing 40	ZBTB40	9923
203959_s_at			
203960_s_at	chromosome 1 open reading frame 41 /// interleukin 17 receptor B	C1orf41 /// IL17RB	51668 /// 55540
203961_at	nebulette	NEBL	10529
203962_s_at	nebulette	NEBL	10529
203963_at	carbonic anhydrase XII	CA12	771
203964_at	N-myc (and STAT) interactor	NMI	9111
203965_at	ubiquitin specific peptidase 20	USP20	10868
203966_s_at	protein phosphatase 1A (formerly 2C); magnesium-dependent; alpha isoform /// protein phosphatase 1A (formerly 2C); magnesium-dependent; alpha isoform	PPM1A	5494
203967_at	cell division cycle 6 homolog (S. cerevisiae)	CDC6	990
203968_s_at	cell division cycle 6 homolog (S. cerevisiae)	CDC6	990
203969_at	hypothetical protein LOC153914	LOC153914	153914
203970_s_at	peroxisomal biogenesis factor 3	PEX3	8504
203971_at	solute carrier family 31 (copper transporters); member 1	SLC31A1	1317
203972_s_at	peroxisomal biogenesis factor 3	PEX3	8504
203973_s_at	CCAAT/enhancer binding protein (C/EBP); delta	CEBPD	1052
203974_at	haloacid dehalogenase-like hydrolase domain containing 1A	HDHD1A	8226
203975_s_at	chromatin assembly factor 1; subunit A (p150)	CHAF1A	10036
203976_s_at	chromatin assembly factor 1; subunit A (p150)	CHAF1A	10036
203977_at	tafazzin (cardiomyopathy; dilated 3A (X-linked); endocardial fibroelastosis 2; Barth syndrome)	TAZ	6901
203978_at	nucleotide binding protein 1 (MinD homolog; E. coli)	NUBP1	4682
203979_at	cytochrome P450; family 27; subfamily A; polypeptide 1	CYP27A1	1593
203980_at	fatty acid binding protein 4; adipocyte	FABP4	2167
203981_s_at	ATP-binding cassette; sub-family D (ALD); member 4	ABCD4	5826
203982_s_at	ATP-binding cassette; sub-family D (ALD); member 4	ABCD4	5826
203983_at	translin-associated factor X	TSNAX	7257
203984_s_at	caspase 9; apoptosis-related cysteine peptidase	CASP9	842
203985_at	zinc finger protein 212	ZNF212	7988
203986_at	genethonin 1	GENX-3414	8987
203987_at	frizzled homolog 6 (Drosophila)	FZD6	8323
203988_s_at	fucosyltransferase 8 (alpha (1;6) fucosyltransferase)	FUT8	2530
203989_x_at	coagulation factor II (thrombin) receptor	F2R	2149
203990_s_at	ubiquitously transcribed tetratricopeptide repeat; X chromosome	UTX	7403
203991_s_at	ubiquitously transcribed tetratricopeptide repeat; X chromosome	UTX	7403
203992_s_at	ubiquitously transcribed tetratricopeptide repeat; X chromosome	UTX	7403
203993_x_at	Chromosome 21 open reading frame 2	C21orf2	755
203994_s_at	chromosome 21 open reading frame 2	C21orf2	755
203995_at	chromosome 21 open reading frame 2	C21orf2	755
203996_s_at	chromosome 21 open reading frame 2	C21orf2	755
203997_at	protein tyrosine phosphatase; non-receptor type 3	PTPN3	5774
203998_s_at	synaptotagmin I	SYT1	6857
203999_at			
204000_at	guanine nucleotide binding protein (G protein); beta 5	GNB5	10681
204001_at	small nuclear RNA activating complex; polypeptide 3; 50kDa	SNAPC3	6619
204002_s_at	islet cell autoantigen 1; 69kDa	ICA1	3382
204003_s_at	nucleoporin like 2	NUPL2	11097
204004_at	PRKC; apoptosis; WT1; regulator	PAWR	5074
204005_s_at	PRKC; apoptosis; WT1; regulator	PAWR	5074
204006_s_at	Fc fragment of IgG; low affinity IIIa; receptor (CD16a) /// Fc fragment of IgG; low affinity IIIb; receptor (CD16b)	FCGR3A /// FCGR3B	2214 /// 2215
204007_at	Fc fragment of IgG; low affinity IIIb; receptor (CD16b)	FCGR3B	2215
204008_at	dynein; axonemal; light chain 4	DNAL4	10126
204009_s_at	v-Ki-ras2 Kirsten rat sarcoma viral oncogene homolog	KRAS	3845
204010_s_at	v-Ki-ras2 Kirsten rat sarcoma viral oncogene homolog	KRAS	3845
204011_at	sprouty homolog 2 (Drosophila)	SPRY2	10253
204012_s_at	leucine carboxyl methyltransferase 2	LCMT2	9836
204013_s_at	leucine carboxyl methyltransferase 2	LCMT2	9836
204014_at	dual specificity phosphatase 4	DUSP4	1846
204015_s_at	dual specificity phosphatase 4	DUSP4	1846
204016_at	leucyl-tRNA synthetase 2; mitochondrial	LARS2	23395
204017_at	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 3	KDELR3	11015
204018_x_at	hemoglobin; alpha 1 /// hemoglobin; alpha 1 /// hemoglobin; alpha 2 /// hemoglobin; alpha 2	HBA1 /// HBA2	3039 /// 3040
204019_s_at	SH3 domain containing; Ysc84-like 1 (S. cerevisiae)	SH3YL1	26751
204020_at	purine-rich element binding protein A	PURA	5813
204021_s_at	purine-rich element binding protein A	PURA	5813
204022_at	WW domain containing E3 ubiquitin protein ligase 2	WWP2	11060
204023_at	replication factor C (activator 1) 4; 37kDa	RFC4	5984
204024_at	oxidative stress induced growth inhibitor family member 2	OSGIN2	734
204025_s_at	programmed cell death 2	PDCD2	5134
204026_s_at	ZW10 interactor	ZWINT	11130
204027_s_at	methyltransferase like 1	METTL1	4234
204028_s_at	RAB GTPase activating protein 1	RABGAP1	23637
204029_at	cadherin; EGF LAG seven-pass G-type receptor 2 (flamingo homolog; Drosophila)	CELSR2	1952
204030_s_at	schwannomin interacting protein 1	SCHIP1	29970
204031_s_at	poly(rC) binding protein 2	PCBP2	5094
204032_at	breast cancer anti-estrogen resistance 3	BCAR3	8412
204033_at	thyroid hormone receptor interactor 13	TRIP13	9319
204034_at	ethylmalonic encephalopathy 1	ETHE1	23474
204035_at	secretogranin II (chromogranin C)	SCG2	7857
204036_at	endothelial differentiation; lysophosphatidic acid G-protein-coupled receptor; 2	EDG2	1902
204037_at	endothelial differentiation; lysophosphatidic acid G-protein-coupled receptor; 2	EDG2	1902
204038_s_at	endothelial differentiation; lysophosphatidic acid G-protein-coupled receptor; 2	EDG2	1902
204039_at	CCAAT/enhancer binding protein (C/EBP); alpha	CEBPA	1050
204040_at	ring finger protein 144	RNF144	9781
204041_at	monoamine oxidase B	MAOB	4129
204042_at	WAS protein family; member 3	WASF3	10810
204043_at	transcobalamin II; macrocytic anemia	TCN2	6948
204044_at	quinolinate phosphoribosyltransferase (nicotinate-nucleotide pyrophosphorylase (carboxylating))	QPRT	23475
204045_at	transcription elongation factor A (SII)-like 1	TCEAL1	9338
204046_at	phospholipase C; beta 2	PLCB2	5330
204047_s_at	phosphatase and actin regulator 2	PHACTR2	9749
204048_s_at	phosphatase and actin regulator 2	PHACTR2	9749
204049_s_at	phosphatase and actin regulator 2	PHACTR2	9749
204050_s_at	clathrin; light chain (Lca)	CLTA	1211
204051_s_at	secreted frizzled-related protein 4	SFRP4	6424
204052_s_at	secreted frizzled-related protein 4	SFRP4	6424
204053_x_at	phosphatase and tensin homolog (mutated in multiple advanced cancers 1)	PTEN	5728
204054_at	phosphatase and tensin homolog (mutated in multiple advanced cancers 1)	PTEN	5728
204055_s_at	CTAGE family; member 5	CTAGE5	4253
204056_s_at	mevalonate kinase (mevalonic aciduria)	MVK	4598
204057_at	interferon regulatory factor 8 /// interferon regulatory factor 8	IRF8	3394
204058_at	malic enzyme 1; NADP(+)-dependent; cytosolic	ME1	4199
204059_s_at	malic enzyme 1; NADP(+)-dependent; cytosolic	ME1	4199
204060_s_at	protein kinase; X-linked /// protein kinase; Y-linked	PRKX /// PRKY	5613 /// 5616
204061_at	protein kinase; X-linked	PRKX	5613
204062_s_at	unc-51-like kinase 2 (C. elegans)	ULK2	9706
204063_s_at	unc-51-like kinase 2 (C. elegans)	ULK2	9706
204064_at	THO complex 1	THOC1	9984
204065_at	carbohydrate sulfotransferase 10	CHST10	9486
204066_s_at	centaurin; gamma 2	CENTG2	116987
204067_at	sulfite oxidase	SUOX	6821
204068_at	serine/threonine kinase 3 (STE20 homolog; yeast)	STK3	6788
204069_at	Meis1; myeloid ecotropic viral integration site 1 homolog (mouse)	MEIS1	4211
204070_at	retinoic acid receptor responder (tazarotene induced) 3	RARRES3	5920
204071_s_at	topoisomerase I binding; arginine/serine-rich	TOPORS	10210
204072_s_at	furry homolog (Drosophila)	FRY	10129
204073_s_at	chromosome 11 open reading frame 9	C11orf9	745
204074_s_at	KIAA0562	KIAA0562	9731
204075_s_at	KIAA0562	KIAA0562	9731
204076_at	ectonucleoside triphosphate diphosphohydrolase 4	ENTPD4	9583
204077_x_at	ectonucleoside triphosphate diphosphohydrolase 4	ENTPD4	9583
204078_at	synaptonemal complex protein SC65	SC65	10609
204079_at	tyrosylprotein sulfotransferase 2	TPST2	8459
204080_at	target of EGR1; member 1 (nuclear)	TOE1	114034
204081_at	neurogranin (protein kinase C substrate; RC3)	NRGN	4900
204082_at	pre-B-cell leukemia transcription factor 3	PBX3	5090
204083_s_at	tropomyosin 2 (beta)	TPM2	7169
204084_s_at	ceroid-lipofuscinosis; neuronal 5	CLN5	1203
204085_s_at	ceroid-lipofuscinosis; neuronal 5	CLN5	1203
204086_at	preferentially expressed antigen in melanoma	PRAME	23532
204087_s_at	solute carrier family 5 (sodium-dependent vitamin transporter); member 6	SLC5A6	8884
204088_at	purinergic receptor P2X; ligand-gated ion channel; 4	P2RX4	5025
204089_x_at	mitogen-activated protein kinase kinase kinase 4	MAP3K4	4216
204090_at	serine/threonine kinase 19	STK19	8859
204091_at	phosphodiesterase 6D; cGMP-specific; rod; delta	PDE6D	5147
204092_s_at	aurora kinase A	AURKA	6790
204093_at	cyclin H	CCNH	902
204094_s_at	TSC22 domain family; member 2	TSC22D2	9819
204095_s_at	elongation factor RNA polymerase II	ELL	8178
204096_s_at	elongation factor RNA polymerase II	ELL	8178
204097_s_at	RNA binding motif protein; X-linked 2	RBMX2	51634
204098_at	RNA binding motif protein; X-linked 2	RBMX2	51634
204099_at	SWI/SNF related; matrix associated; actin dependent regulator of chromatin; subfamily d; member 3	SMARCD3	6604
204100_at	thyroid hormone receptor; alpha (erythroblastic leukemia viral (v-erb-a) oncogene homolog; avian)	THRA	7067
204101_at	myotubularin 1	MTM1	4534
204102_s_at	eukaryotic translation elongation factor 2	EEF2	1938
204103_at	chemokine (C-C motif) ligand 4	CCL4	6351
204104_at	small nuclear RNA activating complex; polypeptide 2; 45kDa	SNAPC2	6618
204105_s_at	neuronal cell adhesion molecule	NRCAM	4897
204106_at	testis-specific kinase 1	TESK1	7016
204107_at	nuclear transcription factor Y; alpha	NFYA	4800
204108_at	nuclear transcription factor Y; alpha	NFYA	4800
204109_s_at	nuclear transcription factor Y; alpha	NFYA	4800
204110_at	histamine N-methyltransferase	HNMT	3176
204111_at	histamine N-methyltransferase	HNMT	3176
204112_s_at	histamine N-methyltransferase	HNMT	3176
204113_at	CUG triplet repeat; RNA binding protein 1	CUGBP1	10658
204114_at	nidogen 2 (osteonidogen)	NID2	22795
204115_at	guanine nucleotide binding protein (G protein); gamma 11	GNG11	2791
204116_at	interleukin 2 receptor; gamma (severe combined immunodeficiency)	IL2RG	3561
204117_at	prolyl endopeptidase	PREP	5550
204118_at	CD48 molecule /// CD48 molecule	CD48	962
204119_s_at	adenosine kinase	ADK	132
204120_s_at	adenosine kinase	ADK	132
204121_at	growth arrest and DNA-damage-inducible; gamma	GADD45G	10912
204122_at	TYRO protein tyrosine kinase binding protein	TYROBP	7305
204123_at	ligase III; DNA; ATP-dependent	LIG3	3980
204124_at	solute carrier family 34 (sodium phosphate); member 2	SLC34A2	10568
204125_at	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex; assembly factor 1	NDUFAF1	51103
204126_s_at	CDC45 cell division cycle 45-like (S. cerevisiae)	CDC45L	8318
204127_at	replication factor C (activator 1) 3; 38kDa	RFC3	5983
204128_s_at	replication factor C (activator 1) 3; 38kDa	RFC3	5983
204129_at	B-cell CLL/lymphoma 9	BCL9	607
204130_at	hydroxysteroid (11-beta) dehydrogenase 2	HSD11B2	3291
204131_s_at	forkhead box O3A	FOXO3A	2309
204132_s_at	forkhead box O3A	FOXO3A	2309
204133_at	RRP9; small subunit (SSU) processome component; homolog (yeast)	RRP9	9136
204134_at	phosphodiesterase 2A; cGMP-stimulated	PDE2A	5138
204135_at	filamin A interacting protein 1-like	FILIP1L	11259
204136_at	collagen; type VII; alpha 1 (epidermolysis bullosa; dystrophic; dominant and recessive)	COL7A1	1294
204137_at	G protein-coupled receptor 137B	GPR137B	7107
204138_s_at	myeloid zinc finger 1	MZF1	7593
204139_x_at	myeloid zinc finger 1	MZF1	7593
204140_at	tyrosylprotein sulfotransferase 1	TPST1	8460
204141_at	tubulin; beta 2A	TUBB2A	7280
204142_at	enolase superfamily member 1	ENOSF1	55556
204143_s_at	enolase superfamily member 1	ENOSF1	55556
204144_s_at	phosphatidylinositol glycan anchor biosynthesis; class Q	PIGQ	9091
204145_at	FSHD region gene 1	FRG1	2483
204146_at	RAD51 associated protein 1	RAD51AP1	10635
204147_s_at	transcription factor Dp-1	TFDP1	7027
204148_s_at	zona pellucida glycoprotein 3 (sperm receptor) /// POM (POM121 homolog; rat) and ZP3 fusion /// Meis1; myeloid ecotropic viral integration site 1 homolog 3 (mouse)	ZP3 /// POMZP3 /// MEIS3	22932 /// 56917 /// 7784
204149_s_at	glutathione S-transferase M4	GSTM4	2948
204150_at	stabilin 1	STAB1	23166
204151_x_at	aldo-keto reductase family 1; member C1 (dihydrodiol dehydrogenase 1; 20-alpha (3-alpha)-hydroxysteroid dehydrogenase)	AKR1C1	1645
204152_s_at	MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	MFNG	4242
204153_s_at	MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	MFNG	4242
204154_at	cysteine dioxygenase; type I	CDO1	1036
204155_s_at	KIAA0999 protein	KIAA0999	23387
204156_at	KIAA0999 protein	KIAA0999	23387
204157_s_at	KIAA0999 protein	KIAA0999	23387
204158_s_at	T-cell; immune regulator 1; ATPase; H+ transporting; lysosomal V0 subunit A3	TCIRG1	10312
204159_at	cyclin-dependent kinase inhibitor 2C (p18; inhibits CDK4)	CDKN2C	1031
204160_s_at	ectonucleotide pyrophosphatase/phosphodiesterase 4 (putative function)	ENPP4	22875
204161_s_at	ectonucleotide pyrophosphatase/phosphodiesterase 4 (putative function)	ENPP4	22875
204162_at	kinetochore associated 2	KNTC2	10403
204163_at	elastin microfibril interfacer 1	EMILIN1	11117
204164_at	signal-induced proliferation-associated gene 1	SIPA1	6494
204165_at	WAS protein family; member 1	WASF1	8936
204166_at	strawberry notch homolog 2 (Drosophila)	SBNO2	22904
204167_at	biotinidase	BTD	686
204168_at	microsomal glutathione S-transferase 2	MGST2	4258
204169_at	IMP (inosine monophosphate) dehydrogenase 1	IMPDH1	3614
204170_s_at	CDC28 protein kinase regulatory subunit 2	CKS2	1164
204171_at	ribosomal protein S6 kinase; 70kDa; polypeptide 1 /// similar to ribosomal protein S6 kinase; polypeptide 1 /// similar to ribosomal protein S6 kinase; polypeptide 1	RPS6KB1 /// LOC729334 /// LOC731896	6198 /// 729334 /// 731896
204172_at	coproporphyrinogen oxidase	CPOX	1371
204173_at	myosin; light chain 6B; alkali; smooth muscle and non-muscle	MYL6B	140465
204174_at	arachidonate 5-lipoxygenase-activating protein	ALOX5AP	241
204175_at	zinc finger protein 593	ZNF593	51042
204176_at	kelch-like 20 (Drosophila)	KLHL20	27252
204177_s_at	kelch-like 20 (Drosophila)	KLHL20	27252
204178_s_at	RNA binding motif protein 14	RBM14	10432
204179_at	myoglobin	MB	4151
204180_s_at	zinc finger and BTB domain containing 43	ZBTB43	23099
204181_s_at	zinc finger and BTB domain containing 43	ZBTB43	23099
204182_s_at	zinc finger and BTB domain containing 43	ZBTB43	23099
204183_s_at	adrenergic; beta; receptor kinase 2	ADRBK2	157
204184_s_at	adrenergic; beta; receptor kinase 2	ADRBK2	157
204185_x_at	peptidylprolyl isomerase D (cyclophilin D)	PPID	5481
204186_s_at	peptidylprolyl isomerase D (cyclophilin D)	PPID	5481
204187_at	guanosine monophosphate reductase /// guanosine monophosphate reductase	GMPR	2766
204188_s_at	retinoic acid receptor; gamma	RARG	5916
204189_at	retinoic acid receptor; gamma	RARG	5916
204190_at	ubiquitin specific peptidase like 1	USPL1	10208
204191_at	interferon (alpha; beta and omega) receptor 1	IFNAR1	3454
204192_at	CD37 molecule	CD37	951
204193_at	choline kinase beta /// carnitine palmitoyltransferase 1B (muscle) /// myosin; heavy chain 1; skeletal muscle; adult /// Rho GTPase activating protein 29	CHKB /// CPT1B /// MYH1 /// ARHGAP29	1120 /// 1375 /// 4619 /// 9411
204194_at	BTB and CNC homology 1; basic leucine zipper transcription factor 1	BACH1	571
204195_s_at	PBX/knotted 1 homeobox 1	PKNOX1	5316
204196_x_at	PBX/knotted 1 homeobox 1	PKNOX1	5316
204197_s_at	runt-related transcription factor 3	RUNX3	864
204198_s_at	runt-related transcription factor 3	RUNX3	864
204199_at	Ral GEF with PH domain and SH3 binding motif 1	RALGPS1	9649
204200_s_at	platelet-derived growth factor beta polypeptide (simian sarcoma viral (v-sis) oncogene homolog)	PDGFB	5155
204201_s_at	protein tyrosine phosphatase; non-receptor type 13 (APO-1/CD95 (Fas)-associated phosphatase)	PTPN13	5783
204202_at	IQ motif containing E	IQCE	23288
204203_at	CCAAT/enhancer binding protein (C/EBP); gamma	CEBPG	1054
204204_at	solute carrier family 31 (copper transporters); member 2	SLC31A2	1318
204205_at	apolipoprotein B mRNA editing enzyme; catalytic polypeptide-like 3G	APOBEC3G	60489
204206_at	MAX binding protein	MNT	4335
204207_s_at	RNA guanylyltransferase and 5'-phosphatase	RNGTT	8732
204208_at	RNA guanylyltransferase and 5'-phosphatase	RNGTT	8732
204209_at	phosphate cytidylyltransferase 1; choline; alpha	PCYT1A	5130
204210_s_at	phosphate cytidylyltransferase 1; choline; alpha	PCYT1A	5130
204211_x_at	eukaryotic translation initiation factor 2-alpha kinase 2	EIF2AK2	5610
204212_at	acyl-CoA thioesterase 8	ACOT8	10005
204213_at	polymeric immunoglobulin receptor	PIGR	5284
204214_s_at	RAB32; member RAS oncogene family	RAB32	10981
204215_at	chromosome 7 open reading frame 23	C7orf23	79161
204216_s_at	zinc finger CCCH-type containing 14	ZC3H14	79882
204217_s_at	reticulon 2	RTN2	6253
204218_at	chromosome 11 open reading frame 51	C11orf51	25906
204219_s_at	proteasome (prosome; macropain) 26S subunit; ATPase; 1	PSMC1	5700
204220_at	glia maturation factor; gamma	GMFG	9535
204221_x_at	GLI pathogenesis-related 1 (glioma)	GLIPR1	11010
204222_s_at	GLI pathogenesis-related 1 (glioma)	GLIPR1	11010
204223_at	proline/arginine-rich end leucine-rich repeat protein	PRELP	5549
204224_s_at	GTP cyclohydrolase 1 (dopa-responsive dystonia)	GCH1	2643
204225_at	histone deacetylase 4	HDAC4	9759
204226_at	staufen; RNA binding protein; homolog 2 (Drosophila)	STAU2	27067
204227_s_at	thymidine kinase 2; mitochondrial	TK2	7084
204228_at	peptidylprolyl isomerase H (cyclophilin H)	PPIH	10465
204229_at	solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter); member 7	SLC17A7	57030
204230_s_at	solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter); member 7	SLC17A7	57030
204231_s_at	fatty acid amide hydrolase	FAAH	2166
204232_at	Fc fragment of IgE; high affinity I; receptor for; gamma polypeptide	FCER1G	2207
204233_s_at	choline kinase alpha	CHKA	1119
204234_s_at	zinc finger protein 195	ZNF195	7748
204235_s_at	GULP; engulfment adaptor PTB domain containing 1	GULP1	51454
204236_at	Friend leukemia virus integration 1	FLI1	2313
204237_at	GULP; engulfment adaptor PTB domain containing 1	GULP1	51454
204238_s_at	chromosome 6 open reading frame 108	C6orf108	10591
204239_s_at	neuronatin	NNAT	4826
204240_s_at	structural maintenance of chromosomes 2	SMC2	10592
204241_at	acyl-Coenzyme A oxidase 3; pristanoyl	ACOX3	8310
204242_s_at	acyl-Coenzyme A oxidase 3; pristanoyl	ACOX3	8310
204243_at	rearranged L-myc fusion	RLF	6018
204244_s_at	DBF4 homolog (S. cerevisiae)	DBF4	10926
204245_s_at	ribonuclease P 14kDa subunit	RPP14	11102
204246_s_at	dynactin 3 (p22)	DCTN3	11258
204247_s_at	cyclin-dependent kinase 5	CDK5	1020
204248_at	guanine nucleotide binding protein (G protein); alpha 11 (Gq class)	GNA11	2767
204249_s_at	LIM domain only 2 (rhombotin-like 1)	LMO2	4005
204250_s_at	centrosomal protein 164kDa	CEP164	22897
204251_s_at	centrosomal protein 164kDa	CEP164	22897
204252_at	cyclin-dependent kinase 2 /// beta-carotene dioxygenase 2	CDK2 /// BCDO2	1017 /// 83875
204253_s_at	vitamin D (1;25- dihydroxyvitamin D3) receptor	VDR	7421
204254_s_at	vitamin D (1;25- dihydroxyvitamin D3) receptor	VDR	7421
204255_s_at	vitamin D (1;25- dihydroxyvitamin D3) receptor	VDR	7421
204256_at	ELOVL family member 6; elongation of long chain fatty acids (FEN1/Elo2; SUR4/Elo3-like; yeast)	ELOVL6	79071
204257_at	fatty acid desaturase 3	FADS3	3995
204258_at	chromodomain helicase DNA binding protein 1	CHD1	1105
204259_at	matrix metallopeptidase 7 (matrilysin; uterine)	MMP7	4316
204260_at	chromogranin B (secretogranin 1)	CHGB	1114
204261_s_at	presenilin 2 (Alzheimer disease 4)	PSEN2	5664
204262_s_at	presenilin 2 (Alzheimer disease 4)	PSEN2	5664
204263_s_at	carnitine palmitoyltransferase II	CPT2	1376
204264_at	carnitine palmitoyltransferase II	CPT2	1376
204265_s_at	G-protein signalling modulator 3 (AGS3-like; C. elegans)	GPSM3	63940
204266_s_at	choline kinase alpha /// similar to choline kinase alpha isoform a	CHKA /// LOC650122	1119 /// 650122
204267_x_at	protein kinase; membrane associated tyrosine/threonine 1	PKMYT1	9088
204268_at	S100 calcium binding protein A2	S100A2	6273
204269_at	pim-2 oncogene	PIM2	11040
204270_at			
204271_s_at	endothelin receptor type B	EDNRB	1910
204272_at	lectin; galactoside-binding; soluble; 4 (galectin 4)	LGALS4	3960
204273_at	endothelin receptor type B	EDNRB	1910
204274_at	estrogen receptor binding site associated; antigen; 9	EBAG9	9166
204275_at	small optic lobes homolog (Drosophila)	SOLH	6650
204276_at	thymidine kinase 2; mitochondrial	TK2	7084
204277_s_at	thymidine kinase 2; mitochondrial	TK2	7084
204278_s_at	estrogen receptor binding site associated; antigen; 9	EBAG9	9166
204279_at	proteasome (prosome; macropain) subunit; beta type; 9 (large multifunctional peptidase 2)	PSMB9	5698
204280_at	regulator of G-protein signalling 14	RGS14	10636
204281_at	TEA domain family member 4	TEAD4	7004
204282_s_at	phenylalanine-tRNA synthetase 2 (mitochondrial)	FARS2	10667
204283_at	phenylalanine-tRNA synthetase 2 (mitochondrial)	FARS2	10667
204284_at	protein phosphatase 1; regulatory (inhibitor) subunit 3C	PPP1R3C	5507
204285_s_at	phorbol-12-myristate-13-acetate-induced protein 1	PMAIP1	5366
204286_s_at	phorbol-12-myristate-13-acetate-induced protein 1	PMAIP1	5366
204287_at	synaptogyrin 1	SYNGR1	9145
204288_s_at	sorbin and SH3 domain containing 2	SORBS2	8470
204289_at	aldehyde dehydrogenase 6 family; member A1	ALDH6A1	4329
204290_s_at	aldehyde dehydrogenase 6 family; member A1	ALDH6A1	4329
204291_at	zinc finger protein 518	ZNF518	9849
204292_x_at	serine/threonine kinase 11	STK11	6794
204293_at	N-sulfoglucosamine sulfohydrolase (sulfamidase)	SGSH	6448
204294_at	aminomethyltransferase	AMT	275
204295_at	surfeit 1	SURF1	6834
204296_at	dynactin 1 (p150; glued homolog; Drosophila)	DCTN1	1639
204297_at	phosphoinositide-3-kinase; class 3	PIK3C3	5289
204298_s_at	lysyl oxidase	LOX	4015
204299_at	FUS interacting protein (serine/arginine-rich) 1 /// similar to FUS-interacting serine-arginine-rich protein 1 (TLS-associated protein with Ser-Arg repeats) (TLS-associated protein with SR repeats) (TASR) (TLS-associated serine-arginine protein) (TLS-associated SR protein) (Neural-specific SR protein...	FUSIP1 /// LOC727922	10772 /// 727922
204300_at	PET112-like (yeast)	PET112L	5188
204301_at	kelch repeat and BTB (POZ) domain containing 11	KBTBD11	9920
204302_s_at	KIAA0427	KIAA0427	9811
204303_s_at	KIAA0427	KIAA0427	9811
204304_s_at	prominin 1	PROM1	8842
204305_at	mitochondrial intermediate peptidase	MIPEP	4285
204306_s_at	CD151 molecule (Raph blood group)	CD151	977
204307_at	KIAA0329	KIAA0329	9895
204308_s_at	KIAA0329	KIAA0329	9895
204309_at	cytochrome P450; family 11; subfamily A; polypeptide 1 /// cytochrome P450; family 11; subfamily A; polypeptide 1	CYP11A1	1583
204310_s_at	natriuretic peptide receptor B/guanylate cyclase B (atrionatriuretic peptide receptor B)	NPR2	4882
204311_at	ATPase; Na+/K+ transporting; beta 2 polypeptide	ATP1B2	482
204312_x_at	cAMP responsive element binding protein 1	CREB1	1385
204313_s_at	cAMP responsive element binding protein 1	CREB1	1385
204314_s_at	cAMP responsive element binding protein 1	CREB1	1385
204315_s_at	G-2 and S-phase expressed 1	GTSE1	51512
204316_at	regulator of G-protein signalling 10	RGS10	6001
204317_at	G-2 and S-phase expressed 1	GTSE1	51512
204318_s_at	G-2 and S-phase expressed 1	GTSE1	51512
204319_s_at	regulator of G-protein signalling 10	RGS10	6001
204320_at	collagen; type XI; alpha 1	COL11A1	1301
204321_at	neogenin homolog 1 (chicken)	NEO1	4756
204322_at	golgi phosphoprotein 4	GOLPH4	27333
204323_x_at	neurofibromin 1 (neurofibromatosis; von Recklinghausen disease; Watson disease)	NF1	4763
204324_s_at	golgi phosphoprotein 4	GOLPH4	27333
204325_s_at	neurofibromin 1 (neurofibromatosis; von Recklinghausen disease; Watson disease)	NF1	4763
204326_x_at	metallothionein 1X	MT1X	4501
204327_s_at	zinc finger protein 202	ZNF202	7753
204328_at	transmembrane channel-like 6	TMC6	11322
204329_s_at	zinc finger protein 202	ZNF202	7753
204330_s_at	mitochondrial ribosomal protein S12	MRPS12	6183
204331_s_at	mitochondrial ribosomal protein S12	MRPS12	6183
