ID	Gene_Title	Gene_Symbol	ENTREZ_GENE_ID
208053_at	guanylate cyclase 2F; retinal	GUCY2F	2986
208054_at	HECT and RLD domain containing E3 ubiquitin protein ligase 4	HERC4	26091
208055_s_at	HECT and RLD domain containing E3 ubiquitin protein ligase 4	HERC4	26091
208056_s_at	core-binding factor; runt domain; alpha subunit 2; translocated to; 3	CBFA2T3	863
208057_s_at	GLI family zinc finger 2	GLI2	2736
208058_s_at	mannosyl (beta-1;4-)-glycoprotein beta-1;4-N-acetylglucosaminyltransferase	MGAT3	4248
208059_at	chemokine (C-C motif) receptor 8	CCR8	1237
208060_at	paired box 7	PAX7	5081
208061_at			
208062_s_at	neuregulin 2	NRG2	9542
208063_s_at	calpain 9	CAPN9	10753
208064_s_at	ST8 alpha-N-acetyl-neuraminide alpha-2;8-sialyltransferase 3	ST8SIA3	51046
208065_at	ST8 alpha-N-acetyl-neuraminide alpha-2;8-sialyltransferase 3	ST8SIA3	51046
208066_s_at	general transcription factor IIB	GTF2B	2959
208067_x_at	ubiquitously transcribed tetratricopeptide repeat containing; Y-linked	UTY	7404
208068_x_at	chorionic somatomammotropin hormone 1 (placental lactogen) /// chorionic somatomammotropin hormone-like 1 /// growth hormone 1 /// growth hormone 2	CSH1 /// CSHL1 /// GH1 /// GH2	1442 /// 1444 /// 2688 /// 2689
208069_x_at	chorionic somatomammotropin hormone 1 (placental lactogen) /// chorionic somatomammotropin hormone-like 1 /// growth hormone 1 /// growth hormone 2	CSH1 /// CSHL1 /// GH1 /// GH2	1442 /// 1444 /// 2688 /// 2689
208070_s_at	REV3-like; polymerase (DNA directed); zeta; catalytic subunit	REV3L	5980
208071_s_at	leukocyte-associated immunoglobulin-like receptor 1	LAIR1	3903
208072_s_at	diacylglycerol kinase; delta 130kDa	DGKD	8527
208073_x_at	tetratricopeptide repeat domain 3 /// tetratricopeptide repeat domain 3 pseudogene 1	TTC3 /// TTC3P1	7267 /// 286495
208074_s_at	adaptor-related protein complex 2; sigma 1 subunit	AP2S1	1175
208075_s_at	chemokine (C-C motif) ligand 7	CCL7	6354
208076_at	histone cluster 1; H4d	HIST1H4D	8360
208077_at	chromosome 9 open reading frame 38	C9orf38	29044
208078_s_at	salt-inducible kinase 1	SIK1	150094
208079_s_at	aurora kinase A	AURKA	6790
208080_at	aurora kinase A	AURKA	6790
208081_s_at	zinc finger protein 442	ZNF442	79973
208082_x_at	/// makorin ring finger protein 4; pseudogene	MKRN4P /// MKRN4P	
208083_s_at	integrin; beta 6 /// uncharacterized LOC100505984	ITGB6 /// LOC100505984	3694 /// 100505984
208084_at	integrin; beta 6 /// uncharacterized LOC100505984	ITGB6 /// LOC100505984	3694 /// 100505984
208085_s_at	Rho GTPase activating protein 6	ARHGAP6	395
208086_s_at	dystrophin	DMD	1756
208087_s_at	Z-DNA binding protein 1	ZBP1	81030
208088_s_at	complement factor H-related 5	CFHR5	81494
208089_s_at	tudor domain containing 3	TDRD3	81550
208090_s_at	autoimmune regulator	AIRE	326
208091_s_at	vesicular; overexpressed in cancer; prosurvival protein 1	VOPP1	81552
208092_s_at	family with sequence similarity 49; member A	FAM49A	81553
208093_s_at	nudE neurodevelopment protein 1-like 1	NDEL1	81565
208094_s_at	coiled-coil domain containing 130	CCDC130	81576
208095_s_at	signal recognition particle 72kDa	SRP72	6731
208096_s_at	collagen; type XXI; alpha 1	COL21A1	81578
208097_s_at	thioredoxin-related transmembrane protein 1	TMX1	81542
208098_at	olfactory receptor; family 12; subfamily D; member 3 /// olfactory receptor; family 5; subfamily V; member 1	OR12D3 /// OR5V1	81696 /// 81797
208099_x_at	tubulin tyrosine ligase-like family; member 5	TTLL5	23093
208100_x_at	sema domain; transmembrane domain (TM); and cytoplasmic domain; (semaphorin) 6C	SEMA6C	10500
208101_s_at	ubiquitin related modifier 1	URM1	81605
208102_s_at	pleckstrin and Sec7 domain containing	PSD	5662
208103_s_at	acidic (leucine-rich) nuclear phosphoprotein 32 family; member E	ANP32E	81611
208104_s_at	TSC22 domain family; member 4	TSC22D4	81628
208105_at	gastric inhibitory polypeptide receptor	GIPR	2696
208106_x_at	pregnancy specific beta-1-glycoprotein 6	PSG6	5675
208107_s_at	exonuclease NEF-sp	LOC81691	81691
208108_s_at	arginine vasopressin receptor 2	AVPR2	554
208109_s_at	long intergenic non-protein coding RNA 597	LINC00597	81698
208110_x_at	mediator complex subunit 25	MED25	81857
208111_at	arginine vasopressin receptor 2	AVPR2	554
208112_x_at	EH-domain containing 1	EHD1	10938
208113_x_at	poly(A) binding protein; cytoplasmic 3	PABPC3	5042
208114_s_at	interferon stimulated exonuclease gene 20kDa-like 2	ISG20L2	81875
208115_x_at	erythroid differentiation regulatory factor 1	EDRF1	26098
208116_s_at	mannosidase; alpha; class 1A; member 1	MAN1A1	4121
208117_s_at	LAS1-like (S. cerevisiae)	LAS1L	81887
208118_x_at	putative L-type amino acid transporter 1-like protein IMAA-like /// solute carrier family 7 (amino acid transporter light chain; L system); member 5 pseudogene 1 /// solute carrier family 7 (amino acid transporter light chain; L system); member 5 pseudogene 2 /// SMG1 pseudogene 3	LOC101060604 /// SLC7A5P1 /// SLC7A5P2 /// SMG1P3	81893 /// 387254 /// 100271836 /// 101060604
208119_s_at	zinc finger protein 93	ZNF93	81931
208120_x_at	FKSG49	FKSG49	400949
208121_s_at	protein tyrosine phosphatase; receptor type; O	PTPRO	5800
208122_x_at	killer cell immunoglobulin-like receptor; two domains; short cytoplasmic tail; 3	KIR2DS3	3808
208123_at	potassium voltage-gated channel; Shab-related subfamily; member 2	KCNB2	9312
208124_s_at	sema domain; immunoglobulin domain (Ig); transmembrane domain (TM) and short cytoplasmic domain; (semaphorin) 4F	SEMA4F	10505
208126_s_at	cytochrome P450; family 2; subfamily C; polypeptide 18	CYP2C18	1562
208127_s_at	suppressor of cytokine signaling 5	SOCS5	9655
208128_x_at	kinesin family member 25	KIF25	3834
208129_x_at	uncharacterized LOC100506403 /// uncharacterized LOC101928269 /// runt-related transcription factor 1	LOC100506403 /// LOC101928269 /// RUNX1	861 /// 100506403 /// 101928269
208130_s_at	thromboxane A synthase 1 (platelet)	TBXAS1	6916
208131_s_at	prostaglandin I2 (prostacyclin) synthase	PTGIS	5740
208132_x_at	proline-rich coiled-coil 2A	PRRC2A	7916
208133_at			
208134_x_at	pregnancy specific beta-1-glycoprotein 2	PSG2	5670
208135_at	HNF1 homeobox B	HNF1B	6928
208136_s_at	ZNF205 antisense RNA 1	ZNF205-AS1	81854
208137_x_at	zinc finger protein 611	ZNF611	81856
208138_at	gastrin	GAST	2520
208139_s_at			
208140_s_at	leucine rich repeat containing 48	LRRC48	83450
208141_s_at	deoxyhypusine hydroxylase/monooxygenase	DOHH	83475
208142_at	epididymal protein 3A	EDDM3A	10876
208143_s_at	epididymal protein 3A	EDDM3A	10876
208144_s_at			
208145_at			
208146_s_at	carboxypeptidase; vitellogenic-like	CPVL	54504
208147_s_at	cytochrome P450; family 2; subfamily C; polypeptide 8	CYP2C8	1558
208148_at	myosin; heavy chain 4; skeletal muscle	MYH4	4622
208149_x_at	DEAD/H (Asp-Glu-Ala-Asp/His) box helicase 11	DDX11	1663
208151_x_at	DEAD (Asp-Glu-Ala-Asp) box helicase 17	DDX17	10521
208152_s_at	DEAD (Asp-Glu-Ala-Asp) box helicase 21	DDX21	9188
208153_s_at	FAT atypical cadherin 2	FAT2	2196
208154_at			
208155_x_at	G antigen 1 /// G antigen 12B /// G antigen 12C /// G antigen 12D /// G antigen 12E /// G antigen 12F /// G antigen 12G /// G antigen 12H /// G antigen 12I /// G antigen 12J /// G antigen 13 /// G antigen 2D /// G antigen 4 /// G antigen 5 /// G antigen 6 /// G antigen 7	GAGE1 /// GAGE12B /// GAGE12C /// GAGE12D /// GAGE12E /// GAGE12F /// GAGE12G /// GAGE12H /// GAGE12I /// GAGE12J /// GAGE13 /// GAGE2D /// GAGE4 /// GAGE5 /// GAGE6 /// GAGE7	2543 /// 2576 /// 2577 /// 2578 /// 2579 /// 26748 /// 645051 /// 645073 /// 729396 /// 729408 /// 729422 /// 729428 /// 729431 /// 729442 /// 100008586 /// 100132399
208156_x_at	epiplakin 1	EPPK1	83481
208157_at	single-minded family bHLH transcription factor 2	SIM2	6493
208158_s_at	oxysterol binding protein-like 1A	OSBPL1A	114876
208159_x_at	DEAD/H (Asp-Glu-Ala-Asp/His) box helicase 11	DDX11	1663
208160_at			
208161_s_at	ATP-binding cassette; sub-family C (CFTR/MRP); member 3	ABCC3	8714
208162_s_at			
208163_s_at	oxysterol binding protein-like 7	OSBPL7	114881
208164_s_at	interleukin 9 receptor	IL9R	3581
208165_s_at	protease; serine; 16 (thymus)	PRSS16	10279
208166_at	matrix metallopeptidase 16 (membrane-inserted)	MMP16	4325
208167_s_at	matrix metallopeptidase 16 (membrane-inserted)	MMP16	4325
208168_s_at	chitinase 1 (chitotriosidase)	CHIT1	1118
208169_s_at	prostaglandin E receptor 3 (subtype EP3)	PTGER3	5733
208170_s_at	tripartite motif containing 31	TRIM31	11074
208172_s_at	potassium voltage-gated channel; Shab-related subfamily; member 2	KCNB2	9312
208173_at	interferon; beta 1; fibroblast	IFNB1	3456
208174_x_at	zinc finger (CCCH type); RNA-binding motif and serine/arginine rich 2	ZRSR2	8233
208175_s_at	dentin matrix acidic phosphoprotein 1	DMP1	1758
208176_at	double homeobox 1	DUX1	26584
208177_at	solute carrier family 34 (type II sodium/phosphate contransporter); member 1	SLC34A1	6569
208178_x_at	trio Rho guanine nucleotide exchange factor	TRIO	7204
208179_x_at	killer cell immunoglobulin-like receptor; two domains; long cytoplasmic tail; 3	KIR2DL3	3804
208180_s_at	histone cluster 1; H4h	HIST1H4H	8365
208181_at	histone cluster 1; H4a /// histone cluster 1; H4b /// histone cluster 1; H4c /// histone cluster 1; H4d /// histone cluster 1; H4e /// histone cluster 1; H4f /// histone cluster 1; H4h /// histone cluster 1; H4i /// histone cluster 1; H4j /// histone cluster 1; H4k /// histone cluster 1; H4l /// histone cluster 2; H4a /// histone cluster 2; H4b /// histone cluster 4; H4	HIST1H4A /// HIST1H4B /// HIST1H4C /// HIST1H4D /// HIST1H4E /// HIST1H4F /// HIST1H4H /// HIST1H4I /// HIST1H4J /// HIST1H4K /// HIST1H4L /// HIST2H4A /// HIST2H4B /// HIST4H4	8294 /// 8359 /// 8360 /// 8361 /// 8362 /// 8363 /// 8364 /// 8365 /// 8366 /// 8367 /// 8368 /// 8370 /// 121504 /// 554313
208182_x_at	interferon; alpha 14	IFNA14	3448
208183_at	tachykinin receptor 3	TACR3	6870
208184_s_at	trafficking protein particle complex subunit 10-like /// trafficking protein particle complex 10	LOC102724200 /// TRAPPC10	7109 /// 102724200
208185_x_at			
208186_s_at	lipase; hormone-sensitive	LIPE	3991
208187_s_at			
208188_at	keratin 9	KRT9	3857
208189_s_at	myosin VIIA	MYO7A	4647
208190_s_at	lipolysis stimulated lipoprotein receptor	LSR	51599
208191_x_at	pregnancy specific beta-1-glycoprotein 4	PSG4	5672
208192_at			
208193_at	interleukin 9	IL9	3578
208194_s_at	signal transducing adaptor molecule (SH3 domain and ITAM motif) 2	STAM2	10254
208195_at	titin	TTN	7273
208196_x_at	nuclear factor of activated T-cells; cytoplasmic; calcineurin-dependent 1	NFATC1	4772
208198_x_at	killer cell immunoglobulin-like receptor; two domains; short cytoplasmic tail; 1	KIR2DS1	3806
208199_s_at	zinc finger and BTB domain containing 14	ZBTB14	7541
208200_at	interleukin 1; alpha	IL1A	3552
208201_at	D4Z4 binding element transcript (non-protein coding) /// double homeobox 3 /// double homeobox 4 /// double homeobox 4 like 1 /// double homeobox 4 like 2 /// double homeobox 4 like 24 /// double homeobox 4 like 3 /// double homeobox 4 like 4 /// double homeobox 4 like 5 /// double homeobox 4 like 6 /// double homeobox 4 like 7 /// double homeobox 4 like 8 /// double homeobox protein 4-like protein 4-like /// double homeobox protein 4-like protein 4-like /// double homeobox protein 4-like protein 2-like /// double homeobox protein 4-like /// double homeobox protein 4-like protein 4-like	DBET /// DUX3 /// DUX4 /// DUX4L1 /// DUX4L2 /// DUX4L24 /// DUX4L3 /// DUX4L4 /// DUX4L5 /// DUX4L6 /// DUX4L7 /// DUX4L8 /// LOC100133400 /// LOC100287823 /// LOC100288289 /// LOC100291626 /// LOC652301	22947 /// 26582 /// 26583 /// 441056 /// 652301 /// 653543 /// 653544 /// 653545 /// 653548 /// 728410 /// 100133400 /// 100287823 /// 100288289 /// 100288687 /// 100291626 /// 100419743 /// 102723449
208202_s_at	jade family PHD finger 2	JADE2	23338
208203_x_at	killer cell immunoglobulin-like receptor; two domains; short cytoplasmic tail; 5	KIR2DS5	3810
208204_s_at	caveolin 3	CAV3	859
208205_at	protocadherin alpha 9	PCDHA9	9752
208206_s_at	RAS guanyl releasing protein 2 (calcium and DAG-regulated)	RASGRP2	10235
208207_at			
208208_at	myosin; heavy chain 13; skeletal muscle	MYH13	8735
208209_s_at	complement component 4 binding protein; beta	C4BPB	725
208210_at	MAS1 proto-oncogene; G protein-coupled receptor	MAS1	4142
208211_s_at	anaplastic lymphoma receptor tyrosine kinase	ALK	238
208212_s_at	anaplastic lymphoma receptor tyrosine kinase	ALK	238
208213_s_at	potassium voltage-gated channel; shaker-related subfamily; beta member 1	KCNAB1	7881
208214_at	adrenoceptor beta 1	ADRB1	153
208215_x_at	dopamine receptor D4	DRD4	1815
208216_at	distal-less homeobox 4	DLX4	1748
208217_at	gamma-aminobutyric acid (GABA) A receptor; rho 2	GABRR2	2570
208218_s_at	activin A receptor; type IB	ACVR1B	91
208219_at	activin A receptor; type IB	ACVR1B	91
208220_x_at	amelogenin; Y-linked	AMELY	266
208221_s_at	slit homolog 1 (Drosophila)	SLIT1	6585
208222_at	activin A receptor; type IB	ACVR1B	91
208223_s_at	activin A receptor; type IB	ACVR1B	91
208224_at	homeobox B1	HOXB1	3211
208225_at	fibroblast growth factor receptor 2	FGFR2	2263
208226_x_at	ADAM metallopeptidase domain 22	ADAM22	53616
208227_x_at	ADAM metallopeptidase domain 22	ADAM22	53616
208228_s_at	fibroblast growth factor receptor 2	FGFR2	2263
208229_at	fibroblast growth factor receptor 2	FGFR2	2263
208230_s_at	neuregulin 1	NRG1	3084
208231_at	neuregulin 1	NRG1	3084
208232_x_at	neuregulin 1	NRG1	3084
208233_at	podoplanin	PDPN	10630
208234_x_at	fibroblast growth factor receptor 2	FGFR2	2263
208235_x_at	G antigen 12B /// G antigen 12F /// G antigen 12G /// G antigen 12I /// G antigen 4 /// G antigen 5 /// G antigen 6 /// G antigen 7	GAGE12B /// GAGE12F /// GAGE12G /// GAGE12I /// GAGE4 /// GAGE5 /// GAGE6 /// GAGE7	2576 /// 2577 /// 2578 /// 2579 /// 26748 /// 645073 /// 729428 /// 100008586
208237_x_at	ADAM metallopeptidase domain 22	ADAM22	53616
208238_x_at			
208239_at	forkhead box E1 (thyroid transcription factor 2)	FOXE1	2304
208240_s_at	fibroblast growth factor 1 (acidic)	FGF1	2246
208241_at	neuregulin 1	NRG1	3084
208242_at	retina and anterior neural fold homeobox	RAX	30062
208243_s_at	cannabinoid receptor 1 (brain)	CNR1	1268
208244_at	bone morphogenetic protein 3	BMP3	651
208245_at	RAB9B; member RAS oncogene family pseudogene 1	RAB9BP1	9366
208246_x_at		RP11-403P17.4	
208247_at	ERC2 intronic transcript 1 (non-protein coding)	ERC2-IT1	711
208248_x_at	amyloid beta (A4) precursor-like protein 2	APLP2	334
208249_s_at	TDP-glucose 4;6-dehydratase	TGDS	23483
208250_s_at	deleted in malignant brain tumors 1	DMBT1	1755
208251_at	potassium voltage-gated channel; Shaw-related subfamily; member 4	KCNC4	3749
208252_s_at	carbohydrate (chondroitin 6) sulfotransferase 3	CHST3	9469
208253_at	sialic acid binding Ig-like lectin 8	SIGLEC8	27181
208254_at			
208255_s_at	FK506 binding protein 8; 38kDa	FKBP8	23770
208256_at	ephrin-A2	EFNA2	1943
208257_x_at	pregnancy specific beta-1-glycoprotein 1	PSG1	5669
208258_s_at	growth arrest-specific 2 like 1	GAS2L1	10634
208259_x_at	interferon; alpha 7	IFNA7	3444
208260_at	arginine vasopressin receptor 1B	AVPR1B	553
208261_x_at	interferon; alpha 10	IFNA10	3446
208262_x_at	Mediterranean fever	MEFV	4210
208263_at	signal recognition particle 72kDa	SRP72	6731
208264_s_at	eukaryotic translation initiation factor 3; subunit J	EIF3J	8669
208265_at	chromosome 2 open reading frame 83	C2orf83	56918
208266_at	chromosome 8 open reading frame 17	C8orf17	100507249
208267_at	transient receptor potential cation channel; subfamily V; member 5	TRPV5	56302
208268_at	ADAM metallopeptidase domain 28	ADAM28	10863
208269_s_at	ADAM metallopeptidase domain 28	ADAM28	10863
208270_s_at	arginyl aminopeptidase (aminopeptidase B)	RNPEP	6051
208271_at	poly(A) polymerase beta (testis specific)	PAPOLB	56903
208272_at	RAN binding protein 3	RANBP3	8498
208273_at	zinc finger protein 670 /// ZNF670-ZNF695 readthrough (NMD candidate) /// zinc finger protein 695	ZNF670 /// ZNF670-ZNF695 /// ZNF695	57116 /// 93474 /// 100533111
208274_at	oculomedin	OCLM	10896
208275_x_at	undifferentiated embryonic cell transcription factor 1	UTF1	8433
208276_at			
208277_at	paired-like homeodomain 3	PITX3	5309
208278_s_at			
208279_s_at	CMT1A duplicated region transcript 1	CDRT1	374286
208280_at	CMT1A duplicated region transcript 1	CDRT1	374286
208281_x_at	deleted in azoospermia 1 /// deleted in azoospermia 2 /// deleted in azoospermia 3 /// deleted in azoospermia 4	DAZ1 /// DAZ2 /// DAZ3 /// DAZ4	1617 /// 57054 /// 57055 /// 57135
208282_x_at	deleted in azoospermia 1 /// deleted in azoospermia 2 /// deleted in azoospermia 3 /// deleted in azoospermia 4	DAZ1 /// DAZ2 /// DAZ3 /// DAZ4	1617 /// 57054 /// 57055 /// 57135
208283_at	G antigen 1	GAGE1	2543
208284_x_at	gamma-glutamyltransferase 1 /// gamma-glutamyltransferase 2 /// gamma-glutamyltransferase light chain 1 /// gamma-glutamyltransferase light chain 2	GGT1 /// GGT2 /// GGTLC1 /// GGTLC2	2678 /// 91227 /// 92086 /// 728441
208285_at	olfactory receptor; family 7; subfamily A; member 5	OR7A5	26659
208286_x_at	POU class 5 homeobox 1 /// POU class 5 homeobox 1B /// POU class 5 homeobox 1 pseudogene 3 /// POU class 5 homeobox 1 pseudogene 4	POU5F1 /// POU5F1B /// POU5F1P3 /// POU5F1P4	5460 /// 5462 /// 642559 /// 645682
208287_at	HLA complex group 9 (non-protein coding)	HCG9	10255
208288_at	ATP-binding cassette; sub-family B (MDR/TAP); member 11	ABCB11	8647
208289_s_at	etoposide induced 2.4	EI24	9538
208290_s_at	eukaryotic translation initiation factor 5	EIF5	1983
208291_s_at	tyrosine hydroxylase	TH	7054
208292_at	bone morphogenetic protein 10	BMP10	27302
208293_x_at	chorionic somatomammotropin hormone-like 1	CSHL1	1444
208294_x_at	chorionic somatomammotropin hormone-like 1	CSHL1	1444
208295_x_at	chorionic somatomammotropin hormone-like 1	CSHL1	1444
208296_x_at	tumor necrosis factor; alpha-induced protein 8	TNFAIP8	25816
208297_s_at	ecotropic viral integration site 5	EVI5	7813
208298_at	ecotropic viral integration site 5	EVI5	7813
208299_at	calcium channel; voltage-dependent; T type; alpha 1I subunit	CACNA1I	8911
208300_at	protein tyrosine phosphatase; receptor type; H	PTPRH	5794
208301_at		AC007292.3	
208302_at	histocompatibility (minor) HB-1	HMHB1	57824
208303_s_at	cytokine receptor-like factor 2	CRLF2	64109
208304_at	chemokine (C-C motif) receptor 3	CCR3	1232
208305_at	progesterone receptor	PGR	5241
208306_x_at	Homo sapiens major histocompatibility complex; class II; DR beta 1 (HLA-DRB1); transcript variant 2; mRNA. /// major histocompatibility complex; class II; DR beta 1	HLA-DRB1 /// HLA-DRB1	3123
208307_at	RNA binding motif protein; Y-linked; family 1; member A1 /// RNA binding motif protein; Y-linked; family 1; member B /// RNA binding motif protein; Y-linked; family 1; member D /// RNA binding motif protein; Y-linked; family 1; member E /// RNA binding motif protein; Y-linked; family 1; member F /// RNA binding motif protein; Y-linked; family 1; member J	RBMY1A1 /// RBMY1B /// RBMY1D /// RBMY1E /// RBMY1F /// RBMY1J	5940 /// 159163 /// 378948 /// 378949 /// 378950 /// 378951
208308_s_at	glucose-6-phosphate isomerase	GPI	2821
208309_s_at	mucosa associated lymphoid tissue lymphoma translocation gene 1	MALT1	10892
208310_s_at	CCZ1 vacuolar protein trafficking and biogenesis associated homolog (S. cerevisiae) /// CCZ1 vacuolar protein trafficking and biogenesis associated homolog B (S. cerevisiae)	CCZ1 /// CCZ1B	51622 /// 221960
208311_at	G protein-coupled receptor 50	GPR50	9248
208312_s_at	PRAME family member 1 /// PRAME family member 2	PRAMEF1 /// PRAMEF2	65121 /// 65122
208313_s_at	splicing factor 1	SF1	7536
208314_at	retinal pigment epithelium-derived rhodopsin homolog	RRH	10692
208315_x_at	TNF receptor-associated factor 3	TRAF3	7187
208316_s_at	oculocerebrorenal syndrome of Lowe	OCRL	4952
208317_at	xylulokinase homolog (H. influenzae)	XYLB	9942
208318_s_at	xylulokinase homolog (H. influenzae)	XYLB	9942
208319_s_at	RNA binding motif (RNP1; RRM) protein 3	RBM3	5935
208320_at	calcium binding protein 1	CABP1	9478
208321_s_at	calcium binding protein 1	CABP1	9478
208322_s_at	ST3 beta-galactoside alpha-2;3-sialyltransferase 1	ST3GAL1	6482
208323_s_at	annexin A13	ANXA13	312
208324_at			
208325_s_at	A kinase (PRKA) anchor protein 13	AKAP13	11214
208327_at	cytochrome P450; family 2; subfamily A; polypeptide 13	CYP2A13	1553
208328_s_at	myocyte enhancer factor 2A	MEF2A	4205
208329_at	prostate and breast cancer overexpressed 1	PBOV1	59351
208330_at	ALX homeobox 4	ALX4	60529
208331_at	basic charge; Y-linked; 2	BPY2	9083
208332_at	PTPN13-like protein; Y-linked-like /// PTPN13-like; Y-linked /// PTPN13-like; Y-linked 2	LOC100509646 /// PRY /// PRY2	9081 /// 442862 /// 100509646
208333_at	LIM homeobox 5	LHX5	64211
208334_at	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 4	NDST4	64579
208335_s_at	atypical chemokine receptor 1 (Duffy blood group)	ACKR1	2532
208336_s_at	trans-2;3-enoyl-CoA reductase	TECR	9524
208337_s_at	nuclear receptor subfamily 5; group A; member 2	NR5A2	2494
208338_at	purinergic receptor P2X; ligand-gated ion channel; 3	P2RX3	5024
208339_at	XK; Kell blood group complex subunit-related; Y-linked /// XK; Kell blood group complex subunit-related; Y-linked 2	XKRY /// XKRY2	9082 /// 353515
208340_at	caspase 4; apoptosis-related cysteine peptidase pseudogene	LOC643733	643733
208341_x_at	chorionic somatomammotropin hormone 1 (placental lactogen) /// chorionic somatomammotropin hormone 2	CSH1 /// CSH2	1442 /// 1443
208342_x_at	chorionic somatomammotropin hormone 1 (placental lactogen) /// chorionic somatomammotropin hormone 2	CSH1 /// CSH2	1442 /// 1443
208343_s_at	nuclear receptor subfamily 5; group A; member 2	NR5A2	2494
208344_x_at	interferon; alpha 1 /// interferon; alpha 13	IFNA1 /// IFNA13	3439 /// 3447
208345_s_at	POU class 3 homeobox 1	POU3F1	5453
208346_at	pro-platelet basic protein pseudogene 2	PPBPP2	10895
208347_at	/// high mobility group nucleosomal binding domain 2 pseudogene 9	HMGN2P9 /// HMGN2P9	
208348_s_at	Cbl proto-oncogene B; E3 ubiquitin protein ligase	CBLB	868
208349_at	transient receptor potential cation channel; subfamily A; member 1	TRPA1	8989
208350_at	casein alpha s1	CSN1S1	1446
208351_s_at	mitogen-activated protein kinase 1	MAPK1	5594
208352_x_at	ankyrin 1; erythrocytic	ANK1	286
208353_x_at	ankyrin 1; erythrocytic	ANK1	286
208354_s_at	solute carrier family 12 (sodium/chloride transporter); member 3	SLC12A3	6559
208356_x_at	chorionic somatomammotropin hormone 1 (placental lactogen) /// chorionic somatomammotropin hormone-like 1 /// growth hormone 1	CSH1 /// CSHL1 /// GH1	1442 /// 1444 /// 2688
208357_x_at	chorionic somatomammotropin hormone 1 (placental lactogen)	CSH1	1442
208358_s_at	UDP glycosyltransferase 8	UGT8	7368
208359_s_at	potassium inwardly-rectifying channel; subfamily J; member 4	KCNJ4	3761
208360_s_at	endogenous retrovirus group H; member 4	ERVH-4	51359
208361_s_at	polymerase (RNA) III (DNA directed) polypeptide D; 44kDa	POLR3D	661
208363_s_at	inositol polyphosphate-4-phosphatase; type I; 107kDa	INPP4A	3631
208364_at	inositol polyphosphate-4-phosphatase; type I; 107kDa	INPP4A	3631
208365_s_at	G protein-coupled receptor kinase 4	GRK4	2868
208366_at	protocadherin 11 X-linked	PCDH11X	27328
208367_x_at	cytochrome P450; family 3; subfamily A; polypeptide 4	CYP3A4	1576
208368_s_at	breast cancer 2; early onset	BRCA2	675
208369_s_at	glutaryl-CoA dehydrogenase	GCDH	2639
208370_s_at	regulator of calcineurin 1	RCAN1	1827
208371_s_at	ring finger protein 1	RING1	6015
208372_s_at	LIM domain kinase 1	LIMK1	3984
208373_s_at	pyrimidinergic receptor P2Y; G-protein coupled; 6	P2RY6	5031
208374_s_at	capping protein (actin filament) muscle Z-line; alpha 1	CAPZA1	829
208375_at	interferon; alpha 1	IFNA1	3439
208376_at	chemokine (C-C motif) receptor 4	CCR4	1233
208377_s_at	calcium channel; voltage-dependent; L type; alpha 1F subunit	CACNA1F	778
208378_x_at	fibroblast growth factor 5	FGF5	2250
208379_x_at	neuropeptide Y receptor Y2	NPY2R	4887
208380_at	ladybird homeobox 1	LBX1	10660
208381_s_at	sphingosine-1-phosphate lyase 1	SGPL1	8879
208382_s_at	DNA meiotic recombinase 1	DMC1	11144
208383_s_at	phosphoenolpyruvate carboxykinase 1 (soluble)	PCK1	5105
208384_s_at	midline 2	MID2	11043
208385_at	nuclear receptor subfamily 2; group E; member 3	NR2E3	10002
208386_x_at	DNA meiotic recombinase 1	DMC1	11144
208387_s_at	matrix metallopeptidase 24 (membrane-inserted)	MMP24	10893
208388_at	nuclear receptor subfamily 2; group E; member 3	NR2E3	10002
208389_s_at	solute carrier family 1 (glial high affinity glutamate transporter); member 2	SLC1A2	6506
208390_s_at	glucagon-like peptide 1 receptor	GLP1R	2740
208391_s_at	glucagon-like peptide 1 receptor	GLP1R	2740
208392_x_at	SP110 nuclear body protein	SP110	3431
208393_s_at	RAD50 homolog (S. cerevisiae)	RAD50	10111
208394_x_at	endothelial cell-specific molecule 1	ESM1	11082
208395_s_at	URB1 ribosome biogenesis 1 homolog (S. cerevisiae)	URB1	9875
208396_s_at	phosphodiesterase 1A; calmodulin-dependent	PDE1A	5136
208397_x_at	potassium inwardly-rectifying channel; subfamily J; member 5	KCNJ5	3762
208398_s_at	TBP-like 1	TBPL1	9519
208399_s_at	endothelin 3	EDN3	1908
208400_at	glucagon-like peptide 1 receptor	GLP1R	2740
208401_s_at	glucagon-like peptide 1 receptor	GLP1R	2740
208402_at	interleukin 17A	IL17A	3605
208403_x_at	MYC associated factor X	MAX	4149
208404_x_at	potassium inwardly-rectifying channel; subfamily J; member 5	KCNJ5	3762
208405_s_at	CD164 molecule; sialomucin	CD164	8763
208406_s_at	GRB2-related adaptor protein 2	GRAP2	9402
208407_s_at	catenin (cadherin-associated protein); delta 1 /// TMX2-CTNND1 readthrough (NMD candidate)	CTNND1 /// TMX2-CTNND1	1500 /// 100528016
208408_at	pleiotrophin	PTN	5764
208409_at	putative uncharacterized protein encoded by LINC00596-like /// solute carrier family 14 (urea transporter); member 2	LOC101930602 /// SLC14A2	8170 /// 101930602
208410_x_at	amelogenin; X-linked	AMELX	265
208411_x_at	protein phosphatase; EF-hand calcium binding domain 2	PPEF2	5470
