GeneID,Symbol,link,description,chromosome
59353,TMEM35A,https://www.ncbi.nlm.nih.gov/gene/59353,transmembrane protein 35A,Xq22.1
60312,AFAP1,https://www.ncbi.nlm.nih.gov/gene/60312,actin filament associated protein 1,4p16.1
60313,GPBP1L1,https://www.ncbi.nlm.nih.gov/gene/60313,GC-rich promoter binding protein 1 like 1,1p34.1
60314,MYG1,https://www.ncbi.nlm.nih.gov/gene/60314,MYG1 exonuclease,12q13.13
60343,FAM3A,https://www.ncbi.nlm.nih.gov/gene/60343,FAM3 metabolism regulating signaling molecule A,Xq28
60358,ERVK-5,https://www.ncbi.nlm.nih.gov/gene/60358,endogenous retrovirus group K member 5,3q12.3
60359,ERVK-4,https://www.ncbi.nlm.nih.gov/gene/60359,endogenous retrovirus group K member 4,3q21.2
60370,AVPI1,https://www.ncbi.nlm.nih.gov/gene/60370,arginine vasopressin induced 1,10q24.2
60385,TSKS,https://www.ncbi.nlm.nih.gov/gene/60385,testis specific serine kinase substrate,19q13.33
60386,SLC25A19,https://www.ncbi.nlm.nih.gov/gene/60386,solute carrier family 25 member 19,17q25.1
60401,EDA2R,https://www.ncbi.nlm.nih.gov/gene/60401,ectodysplasin A2 receptor,Xq12
60412,EXOC4,https://www.ncbi.nlm.nih.gov/gene/60412,exocyst complex component 4,7q33
60436,TGIF2,https://www.ncbi.nlm.nih.gov/gene/60436,TGFB induced factor homeobox 2,20q11.23
60437,CDH26,https://www.ncbi.nlm.nih.gov/gene/60437,cadherin 26,20q13.33
60439,TTTY2,https://www.ncbi.nlm.nih.gov/gene/60439,testis-specific transcript; Y-linked 2,Yp11.2
60467,BPESC1,https://www.ncbi.nlm.nih.gov/gene/60467,blepharophimosis; epicanthus inversus and ptosis candidate 1,3q23
60468,BACH2,https://www.ncbi.nlm.nih.gov/gene/60468,BTB domain and CNC homolog 2,6q15
60481,ELOVL5,https://www.ncbi.nlm.nih.gov/gene/60481,ELOVL fatty acid elongase 5,6p12.1
60482,SLC5A7,https://www.ncbi.nlm.nih.gov/gene/60482,solute carrier family 5 member 7,2q12.3
60484,HAPLN2,https://www.ncbi.nlm.nih.gov/gene/60484,hyaluronan and proteoglycan link protein 2,1q23.1
60485,SAV1,https://www.ncbi.nlm.nih.gov/gene/60485,salvador family WW domain containing protein 1,14q22.1
60487,TRMT11,https://www.ncbi.nlm.nih.gov/gene/60487,tRNA methyltransferase 11 homolog,6q22.32
60488,MRPS35,https://www.ncbi.nlm.nih.gov/gene/60488,mitochondrial ribosomal protein S35,12p11.22
60489,APOBEC3G,https://www.ncbi.nlm.nih.gov/gene/60489,apolipoprotein B mRNA editing enzyme catalytic subunit 3G,22q13.1
60490,PPCDC,https://www.ncbi.nlm.nih.gov/gene/60490,phosphopantothenoylcysteine decarboxylase,15q24.2
60491,NIF3L1,https://www.ncbi.nlm.nih.gov/gene/60491,NGG1 interacting factor 3 like 1,2q33.1
60492,CCDC90B,https://www.ncbi.nlm.nih.gov/gene/60492,coiled-coil domain containing 90B,11q14.1
60493,FASTKD5,https://www.ncbi.nlm.nih.gov/gene/60493,FAST kinase domains 5,20p13
60494,CCDC81,https://www.ncbi.nlm.nih.gov/gene/60494,coiled-coil domain containing 81,11q14.2
60495,HPSE2,https://www.ncbi.nlm.nih.gov/gene/60495,heparanase 2 (inactive),10q24.2
60496,AASDHPPT,https://www.ncbi.nlm.nih.gov/gene/60496,aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase,11q22.3
60506,NYX,https://www.ncbi.nlm.nih.gov/gene/60506,nyctalopin,Xp11.4
60509,AGBL5,https://www.ncbi.nlm.nih.gov/gene/60509,AGBL carboxypeptidase 5,2p23.3
60526,LDAH,https://www.ncbi.nlm.nih.gov/gene/60526,lipid droplet associated hydrolase,2p24.1
60528,ELAC2,https://www.ncbi.nlm.nih.gov/gene/60528,elaC ribonuclease Z 2,17p12
60529,ALX4,https://www.ncbi.nlm.nih.gov/gene/60529,ALX homeobox 4,11p11.2
60558,GUF1,https://www.ncbi.nlm.nih.gov/gene/60558,GTP binding elongation factor GUF1,4p12
60559,SPCS3,https://www.ncbi.nlm.nih.gov/gene/60559,signal peptidase complex subunit 3,4q34.2
60560,NAA35,https://www.ncbi.nlm.nih.gov/gene/60560,N-alpha-acetyltransferase 35; NatC auxiliary subunit,9q21.33
60561,RINT1,https://www.ncbi.nlm.nih.gov/gene/60561,RAD50 interactor 1,7q22.3
60592,SCOC,https://www.ncbi.nlm.nih.gov/gene/60592,short coiled-coil protein,4q31.1
60598,KCNK15,https://www.ncbi.nlm.nih.gov/gene/60598,potassium two pore domain channel subfamily K member 15,20q13.12
60625,DHX35,https://www.ncbi.nlm.nih.gov/gene/60625,DEAH-box helicase 35,20q11.23-q12
60626,RIC8A,https://www.ncbi.nlm.nih.gov/gene/60626,RIC8 guanine nucleotide exchange factor A,11p15.5
60672,MIIP,https://www.ncbi.nlm.nih.gov/gene/60672,migration and invasion inhibitory protein,1p36.22
60673,ATG101,https://www.ncbi.nlm.nih.gov/gene/60673,autophagy related 101,12q13.13
60674,GAS5,https://www.ncbi.nlm.nih.gov/gene/60674,growth arrest specific 5,1q25.1
60675,PROK2,https://www.ncbi.nlm.nih.gov/gene/60675,prokineticin 2,3p13
60676,PAPPA2,https://www.ncbi.nlm.nih.gov/gene/60676,pappalysin 2,1q25.2
60677,CELF6,https://www.ncbi.nlm.nih.gov/gene/60677,CUGBP Elav-like family member 6,15q23
60678,EEFSEC,https://www.ncbi.nlm.nih.gov/gene/60678,eukaryotic elongation factor; selenocysteine-tRNA specific,3q21.3
60680,CELF5,https://www.ncbi.nlm.nih.gov/gene/60680,CUGBP Elav-like family member 5,19p13.3
60681,FKBP10,https://www.ncbi.nlm.nih.gov/gene/60681,FKBP prolyl isomerase 10,17q21.2
60682,SMAP1,https://www.ncbi.nlm.nih.gov/gene/60682,small ArfGAP 1,6q13
60684,TRAPPC11,https://www.ncbi.nlm.nih.gov/gene/60684,trafficking protein particle complex subunit 11,4q35.1
60685,ZFAND3,https://www.ncbi.nlm.nih.gov/gene/60685,zinc finger AN1-type containing 3,6p21.2
60686,C14orf93,https://www.ncbi.nlm.nih.gov/gene/60686,chromosome 14 open reading frame 93,14q11.2
63027,SLC22A23,https://www.ncbi.nlm.nih.gov/gene/63027,solute carrier family 22 member 23,6p25.2
63035,BCORL1,https://www.ncbi.nlm.nih.gov/gene/63035,BCL6 corepressor like 1,Xq26.1
63036,CELA2A,https://www.ncbi.nlm.nih.gov/gene/63036,chymotrypsin like elastase 2A,1p36.21
63826,SRR,https://www.ncbi.nlm.nih.gov/gene/63826,serine racemase,17p13.3
63827,BCAN,https://www.ncbi.nlm.nih.gov/gene/63827,brevican,1q23.1
63874,ABHD4,https://www.ncbi.nlm.nih.gov/gene/63874,abhydrolase domain containing 4; N-acyl phospholipase B,14q11.2
63875,MRPL17,https://www.ncbi.nlm.nih.gov/gene/63875,mitochondrial ribosomal protein L17,11p15.4
63876,PKNOX2,https://www.ncbi.nlm.nih.gov/gene/63876,PBX/knotted 1 homeobox 2,11q24.2
63877,FAM204A,https://www.ncbi.nlm.nih.gov/gene/63877,family with sequence similarity 204 member A,10q26.11
63891,RNF123,https://www.ncbi.nlm.nih.gov/gene/63891,ring finger protein 123,3p21.31
63892,THADA,https://www.ncbi.nlm.nih.gov/gene/63892,THADA armadillo repeat containing,2p21
63893,UBE2O,https://www.ncbi.nlm.nih.gov/gene/63893,ubiquitin conjugating enzyme E2 O,17q25.1
63894,VIPAS39,https://www.ncbi.nlm.nih.gov/gene/63894,VPS33B interacting protein; apical-basolateral polarity regulator; spe-39 homolog,14q24.3
63895,PIEZO2,https://www.ncbi.nlm.nih.gov/gene/63895,piezo type mechanosensitive ion channel component 2,18p11.22-p11.21
63897,HEATR6,https://www.ncbi.nlm.nih.gov/gene/63897,HEAT repeat containing 6,17q23.1
63898,SH2D4A,https://www.ncbi.nlm.nih.gov/gene/63898,SH2 domain containing 4A,8p21.3
63899,NSUN3,https://www.ncbi.nlm.nih.gov/gene/63899,NOP2/Sun RNA methyltransferase 3,3q11.2
63901,FAM111A,https://www.ncbi.nlm.nih.gov/gene/63901,FAM111 trypsin like peptidase A,11q12.1
63904,DUSP21,https://www.ncbi.nlm.nih.gov/gene/63904,dual specificity phosphatase 21,Xp11.3
63905,MANBAL,https://www.ncbi.nlm.nih.gov/gene/63905,mannosidase beta like,20q11.23
63906,GPATCH3,https://www.ncbi.nlm.nih.gov/gene/63906,G-patch domain containing 3,1p36.11
63908,NAPB,https://www.ncbi.nlm.nih.gov/gene/63908,NSF attachment protein beta,20p11.21
63910,SLC17A9,https://www.ncbi.nlm.nih.gov/gene/63910,solute carrier family 17 member 9,20q13.33
63914,LINC01590,https://www.ncbi.nlm.nih.gov/gene/63914,long intergenic non-protein coding RNA 1590,6q15-q16.1
63915,BLOC1S5,https://www.ncbi.nlm.nih.gov/gene/63915,biogenesis of lysosomal organelles complex 1 subunit 5,6p24.3
63916,ELMO2,https://www.ncbi.nlm.nih.gov/gene/63916,engulfment and cell motility 2,20q13.12
63917,GALNT11,https://www.ncbi.nlm.nih.gov/gene/63917,polypeptide N-acetylgalactosaminyltransferase 11,7q36.1
63920,ZBED8,https://www.ncbi.nlm.nih.gov/gene/63920,zinc finger BED-type containing 8,5q33.3
63922,CHTF18,https://www.ncbi.nlm.nih.gov/gene/63922,chromosome transmission fidelity factor 18,16p13.3
63923,TNN,https://www.ncbi.nlm.nih.gov/gene/63923,tenascin N,1q25.1
63924,CIDEC,https://www.ncbi.nlm.nih.gov/gene/63924,cell death inducing DFFA like effector c,3p25.3
63925,ZNF335,https://www.ncbi.nlm.nih.gov/gene/63925,zinc finger protein 335,20q13.12
63926,ANKEF1,https://www.ncbi.nlm.nih.gov/gene/63926,ankyrin repeat and EF-hand domain containing 1,20p12.2
63928,CHP2,https://www.ncbi.nlm.nih.gov/gene/63928,calcineurin like EF-hand protein 2,16p12.2
63929,XPNPEP3,https://www.ncbi.nlm.nih.gov/gene/63929,X-prolyl aminopeptidase 3,22q13.2
63930,LINC01749,https://www.ncbi.nlm.nih.gov/gene/63930,long intergenic non-protein coding RNA 1749,20q13.33
63931,MRPS14,https://www.ncbi.nlm.nih.gov/gene/63931,mitochondrial ribosomal protein S14,1q25.1
63932,STEEP1,https://www.ncbi.nlm.nih.gov/gene/63932,STING1 ER exit protein 1,Xq24
63933,MCUR1,https://www.ncbi.nlm.nih.gov/gene/63933,mitochondrial calcium uniporter regulator 1,6p23
63934,ZNF667,https://www.ncbi.nlm.nih.gov/gene/63934,zinc finger protein 667,19q13.43
63935,PCIF1,https://www.ncbi.nlm.nih.gov/gene/63935,phosphorylated CTD interacting factor 1,20q13.12
63939,FAM217B,https://www.ncbi.nlm.nih.gov/gene/63939,family with sequence similarity 217 member B,20q13.33
63940,GPSM3,https://www.ncbi.nlm.nih.gov/gene/63940,G protein signaling modulator 3,6p21.32
63941,NECAB3,https://www.ncbi.nlm.nih.gov/gene/63941,N-terminal EF-hand calcium binding protein 3,20q11.22
63943,FKBPL,https://www.ncbi.nlm.nih.gov/gene/63943,FKBP prolyl isomerase like,6p21.32
63946,DMRTC2,https://www.ncbi.nlm.nih.gov/gene/63946,DMRT like family C2,19q13.2
63947,DMRTC1,https://www.ncbi.nlm.nih.gov/gene/63947,DMRT like family C1,Xq13.1
63948,DMRTB1,https://www.ncbi.nlm.nih.gov/gene/63948,DMRT like family B with proline rich C-terminal 1,1p32.3
63950,DMRTA2,https://www.ncbi.nlm.nih.gov/gene/63950,DMRT like family A2,1p32.3
63951,DMRTA1,https://www.ncbi.nlm.nih.gov/gene/63951,DMRT like family A1,9p21.3
63967,CLSPN,https://www.ncbi.nlm.nih.gov/gene/63967,claspin,1p34.3
63970,TP53AIP1,https://www.ncbi.nlm.nih.gov/gene/63970,tumor protein p53 regulated apoptosis inducing protein 1,11q24.3
63971,KIF13A,https://www.ncbi.nlm.nih.gov/gene/63971,kinesin family member 13A,6p22.3
63973,NEUROG2,https://www.ncbi.nlm.nih.gov/gene/63973,neurogenin 2,4q25
63974,NEUROD6,https://www.ncbi.nlm.nih.gov/gene/63974,neuronal differentiation 6,7p14.3
63976,PRDM16,https://www.ncbi.nlm.nih.gov/gene/63976,PR/SET domain 16,1p36.32
63977,PRDM15,https://www.ncbi.nlm.nih.gov/gene/63977,PR/SET domain 15,21q22.3
63978,PRDM14,https://www.ncbi.nlm.nih.gov/gene/63978,PR/SET domain 14,8q13.3
63979,FIGNL1,https://www.ncbi.nlm.nih.gov/gene/63979,fidgetin like 1,7p12.2
63982,ANO3,https://www.ncbi.nlm.nih.gov/gene/63982,anoctamin 3,11p14.2
64002,PCGEM1,https://www.ncbi.nlm.nih.gov/gene/64002,PCGEM1 prostate-specific transcript,2q32.3
64005,MYO1G,https://www.ncbi.nlm.nih.gov/gene/64005,myosin IG,7p13
64006,ERVK-6,https://www.ncbi.nlm.nih.gov/gene/64006,endogenous retrovirus group K member 6; envelope,7p22
64061,TSPYL2,https://www.ncbi.nlm.nih.gov/gene/64061,TSPY like 2,Xp11.22
64062,RBM26,https://www.ncbi.nlm.nih.gov/gene/64062,RNA binding motif protein 26,13q31.1
64063,PRSS22,https://www.ncbi.nlm.nih.gov/gene/64063,serine protease 22,16p13.3
64064,OXCT2,https://www.ncbi.nlm.nih.gov/gene/64064,3-oxoacid CoA-transferase 2,1p34.2
64065,PERP,https://www.ncbi.nlm.nih.gov/gene/64065,p53 apoptosis effector related to PMP22,6q23.3
64066,MMP27,https://www.ncbi.nlm.nih.gov/gene/64066,matrix metallopeptidase 27,11q22.2
64067,NPAS3,https://www.ncbi.nlm.nih.gov/gene/64067,neuronal PAS domain protein 3,14q13.1
64072,CDH23,https://www.ncbi.nlm.nih.gov/gene/64072,cadherin related 23,10q22.1
64073,C19orf33,https://www.ncbi.nlm.nih.gov/gene/64073,chromosome 19 open reading frame 33,19q13.2
64077,LHPP,https://www.ncbi.nlm.nih.gov/gene/64077,phospholysine phosphohistidine inorganic pyrophosphate phosphatase,10q26.13
64078,SLC28A3,https://www.ncbi.nlm.nih.gov/gene/64078,solute carrier family 28 member 3,9q21.32-q21.33
64080,RBKS,https://www.ncbi.nlm.nih.gov/gene/64080,ribokinase,2p23.2
64081,PBLD,https://www.ncbi.nlm.nih.gov/gene/64081,phenazine biosynthesis like protein domain containing,10q21.3
64083,GOLPH3,https://www.ncbi.nlm.nih.gov/gene/64083,golgi phosphoprotein 3,5p13.3
64084,CLSTN2,https://www.ncbi.nlm.nih.gov/gene/64084,calsyntenin 2,3q23
64087,MCCC2,https://www.ncbi.nlm.nih.gov/gene/64087,methylcrotonyl-CoA carboxylase subunit 2,5q13.2
64089,SNX16,https://www.ncbi.nlm.nih.gov/gene/64089,sorting nexin 16,8q21.13
64090,GAL3ST2,https://www.ncbi.nlm.nih.gov/gene/64090,galactose-3-O-sulfotransferase 2,2q37.3
64091,POPDC2,https://www.ncbi.nlm.nih.gov/gene/64091,popeye domain containing 2,3q13.33
64092,SAMSN1,https://www.ncbi.nlm.nih.gov/gene/64092,SAM domain; SH3 domain and nuclear localization signals 1,21q11.2
64093,SMOC1,https://www.ncbi.nlm.nih.gov/gene/64093,SPARC related modular calcium binding 1,14q24.1
64094,SMOC2,https://www.ncbi.nlm.nih.gov/gene/64094,SPARC related modular calcium binding 2,6q27
64096,GFRA4,https://www.ncbi.nlm.nih.gov/gene/64096,GDNF family receptor alpha 4,20p13
64097,EPB41L4A,https://www.ncbi.nlm.nih.gov/gene/64097,erythrocyte membrane protein band 4.1 like 4A,5q22.1-q22.2
64098,PARVG,https://www.ncbi.nlm.nih.gov/gene/64098,parvin gamma,22q13.31
64100,ELSPBP1,https://www.ncbi.nlm.nih.gov/gene/64100,epididymal sperm binding protein 1,19q13.33
64101,LRRC4,https://www.ncbi.nlm.nih.gov/gene/64101,leucine rich repeat containing 4,7q32.1
64102,TNMD,https://www.ncbi.nlm.nih.gov/gene/64102,tenomodulin,Xq22.1
64105,CENPK,https://www.ncbi.nlm.nih.gov/gene/64105,centromere protein K,5q12.3
64106,NPFFR1,https://www.ncbi.nlm.nih.gov/gene/64106,neuropeptide FF receptor 1,10q22.1
64108,RTP4,https://www.ncbi.nlm.nih.gov/gene/64108,receptor transporter protein 4,3q27.3
64109,CRLF2,https://www.ncbi.nlm.nih.gov/gene/64109,cytokine receptor like factor 2,Xp22.3 and Yp11.3
64110,MAGEF1,https://www.ncbi.nlm.nih.gov/gene/64110,MAGE family member F1,3q27.1
64111,NPVF,https://www.ncbi.nlm.nih.gov/gene/64111,neuropeptide VF precursor,7p15.3
64112,MOAP1,https://www.ncbi.nlm.nih.gov/gene/64112,modulator of apoptosis 1,14q32.12
64114,TMBIM1,https://www.ncbi.nlm.nih.gov/gene/64114,transmembrane BAX inhibitor motif containing 1,2q35
64115,VSIR,https://www.ncbi.nlm.nih.gov/gene/64115,V-set immunoregulatory receptor,10q22.1
64116,SLC39A8,https://www.ncbi.nlm.nih.gov/gene/64116,solute carrier family 39 member 8,4q24
64118,DUS1L,https://www.ncbi.nlm.nih.gov/gene/64118,dihydrouridine synthase 1 like,17q25.3
64121,RRAGC,https://www.ncbi.nlm.nih.gov/gene/64121,Ras related GTP binding C,1p34.3
64122,FN3K,https://www.ncbi.nlm.nih.gov/gene/64122,fructosamine 3 kinase,17q25.3
64123,ADGRL4,https://www.ncbi.nlm.nih.gov/gene/64123,adhesion G protein-coupled receptor L4,1p31.1
64127,NOD2,https://www.ncbi.nlm.nih.gov/gene/64127,nucleotide binding oligomerization domain containing 2,16q12.1
64129,TINAGL1,https://www.ncbi.nlm.nih.gov/gene/64129,tubulointerstitial nephritis antigen like 1,1p35.2
64130,LIN7B,https://www.ncbi.nlm.nih.gov/gene/64130,lin-7 homolog B; crumbs cell polarity complex component,19q13.33
64131,XYLT1,https://www.ncbi.nlm.nih.gov/gene/64131,xylosyltransferase 1,16p12.3
64132,XYLT2,https://www.ncbi.nlm.nih.gov/gene/64132,xylosyltransferase 2,17q21.33
64135,IFIH1,https://www.ncbi.nlm.nih.gov/gene/64135,interferon induced with helicase C domain 1,2q24.2
64137,ABCG4,https://www.ncbi.nlm.nih.gov/gene/64137,ATP binding cassette subfamily G member 4,11q23.3
64145,RBSN,https://www.ncbi.nlm.nih.gov/gene/64145,rabenosyn; RAB effector,3p25.1
64146,PDF,https://www.ncbi.nlm.nih.gov/gene/64146,peptide deformylase; mitochondrial,16q22.1
64147,KIF9,https://www.ncbi.nlm.nih.gov/gene/64147,kinesin family member 9,3p21.31
64149,C17orf75,https://www.ncbi.nlm.nih.gov/gene/64149,chromosome 17 open reading frame 75,17q11.2
64150,DIO3OS,https://www.ncbi.nlm.nih.gov/gene/64150,DIO3 opposite strand upstream RNA,14q32.31
64151,NCAPG,https://www.ncbi.nlm.nih.gov/gene/64151,non-SMC condensin I complex subunit G,4p15.31
64167,ERAP2,https://www.ncbi.nlm.nih.gov/gene/64167,endoplasmic reticulum aminopeptidase 2,5q15
64168,NECAB1,https://www.ncbi.nlm.nih.gov/gene/64168,N-terminal EF-hand calcium binding protein 1,8q21.3
64170,CARD9,https://www.ncbi.nlm.nih.gov/gene/64170,caspase recruitment domain family member 9,9q34.3
64172,OSGEPL1,https://www.ncbi.nlm.nih.gov/gene/64172,O-sialoglycoprotein endopeptidase like 1,2q32.2
64174,DPEP2,https://www.ncbi.nlm.nih.gov/gene/64174,dipeptidase 2,16q22.1
64175,P3H1,https://www.ncbi.nlm.nih.gov/gene/64175,prolyl 3-hydroxylase 1,1p34.2
64180,DPEP3,https://www.ncbi.nlm.nih.gov/gene/64180,dipeptidase 3,16q22.1
64184,EDDM3B,https://www.ncbi.nlm.nih.gov/gene/64184,epididymal protein 3B,14q11.2
64207,IRF2BPL,https://www.ncbi.nlm.nih.gov/gene/64207,interferon regulatory factor 2 binding protein like,14q24.3
64208,POPDC3,https://www.ncbi.nlm.nih.gov/gene/64208,popeye domain containing 3,6q21
64210,MMS19,https://www.ncbi.nlm.nih.gov/gene/64210,MMS19 homolog; cytosolic iron-sulfur assembly component,10q24.1
64211,LHX5,https://www.ncbi.nlm.nih.gov/gene/64211,LIM homeobox 5,12q24.13
64215,DNAJC1,https://www.ncbi.nlm.nih.gov/gene/64215,DnaJ heat shock protein family (Hsp40) member C1,10p12.31
64216,TFB2M,https://www.ncbi.nlm.nih.gov/gene/64216,transcription factor B2; mitochondrial,1q44
64218,SEMA4A,https://www.ncbi.nlm.nih.gov/gene/64218,semaphorin 4A,1q22
64219,PJA1,https://www.ncbi.nlm.nih.gov/gene/64219,praja ring finger ubiquitin ligase 1,Xq13.1
64220,STRA6,https://www.ncbi.nlm.nih.gov/gene/64220,signaling receptor and transporter of retinol STRA6,15q24.1
64221,ROBO3,https://www.ncbi.nlm.nih.gov/gene/64221,roundabout guidance receptor 3,11q24.2
64222,TOR3A,https://www.ncbi.nlm.nih.gov/gene/64222,torsin family 3 member A,1q25.2
64223,MLST8,https://www.ncbi.nlm.nih.gov/gene/64223,MTOR associated protein; LST8 homolog,16p13.3
64224,HERPUD2,https://www.ncbi.nlm.nih.gov/gene/64224,HERPUD family member 2,7p14.2
64225,ATL2,https://www.ncbi.nlm.nih.gov/gene/64225,atlastin GTPase 2,2p22.2-p22.1
64231,MS4A6A,https://www.ncbi.nlm.nih.gov/gene/64231,membrane spanning 4-domains A6A,11q12.2
64232,MS4A5,https://www.ncbi.nlm.nih.gov/gene/64232,membrane spanning 4-domains A5,11q12.2
64236,PDLIM2,https://www.ncbi.nlm.nih.gov/gene/64236,PDZ and LIM domain 2,8p21.3
64240,ABCG5,https://www.ncbi.nlm.nih.gov/gene/64240,ATP binding cassette subfamily G member 5,2p21
64241,ABCG8,https://www.ncbi.nlm.nih.gov/gene/64241,ATP binding cassette subfamily G member 8,2p21
64282,TENT4B,https://www.ncbi.nlm.nih.gov/gene/64282,terminal nucleotidyltransferase 4B,16q12.1
64283,ARHGEF28,https://www.ncbi.nlm.nih.gov/gene/64283,Rho guanine nucleotide exchange factor 28,5q13.2
64284,RAB17,https://www.ncbi.nlm.nih.gov/gene/64284,RAB17; member RAS oncogene family,2q37.3
64285,RHBDF1,https://www.ncbi.nlm.nih.gov/gene/64285,rhomboid 5 homolog 1,16p13.3
64288,ZSCAN31,https://www.ncbi.nlm.nih.gov/gene/64288,zinc finger and SCAN domain containing 31,6p22.1
64318,NOC3L,https://www.ncbi.nlm.nih.gov/gene/64318,NOC3 like DNA replication regulator,10q23.33
64319,FBRS,https://www.ncbi.nlm.nih.gov/gene/64319,fibrosin,16p11.2
64320,RNF25,https://www.ncbi.nlm.nih.gov/gene/64320,ring finger protein 25,2q35
64321,SOX17,https://www.ncbi.nlm.nih.gov/gene/64321,SRY-box transcription factor 17,8q11.23
64324,NSD1,https://www.ncbi.nlm.nih.gov/gene/64324,nuclear receptor binding SET domain protein 1,5q35.3
64326,COP1,https://www.ncbi.nlm.nih.gov/gene/64326,COP1 E3 ubiquitin ligase,1q25.1-q25.2
64327,LMBR1,https://www.ncbi.nlm.nih.gov/gene/64327,limb development membrane protein 1,7q36.3
64328,XPO4,https://www.ncbi.nlm.nih.gov/gene/64328,exportin 4,13q12.11
64332,NFKBIZ,https://www.ncbi.nlm.nih.gov/gene/64332,NFKB inhibitor zeta,3q12.3
64333,ARHGAP9,https://www.ncbi.nlm.nih.gov/gene/64333,Rho GTPase activating protein 9,12q13.3
64342,HS1BP3,https://www.ncbi.nlm.nih.gov/gene/64342,HCLS1 binding protein 3,2p24.1
64343,AZI2,https://www.ncbi.nlm.nih.gov/gene/64343,5-azacytidine induced 2,3p24.1
64344,HIF3A,https://www.ncbi.nlm.nih.gov/gene/64344,hypoxia inducible factor 3 subunit alpha,19q13.32
64359,NXN,https://www.ncbi.nlm.nih.gov/gene/64359,nucleoredoxin,17p13.3
64374,SIL1,https://www.ncbi.nlm.nih.gov/gene/64374,SIL1 nucleotide exchange factor,5q31.2
64375,IKZF4,https://www.ncbi.nlm.nih.gov/gene/64375,IKAROS family zinc finger 4,12q13.2
64376,IKZF5,https://www.ncbi.nlm.nih.gov/gene/64376,IKAROS family zinc finger 5,10q26.13
64377,CHST8,https://www.ncbi.nlm.nih.gov/gene/64377,carbohydrate sulfotransferase 8,19q13.11
64386,MMP25,https://www.ncbi.nlm.nih.gov/gene/64386,matrix metallopeptidase 25,16p13.3
64388,GREM2,https://www.ncbi.nlm.nih.gov/gene/64388,gremlin 2; DAN family BMP antagonist,1q43
64393,ZMAT3,https://www.ncbi.nlm.nih.gov/gene/64393,zinc finger matrin-type 3,3q26.32
64395,GMCL1,https://www.ncbi.nlm.nih.gov/gene/64395,germ cell-less 1; spermatogenesis associated,2p13.3
64396,GMCL2,https://www.ncbi.nlm.nih.gov/gene/64396,germ cell-less 2; spermatogenesis associated,5q35.3
64397,ZNF106,https://www.ncbi.nlm.nih.gov/gene/64397,zinc finger protein 106,15q15.1
64398,PALS1,https://www.ncbi.nlm.nih.gov/gene/64398,protein associated with LIN7 1; MAGUK family member,14q23.3
64399,HHIP,https://www.ncbi.nlm.nih.gov/gene/64399,hedgehog interacting protein,4q31.21
64400,AKTIP,https://www.ncbi.nlm.nih.gov/gene/64400,AKT interacting protein,16q12.2
64403,CDH24,https://www.ncbi.nlm.nih.gov/gene/64403,cadherin 24,14q11.2
64405,CDH22,https://www.ncbi.nlm.nih.gov/gene/64405,cadherin 22,20q13.12
64407,RGS18,https://www.ncbi.nlm.nih.gov/gene/64407,regulator of G protein signaling 18,1q31.2
64409,GALNT17,https://www.ncbi.nlm.nih.gov/gene/64409,polypeptide N-acetylgalactosaminyltransferase 17,7q11.22
64410,KLHL25,https://www.ncbi.nlm.nih.gov/gene/64410,kelch like family member 25,15q25.3
64411,ARAP3,https://www.ncbi.nlm.nih.gov/gene/64411,ArfGAP with RhoGAP domain; ankyrin repeat and PH domain 3,5q31.3
64412,GZF1,https://www.ncbi.nlm.nih.gov/gene/64412,GDNF inducible zinc finger protein 1,20p11.21
64417,TMEM267,https://www.ncbi.nlm.nih.gov/gene/64417,transmembrane protein 267,5p12
64418,TMEM168,https://www.ncbi.nlm.nih.gov/gene/64418,transmembrane protein 168,7q31.1
64419,MTMR14,https://www.ncbi.nlm.nih.gov/gene/64419,myotubularin related protein 14,3p25.3
64420,SUSD1,https://www.ncbi.nlm.nih.gov/gene/64420,sushi domain containing 1,9q31.3-q32
64421,DCLRE1C,https://www.ncbi.nlm.nih.gov/gene/64421,DNA cross-link repair 1C,10p13
64422,ATG3,https://www.ncbi.nlm.nih.gov/gene/64422,autophagy related 3,3q13.2
64423,INF2,https://www.ncbi.nlm.nih.gov/gene/64423,inverted formin 2,14q32.33
64425,POLR1E,https://www.ncbi.nlm.nih.gov/gene/64425,RNA polymerase I subunit E,9p13.2
64426,SUDS3,https://www.ncbi.nlm.nih.gov/gene/64426,SDS3 homolog; SIN3A corepressor complex component,12q24.23
64427,TTC31,https://www.ncbi.nlm.nih.gov/gene/64427,tetratricopeptide repeat domain 31,2p13.1
64428,CIAO3,https://www.ncbi.nlm.nih.gov/gene/64428,cytosolic iron-sulfur assembly component 3,16p13.3
64429,ZDHHC6,https://www.ncbi.nlm.nih.gov/gene/64429,zinc finger DHHC-type palmitoyltransferase 6,10q25.2
64430,PCNX4,https://www.ncbi.nlm.nih.gov/gene/64430,pecanex 4,14q23.1
64431,ACTR6,https://www.ncbi.nlm.nih.gov/gene/64431,actin related protein 6,12q23.1
64432,MRPS25,https://www.ncbi.nlm.nih.gov/gene/64432,mitochondrial ribosomal protein S25,3p25.1
64433,LINC00244,https://www.ncbi.nlm.nih.gov/gene/64433,long intergenic non-protein coding RNA 244,7q36
