GeneID,Symbol,link,description,chromosome
699107,PON2,,paraoxonase 2,3
699101,UBE2E2,,ubiquitin conjugating enzyme E2 E2,2
699093,ACER1,,alkaline ceramidase 1,19
699091,RNF152,,ring finger protein 152,18
699084,ZNF652,,zinc finger protein 652,16
699071,DAPL1,,death associated protein like 1,12
699055,GPR61,,G protein-coupled receptor 61,1
699034,VGLL4,,vestigial like family member 4,2
699009,MINDY3,,MINDY lysine 48 deubiquitinase 3,9
699004,TNKS,,tankyrase,8
699000,TRAPPC6B,,trafficking protein particle complex subunit 6B,7
698957,MED9,,mediator complex subunit 9,16
698949,PLEK,,pleckstrin,13
698947,CYRIA,,CYFIP related Rac1 interactor A,13
698934,GPR161,,G protein-coupled receptor 161,1
698932,AMIGO1,,adhesion molecule with Ig like domain 1,1
698882,UBR7,,ubiquitin protein ligase E3 component n-recognin 7,7
698843,NAA16,,N-alpha-acetyltransferase 16; NatA auxiliary subunit,17
698830,HRAS,,HRas proto-oncogene; GTPase,14
698827,CNRIP1,,cannabinoid receptor interacting protein 1,13
698774,FAM166C,,family with sequence similarity 166 member C,13
698769,FAM102B,,family with sequence similarity 102 member B,1
698748,SPATA9,,spermatogenesis associated 9,6
698742,ELMOD2,,ELMO domain containing 2,5
698736,GRM1,,glutamate metabotropic receptor 1,4
698726,PDK4,,pyruvate dehydrogenase kinase 4,3
698712,PSMD3,,proteasome 26S subunit; non-ATPase 3,16
698710,ABI3,,ABI family member 3,16
698696,PAH,,phenylalanine hydroxylase,11
698687,NECAP2,,NECAP endocytosis associated 2,1
698683,TXNIP,,thioredoxin interacting protein,1
698621,RFESD,,Rieske Fe-S domain containing,6
698603,MECOM,,MDS1 and EVI1 complex locus,2
698590,FAM102A,,family with sequence similarity 102 member A,15
698583,TCN1,,transcobalamin 1,14
698579,CATIP,,ciliogenesis associated TTC17 interacting protein,12
698578,CHRNA1,,cholinergic receptor nicotinic alpha 1 subunit,12
698567,CBLN4,,cerebellin 4 precursor,10
698565,TMCC2,,transmembrane and coiled-coil domain family 2,1
698553,LYN,,LYN proto-oncogene; Src family tyrosine kinase,8
698505,CLBA1,,clathrin binding box of aftiphilin containing 1,7
698500,SEC23A,,SEC23 homolog A; COPII coat complex component,7
698488,GPM6A,,glycoprotein M6A,5
698472,CLDND1,,claudin domain containing 1,2
698458,STOML2,,stomatin like 2,15
698456,FXYD6,,FXYD domain containing ion transport regulator 6,14
698455,KDM4D,,lysine demethylase 4D,14
698446,WIPF1,,WAS/WASL interacting protein family member 1,12
698441,PPM1F,,protein phosphatase; Mg2+/Mn2+ dependent 1F,10
698414,RINT1,,RAD50 interactor 1,3
698397,TMEM187,,transmembrane protein 187,X
698392,FAM156A,,family with sequence similarity 156 member A,X
698388,TDRD1,,tudor domain containing 1,9
698384,CUL2,,cullin 2,9
698379,PRSS55,,serine protease 55,8
698376,ISG20,,interferon stimulated exonuclease gene 20,7
698357,PDSS2,,decaprenyl diphosphate synthase subunit 2,4
698315,SLC32A1,,solute carrier family 32 member 1,10
698308,SVBP,,small vasohibin binding protein,1
698270,SLITRK4,,SLIT and NTRK like family member 4,X
698251,HEXA,,hexosaminidase subunit alpha,7
698238,H1-3,,H1.3 linker histone; cluster member,4
698214,FAM214B,,family with sequence similarity 214 member B,15
698201,PNKD,,PNKD metallo-beta-lactamase domain containing,12
698189,GID8,,GID complex subunit 8 homolog,10
698169,SRA1,,steroid receptor RNA activator 1,6
698157,POC1A,,POC1 centriolar protein A,2
698126,ERLIN2,,ER lipid raft associated 2,8
698098,PDZD9,,PDZ domain containing 9,20
698094,MYNN,,myoneurin,2
698060,PSRC1,,proline and serine rich coiled-coil 1,1
698021,TST,,thiosulfate sulfurtransferase,10
698014,RAB9B,,RAB9B; member RAS oncogene family,X
698011,TSPAN7,,tetraspanin 7,X
698005,GFUS,,GDP-L-fucose synthase,8
698004,ST3GAL1,,ST3 beta-galactoside alpha-2;3-sialyltransferase 1,8
697984,GLRA3,,glycine receptor alpha 3,5
697976,TMEM14C,,transmembrane protein 14C,4
697957,ATP9B,,ATPase phospholipid transporting 9B (putative),18
697954,THOC1,,THO complex 1,18
697951,GRB7,,growth factor receptor bound protein 7,16
697929,GGA1,,golgi associated; gamma adaptin ear containing; ARF binding protein 1,10
697927,POLR3F,,RNA polymerase III subunit F,10
697922,CPLANE2,,ciliogenesis and planar polarity effector 2,1
697920,COQ8A,,coenzyme Q8A,1
697855,ZNF800,,zinc finger protein 800,3
697853,DLX5,,distal-less homeobox 5,3
697852,MRPS6,,mitochondrial ribosomal protein S6,3
697835,GADD45G,,growth arrest and DNA damage inducible gamma,15
697821,HEBP1,,heme binding protein 1,11
697795,PFDN1,,prefoldin subunit 1,6
697756,NRBF2,,nuclear receptor binding factor 2,9
697755,NRP1,,neuropilin 1,9
697747,AKT1,,AKT serine/threonine kinase 1,7
697741,RAB27A,,RAB27A; member RAS oncogene family,7
697725,FIP1L1,,factor interacting with PAPOLA and CPSF1,5
697724,KLF3,,Kruppel like factor 3,5
697722,GNMT,,glycine N-methyltransferase,4
697690,C14H11orf58,,chromosome 14 C11orf58 homolog,14
697635,PRDX4,,peroxiredoxin 4,X
697619,UNC5D,,unc-5 netrin receptor D,8
697618,PNMA1,,PNMA family member 1,7
697613,SENP8,,SUMO peptidase family member; NEDD8 specific,7
697603,RAB33B,,RAB33B; member RAS oncogene family,5
697598,HTR1E,,5-hydroxytryptamine receptor 1E,4
697590,PSMG3,,proteasome assembly chaperone 3,3
697588,CRYM,,crystallin mu,20
697581,SMAD2,,SMAD family member 2,18
697565,KCNA4,,potassium voltage-gated channel subfamily A member 4,14
697537,FBXO34,,F-box protein 34,7
697484,SNCB,,synuclein beta,6
697474,CDC40,,cell division cycle 40,4
697468,GCNT2,,glucosaminyl (N-acetyl) transferase 2,4
697449,LMAN1,,lectin; mannose binding 1,18
697439,GPR83,,G protein-coupled receptor 83,14
697432,COQ10B,,coenzyme Q10B,12
697427,DRAM1,,DNA damage regulated autophagy modulator 1,11
697420,SLC45A3,,solute carrier family 45 member 3,1
697383,RAB7B,,RAB7B; member RAS oncogene family,1
697339,SEC13,,SEC13 homolog; nuclear pore and COPII coat complex component,2
697312,CENPA,,centromere protein A,13
697306,MYF6,,myogenic factor 6,11
697263,NONO,,non-POU domain containing octamer binding,X
697257,HSPA14,,heat shock protein family A (Hsp70) member 14,9
697252,ATG14,,autophagy related 14,7
697245,NPR3,,natriuretic peptide receptor 3,6
697239,ANXA3,,annexin A3,5
697225,KCNH8,,potassium voltage-gated channel subfamily H member 8,2
697195,SLC35F6,,solute carrier family 35 member F6,13
697188,CDKN1B,,cyclin dependent kinase inhibitor 1B,11
697184,RAB29,,RAB29; member RAS oncogene family,1
697151,PCGF3,,polycomb group ring finger 3,5
697145,SRPX,,sushi repeat containing protein X-linked,X
697134,DUSP26,,dual specificity phosphatase 26,8
697129,KLHL25,,kelch like family member 25,7
697086,MRPL17,,mitochondrial ribosomal protein L17,14
697077,NR4A2,,nuclear receptor subfamily 4 group A member 2,12
697072,GPR19,,G protein-coupled receptor 19,11
696986,RIOX2,,ribosomal oxygenase 2,2
696969,APOA1,,apolipoprotein A1,14
696954,ATG101,,autophagy related 101,11
696950,SERPIND1,,serpin family D member 1,10
696948,BMP7,,bone morphogenetic protein 7,10
696945,TADA1,,transcriptional adaptor 1,1
696944,SLC41A1,,solute carrier family 41 member 1,1
696913,SNX11,,sorting nexin 11,16
696886,LVRN,,laeverin,6
696874,ATG5,,autophagy related 5,4
696869,PRR15,,proline rich 15,3
696860,PLCD1,,phospholipase C delta 1,2
696834,POGK,,pogo transposable element derived with KRAB domain,1
696797,NR4A1,,nuclear receptor subfamily 4 group A member 1,11
696779,PIP4P2,,phosphatidylinositol-4;5-bisphosphate 4-phosphatase 2,8
696762,CMBL,,carboxymethylenebutenolidase homolog,6
696759,KIT,,KIT proto-oncogene; receptor tyrosine kinase,5
696758,NAA11,,N-alpha-acetyltransferase 11; NatA catalytic subunit,5
696757,PRDM1,,PR/SET domain 1,4
696746,THUMPD1,,THUMP domain containing 1,20
696742,EOGT,,EGF domain specific O-linked N-acetylglucosamine transferase,2
696667,MANSC1,,MANSC domain containing 1,11
696653,ANKRD1,,ankyrin repeat domain 1,9
696633,PREP,,prolyl endopeptidase,4
696629,HIST1H2AC,,histone cluster 1; H2ac,4
696622,ACSM3,,acyl-CoA synthetase medium chain family member 3,20
696611,ST8SIA5,,ST8 alpha-N-acetyl-neuraminide alpha-2;8-sialyltransferase 5,18
696592,ANKRD44,,ankyrin repeat domain 44,12
696584,CRKL,,CRK like proto-oncogene; adaptor protein,10
696582,SRARP,,steroid receptor associated and regulated protein,1
696573,FOXJ3,,forkhead box J3,1
696542,CYBB,,cytochrome b-245 beta chain,X
696537,RPP30,,ribonuclease P/MRP subunit p30,9
696535,SNCG,,synuclein gamma,9
696509,NT5E,,5-nucleotidase ecto,4
696486,MSMP,,microseminoprotein; prostate associated,15
696474,CDCA7,,cell division cycle associated 7,12
696473,KCNJ3,,potassium inwardly rectifying channel subfamily J member 3,12
696469,BORCS5,,BLOC-1 related complex subunit 5,11
696467,MGME1,,mitochondrial genome maintenance exonuclease 1,10
696437,PGGT1B,,protein geranylgeranyltransferase type I subunit beta,6
696416,PELI1,,pellino E3 ubiquitin protein ligase 1,13
696410,CUL4B,,cullin 4B,X
696397,SDR16C5,,short chain dehydrogenase/reductase family 16C member 5,8
696396,FDFT1,,farnesyl-diphosphate farnesyltransferase 1,8
696385,PLCXD3,,phosphatidylinositol specific phospholipase C X domain containing 3,6
696378,RPF2,,ribosome production factor 2 homolog,4
696363,CLDN11,,claudin 11,2
696360,ARL6IP5,,ADP ribosylation factor like GTPase 6 interacting protein 5,2
696341,C13H2orf68,,chromosome 13 C2orf68 homolog,13
696339,IGFBP5,,insulin like growth factor binding protein 5,12
696238,ATG7,,autophagy related 7,2
696227,CDC42EP4,,CDC42 effector protein 4,16
696216,SERTAD2,,SERTA domain containing 2,13
696203,FAM78B,,family with sequence similarity 78 member B,1
696170,PRPF19,,pre-mRNA processing factor 19,14
696149,PLAG1,,PLAG1 zinc finger,8
696133,PSMB1,,proteasome 20S subunit beta 1,4
696122,TBC1D5,,TBC1 domain family member 5,2
696121,SLC7A14,,solute carrier family 7 member 14,2
696106,KCNC1,,potassium voltage-gated channel subfamily C member 1,14
696097,RPRM,,reprimo; TP53 dependent G2 arrest mediator homolog,12
696086,LRRC8C,,leucine rich repeat containing 8 VRAC subunit C,1
696072,ERI2,,ERI1 exoribonuclease family member 2,20
696058,MARCHF4,,membrane associated ring-CH-type finger 4,12
696050,TMEM255A,,transmembrane protein 255A,X
696035,DECR1,,2;4-dienoyl-CoA reductase 1,8
696021,ADAMTS6,,ADAM metallopeptidase with thrombospondin type 1 motif 6,6
696003,SETD4,,SET domain containing 4,3
696000,PDILT,,protein disulfide isomerase like; testis expressed,20
695998,TAMM41,,TAM41 mitochondrial translocator assembly and maintenance homolog,2
695982,SMCO4,,single-pass membrane protein with coiled-coil domains 4,14
695951,SEC11A,,SEC11 homolog A; signal peptidase complex subunit,7
695947,SGMS2,,sphingomyelin synthase 2,5
695916,SLC16A12,,solute carrier family 16 member 12,9
695912,NBN,,nibrin,8
695907,EMC4,,ER membrane protein complex subunit 4,7
695905,ZBED8,,zinc finger BED-type containing 8,6
695901,C6H5orf22,,chromosome 6 C5orf22 homolog,6
695898,GALNTL6,,polypeptide N-acetylgalactosaminyltransferase like 6,5
695890,DNAJC2,,DnaJ heat shock protein family (Hsp40) member C2,3
695885,PHAF1,,phagosome assembly factor 1,20
695865,FAM104A,,family with sequence similarity 104 member A,16
695846,CIT,,citron rho-interacting serine/threonine kinase,11
695843,LRP6,,LDL receptor related protein 6,11
695831,TCEAL7,,transcription elongation factor A like 7,X
695795,DNAJC12,,DnaJ heat shock protein family (Hsp40) member C12,9
695790,RPS20,,ribosomal protein S20,8
695783,C1QTNF2,,C1q and TNF related 2,6
695779,PDLIM3,,PDZ and LIM domain 3,5
695731,SLC7A4,,solute carrier family 7 member 4,10
695658,GUCA1B,,guanylate cyclase activator 1B,4
695637,PCDH17,,protocadherin 17,17
695601,ZNF592,,zinc finger protein 592,7
695561,THOC3,,THO complex 3,6
695553,CYB5R4,,cytochrome b5 reductase 4,4
695524,ZNF287,,zinc finger protein 287,16
695521,HINT2,,histidine triad nucleotide binding protein 2,15
695504,TMEM82,,transmembrane protein 82,1
695496,TCEAL8,,transcription elongation factor A like 8,X
695449,CYRIB,,CYFIP related Rac1 interactor B,8
695437,MBLAC2,,metallo-beta-lactamase domain containing 2,6
695426,EEF1E1,,eukaryotic translation elongation factor 1 epsilon 1,4
695399,TMEM177,,transmembrane protein 177,12
695390,SYT1,,synaptotagmin 1,11
695388,DNM1L,,dynamin 1 like,11
695387,SNRPB2,,small nuclear ribonucleoprotein polypeptide B2,10
695379,LAMP2,,lysosomal associated membrane protein 2,X
695345,PDCD4,,programmed cell death 4,9
695332,CPLX2,,complexin 2,6
695329,SHISAL2B,,shisa like 2B,6
695318,NAPEPLD,,N-acyl phosphatidylethanolamine phospholipase D,3
695317,UPP1,,uridine phosphorylase 1,3
695292,REXO2,,RNA exonuclease 2,14
695221,RGS7BP,,regulator of G protein signaling 7 binding protein,6
695219,CFAP97,,cilia and flagella associated protein 97,5
695215,CCND3,,cyclin D3,4
695109,PAQR5,,progestin and adipoQ receptor family member 5,7
695067,SPATA6L,,spermatogenesis associated 6 like,15
695064,ZBTB16,,zinc finger and BTB domain containing 16,14
694999,GLCE,,glucuronic acid epimerase,7
694992,MEF2C,,myocyte enhancer factor 2C,6
694985,MFAP3L,,microfibril associated protein 3 like,5
694976,BYSL,,bystin like,4
694957,MYL12B,,myosin light chain 12B,18
694926,RIMS3,,regulating synaptic membrane exocytosis 3,1
694899,TCP11L1,,t-complex 11 like 1,14
694885,PBLD,,phenazine biosynthesis like protein domain containing,9
694876,SNRPA1,,small nuclear ribonucleoprotein polypeptide A,7
694873,PSD2,,pleckstrin and Sec7 domain containing 2,6
694869,DKK2,,dickkopf WNT signaling pathway inhibitor 2,5
694868,PPAT,,phosphoribosyl pyrophosphate amidotransferase,5
694867,HNRNPD,,heterogeneous nuclear ribonucleoprotein D,5
694851,PDP2,,pyruvate dehyrogenase phosphatase catalytic subunit 2,20
694839,GPR180,,G protein-coupled receptor 180,17
694831,CDC37L1,,cell division cycle 37 like 1,15
694824,C12H2orf76,,chromosome 12 C2orf76 homolog,12
694818,CYBRD1,,cytochrome b reductase 1,12
694810,DNAJC5,,DnaJ heat shock protein family (Hsp40) member C5,10
694807,RXRG,,retinoid X receptor gamma,1
694786,GRB10,,growth factor receptor bound protein 10,3
694760,HNRNPH3,,heterogeneous nuclear ribonucleoprotein H3,9
694759,SLC25A32,,solute carrier family 25 member 32,8
694746,CXXC5,,CXXC finger protein 5,6
694721,TGDS,,TDP-glucose 4;6-dehydratase,17
694698,ZNF26,,zinc finger protein 26,11
694669,KCNK10,,potassium two pore domain channel subfamily K member 10,7
694625,FZD6,,frizzled class receptor 6,8
694622,GTF2E2,,general transcription factor IIE subunit 2,8
694618,BMP4,,bone morphogenetic protein 4,7
694578,RAB20,,RAB20; member RAS oncogene family,17
694572,SMAD9,,SMAD family member 9,17
694540,RER1,,retention in endoplasmic reticulum sorting receptor 1,1
694536,EXO5,,exonuclease 5,1
694532,CH25H,,cholesterol 25-hydroxylase,9
694511,VWC2L,,von Willebrand factor C domain containing 2 like,12
694510,MYO1B,,myosin IB,12
694502,SMAP2,,small ArfGAP2,1
694501,RNF113A,,ring finger protein 113A,X
694500,GPRASP2,,G protein-coupled receptor associated sorting protein 2,X
694488,MSC,,musculin,8
694462,FRS3,,fibroblast growth factor receptor substrate 3,4
694459,SSBP1,,single stranded DNA binding protein 1,3
694455,RBM11,,RNA binding motif protein 11,3
694445,RAB27B,,RAB27B; member RAS oncogene family,18
694410,NTNG1,,netrin G1,1
694406,PNMA3,,PNMA family member 3,X
694404,SCML2,,Scm polycomb group protein like 2,X
694356,ANP32A,,acidic nuclear phosphoprotein 32 family member A,7
694355,TMOD2,,tropomodulin 2,7
694328,CSRNP1,,cysteine and serine rich nuclear protein 1,2
694315,DAPK1,,death associated protein kinase 1,15
694312,CHORDC1,,cysteine and histidine rich domain containing 1,14
694299,CAVIN2,,caveolae associated protein 2,12
694292,NDUFAF5,,NADH:ubiquinone oxidoreductase complex assembly factor 5,10
694284,PRMT6,,protein arginine methyltransferase 6,1
694281,ZFP69B,,ZFP69 zinc finger protein B,1
694275,USP6NL,,USP6 N-terminal like,9
694254,KIAA1549L,,KIAA1549 like,14
694239,CDC123,,cell division cycle 123,9
694224,CCNH,,cyclin H,6
694220,GSTCD,,glutathione S-transferase C-terminal domain containing,5
694202,METTL6,,methyltransferase like 6,2
694200,NCEH1,,neutral cholesterol ester hydrolase 1,2
694191,SYT4,,synaptotagmin 4,18
694168,RND3,,Rho family GTPase 3,12
694132,TMEM106B,,transmembrane protein 106B,3
694116,LIMS1,,LIM zinc finger domain containing 1,13
694108,PPEF1,,protein phosphatase with EF-hand domain 1,X
694089,SCG3,,secretogranin III,7
694088,SCG5,,secretogranin V,7
694074,MDFI,,MyoD family inhibitor,4
694072,SCGN,,secretagogin; EF-hand calcium binding protein,4
694066,PPP1R17,,protein phosphatase 1 regulatory subunit 17,3
694061,CNEP1R1,,CTD nuclear envelope phosphatase 1 regulatory subunit 1,20
694050,RIT2,,Ras like without CAAX 2,18
694037,DNAJC27,,DnaJ heat shock protein family (Hsp40) member C27,13
694030,TSPAN11,,tetraspanin 11,11
694028,TASP1,,taspase 1,10
693976,ARHGEF6,,Rac/Cdc42 guanine nucleotide exchange factor 6,X
693956,ASB7,,ankyrin repeat and SOCS box containing 7,7
693955,FEM1B,,fem-1 homolog B,7
693949,CBR4,,carbonyl reductase 4,5
693944,TPBG,,trophoblast glycoprotein,4
693943,FOXP4,,forkhead box P4,4
693922,IQSEC1,,IQ motif and Sec7 domain ArfGEF 1,2
693915,SERTM1,,serine rich and transmembrane domain containing 1,17
693905,TMEM138,,transmembrane protein 138,14
693902,EHBP1,,EH domain binding protein 1,13
693894,METTL7A,,methyltransferase like 7A,11
693851,NKRF,,NFKB repressing factor,X
693840,ATP6V1C1,,ATPase H+ transporting V1 subunit C1,8
693833,LINS1,,lines homolog 1,7
693821,THAP9,,THAP domain containing 9,5
693807,TMC7,,transmembrane channel like 7,20
693806,CCR8,,C-C motif chemokine receptor 8,2
693805,CHDH,,choline dehydrogenase,2
693788,XRRA1,,X-ray radiation resistance associated 1,14
693773,GDAP1L1,,ganglioside induced differentiation associated protein 1 like 1,10
693731,LDHC,,lactate dehydrogenase C,14
693727,LYPD6B,,LY6/PLAUR domain containing 6B,12
693718,PNMA5,,PNMA family member 5,X
693703,PTP4A3,,protein tyrosine phosphatase 4A3,8
693698,STYX,,serine/threonine/tyrosine interacting protein,7
693690,JADE1,,jade family PHD finger 1,5
693685,ZCCHC4,,zinc finger CCHC-type containing 4,5
693681,MRPS33,,mitochondrial ribosomal protein S33,3
693679,TMEM60,,transmembrane protein 60,3
693675,KCNJ6,,potassium inwardly rectifying channel subfamily J member 6,3
693649,LYPD6,,LY6/PLAUR domain containing 6,12
693640,FITM2,,fat storage inducing transmembrane protein 2,10
693589,HTATSF1,,HIV-1 Tat specific factor 1,X
693588,PAGE1,,PAGE family member 1,X
693551,SCIN,,scinderin,3
693541,NLGN1,,neuroligin 1,2
693527,PMP22,,peripheral myelin protein 22,16
693504,HOOK1,,hook microtubule tethering protein 1,1
693445,PIAS1,,protein inhibitor of activated STAT 1,7
693441,NDUFAF2,,NADH:ubiquinone oxidoreductase complex assembly factor 2,6
693437,NOA1,,nitric oxide associated 1,5
693435,COPS4,,COP9 signalosome subunit 4,5
693431,NDUFB2,,NADH:ubiquinone oxidoreductase subunit B2,3
693402,CD59,,CD59 molecule (CD59 blood group),14
693401,SDHAF2,,succinate dehydrogenase complex assembly factor 2,14
693395,PTRHD1,,peptidyl-tRNA hydrolase domain containing 1,13
693385,EDN3,,endothelin 3,10
693383,RGS4,,regulator of G protein signaling 4,1
693380,AKR1A1,,aldo-keto reductase family 1 member A1,1
693338,OSBPL8,,oxysterol binding protein like 8,11
693329,RAI2,,retinoic acid induced 2,X
693320,MED6,,mediator complex subunit 6,7
693315,EDIL3,,EGF like repeats and discoidin domains 3,6
693314,EGFLAM,,EGF like; fibronectin type III and laminin G domains,6
693269,MB,,myoglobin,10
692081,DROSHA,,drosha ribonuclease III,6
692069,RHBG,,Rh family B glycoprotein,1
653013,TACR3,,tachykinin receptor 3,5
574372,CXCL11,,C-X-C motif chemokine ligand 11,5
574365,CNTN1,,contactin 1,11
574347,TAF7,,TATA-box binding protein associated factor 7,6
574260,ATP5F1E,,ATP synthase F1 subunit epsilon,10
718046,TAS2R13,,taste 2 receptor member 13,11
714613,DHRS4,,dehydrogenase/reductase (SDR family) member 4,7
705958,TAS2R39,,taste 2 receptor member 39,3
574385,CTNNA1,,catenin alpha 1,6
574279,XRCC5,,X-ray repair cross complementing 5,12
574269,GTF2I,,general transcription factor IIi,3
574268,GOSR1,,golgi SNAP receptor complex member 1,16
100427910,ARMS2,,age-related maculopathy susceptibility 2,9
714377,TIRAP,,TIR domain containing adaptor protein,14
693581,AZIN1,,antizyme inhibitor 1,8
709787,SEC61A1,,SEC61 translocon subunit alpha 1,2
708843,RAB18,,RAB18; member RAS oncogene family,9
706978,CBX3,,chromobox 3,3
701788,ZFP91,,ZFP91 zinc finger protein; atypical E3 ubiquitin ligase,14
701613,AOX2,,aldehyde oxidase 2,12
693789,NCAM1,,neural cell adhesion molecule 1,14
677711,SMC1A,,structural maintenance of chromosomes 1A,X
677707,TVP23B,,trans-golgi network vesicle protein 23 homolog B,16
677695,RP1,,RP1 axonemal microtubule associated,8
677689,JAK1,,Janus kinase 1,1
677688,PDE6A,,phosphodiesterase 6A,6
677666,SEPTIN7,,septin 7,3
641448,SNW1,,SNW domain containing 1,7
100425327,RNASE3,,ribonuclease; RNase A family; 3,7
100425047,DRD3,,dopamine receptor D3,2
704471,EDDM3B,,epididymal protein 3B,7
574305,KISS1R,,KISS1 receptor,19
100429419,BAAT,,bile acid-CoA:amino acid N-acyltransferase,15
100423634,SKP1,,S-phase kinase associated protein 1,6
718171,RAP1B,,RAP1B; member of RAS oncogene family,11
714335,MPHOSPH6,,M-phase phosphoprotein 6,20
711578,ZCCHC9,,zinc finger CCHC-type containing 9,6
711360,AKR1C2,,aldo-keto reductase family 1; member C2,9
710196,CMPK1,,cytidine/uridine monophosphate kinase 1,1
709423,ZCCHC10,,zinc finger CCHC-type containing 10,6
709326,H2AFZ,,H2A histone family; member Z,5
709232,GSTA1,,glutathione S-transferase alpha 1,4
707570,PAFAH1B3,,platelet activating factor acetylhydrolase 1b catalytic subunit 3,19
707133,RPS28,,ribosomal protein S28,19
705320,CTSC,,cathepsin C,14
704449,CAV1,,caveolin 1,3
703644,SUMO1,,small ubiquitin like modifier 1,12
700588,TNFSF9,,TNF superfamily member 9,19
700443,ATP1B1,,ATPase Na+/K+ transporting subunit beta 1,1
699511,MIA2,,MIA SH3 domain ER export factor 2,7
698997,GLRX,,glutaredoxin,6
698480,ATP5PO,,ATP synthase peripheral stalk subunit OSCP,3
696052,ARF1,,ADP ribosylation factor 1,1
694451,TNFSF10,,TNF superfamily member 10,2
693376,CETN2,,centrin 2,X
100430399,SMIM23,,small integral membrane protein 23,6
100430225,RRAGA,,Ras related GTP binding A,15
100429887,GCNT7,,glucosaminyl (N-acetyl) transferase family member 7,10
100429626,TMEM210,,transmembrane protein 210,15
100429328,UMAD1,,UBAP1-MVB12-associated (UMA) domain containing 1,3
100428384,FABP12,,fatty acid binding protein 12,8
100427780,ARMCX5,,armadillo repeat containing X-linked 5,X
100427665,TMEM87A,,transmembrane protein 87A,7
100426686,VPS16,,VPS16 core subunit of CORVET and HOPS complexes,10
100426673,ZNF24,,zinc finger protein 24,18
100426322,C14H11orf94,,chromosome 14 C11orf94 homolog,14
100426315,IQCF3,,IQ motif containing F3,2
100424572,LCE6A,,late cornified envelope 6A,1
100424313,TMEM50A,,transmembrane protein 50A,1
100423908,SPINT3,,serine peptidase inhibitor; Kunitz type 3,10
100423488,C13H2orf15,,chromosome 13 C2orf15 homolog,13
100423141,C2H2orf66,,chromosome 2 C2orf66 homolog,12
100379154,PATE3,,prostate and testis expressed 3,14
100329159,SPINK13,,serine peptidase inhibitor Kazal type 13,6
780935,MX2,,MX dynamin like GTPase 2,3
722884,GBE1,,1;4-alpha-glucan branching enzyme 1,2
722746,AGTRAP,,angiotensin II receptor associated protein,1
722348,FEN1,,flap structure-specific endonuclease 1,14
722250,CLEC4E,,C-type lectin domain family 4 member E,11
722211,SPSB1,,splA/ryanodine receptor domain and SOCS box containing 1,1
722122,EMG1,,EMG1 N1-specific pseudouridine methyltransferase,11
721993,LARP4B,,La ribonucleoprotein 4B,9
721831,PLSCR3,,phospholipid scramblase 3,16
721828,PARP11,,poly(ADP-ribose) polymerase family member 11,11
721696,LCN15,,lipocalin 15,15
720666,ADM2,,adrenomedullin 2,10
720567,PRPF31,,pre-mRNA processing factor 31,19
720232,FKBP8,,FKBP prolyl isomerase 8,19
720200,PGPEP1,,pyroglutamyl-peptidase I,19
720097,SH2D1B,,SH2 domain containing 1B,1
720087,SPATA46,,spermatogenesis associated 46,1
719973,ZNF175,,zinc finger protein 175,19
719958,OR6N1,,olfactory receptor; family 6; subfamily N; member 1,1
719946,APOA2,,apolipoprotein A2,1
719929,PPP2R1A,,protein phosphatase 2 scaffold subunit Aalpha,19
719925,ZP3,,zona pellucida glycoprotein 3,3
719844,LPAR2,,lysophosphatidic acid receptor 2,19
719776,KLK6,,kallikrein related peptidase 6,19
719704,NHLH1,,nescient helix-loop-helix 1,1
719639,LIM2,,lens intrinsic membrane protein 2,19
719458,PAK5,,p21 (RAC1) activated kinase 5,10
719446,SMG5,,SMG5 nonsense mediated mRNA decay factor,1
719414,LMNA,,lamin A/C,1
719401,ACP4,,acid phosphatase 4,19
719400,RAB3A,,RAB3A; member RAS oncogene family,19
719340,CHMP2B,,charged multivesicular body protein 2B,2
719298,FAM18B1,,Golgi apparatus membrane protein TVP23 homolog B,19
719280,ZNF829,,zinc finger protein 829,19
719200,NPBWR2,,neuropeptides B and W receptor 2,10
719159,KCTD20,,potassium channel tetramerization domain containing 20,4
719080,CNPY4,,canopy FGF signaling regulator 4,3
719005,CLPS,,colipase,4
718964,FTL,,ferritin light chain,19
718909,RPS27A,,ribosomal protein S27a,7
718850,SLFN14,,schlafen family member 14,16
718772,MTA2,,metastasis associated 1 family member 2,14
718758,PTH2,,parathyroid hormone 2,19
718755,PAAF1,,proteasomal ATPase associated factor 1,14
718735,TMEM45B,,transmembrane protein 45B,14
718732,TAF11,,TATA-box binding protein associated factor 11,4
718692,C13H2orf73,,chromosome 13 C2orf73 homolog,13
718661,LGR5,,leucine rich repeat containing G protein-coupled receptor 5,11
718599,METTL25B,,methyltransferase like 25B,1
718586,CIB3,,calcium and integrin binding family member 3,19
718569,C1H1orf189,,chromosome 1 C1orf189 homolog,1
718503,STARD10,,StAR related lipid transfer domain containing 10,14
718435,STX5,,syntaxin 5,14
718405,FOLR2,,folate receptor beta,14
718388,FOLR1,,folate receptor alpha,14
718341,POLR1D,,RNA polymerase I and III subunit D,17
718317,PLAAT5,,phospholipase A and acyltransferase 5,14
718296,BGLAP,,bone gamma-carboxyglutamate protein,1
718234,IZUMO1,,izumo sperm-egg fusion 1,19
718229,TRMT6,,tRNA methyltransferase 6,10
718177,SPACA4,,sperm acrosome associated 4,19
718154,ART1,,ADP-ribosyltransferase 1,14
718131,RAB25,,RAB25; member RAS oncogene family,1
