GeneID,Symbol,link,description,chromosome
101926126,RPL15,,ribosomal protein L15,2
101926118,ZDHHC16,,zinc finger DHHC-type palmitoyltransferase 16,9
101926112,EFHC1,,EF-hand domain containing 1,4
101926108,TANGO6,,transport and golgi organization 6 homolog,20
101926106,SEPTIN10,,septin 10,13
101926102,MTMR12,,myotubularin related protein 12,6
101926100,PTGDS,,prostaglandin D2 synthase,15
101926088,RAD9A,,RAD9 checkpoint clamp component A,14
101926076,EIF3E,,eukaryotic translation initiation factor 3 subunit E,8
101926064,SEPTIN9,,septin 9,16
101926059,CDRT4,,CMT1A duplicated region transcript 4,16
101926054,DNAH14,,dynein axonemal heavy chain 14,1
101926045,STYXL1,,serine/threonine/tyrosine interacting like 1,3
101926045,STYXL1,,serine/threonine/tyrosine interacting like 1,6
101926042,NDUFAF4,,NADH:ubiquinone oxidoreductase complex assembly factor 4,4
101926039,QRSL1,,glutaminyl-tRNA amidotransferase subunit QRSL1,4
101926038,FNBP1L,,formin binding protein 1 like,1
101926031,SCFD2,,sec1 family domain containing 2,5
101926020,TCF12,,transcription factor 12,7
101926012,HSPA1L,,Heat shock 70 kDa protein 1-like,4
101926001,FNDC8,,fibronectin type III domain containing 8,16
101926000,ACTRT2,,actin related protein T2,1
101925996,NDEL1,,nudE neurodevelopment protein 1 like 1,16
101925995,AQP7,,aquaporin 7,15
101925994,GARRE1,,granule associated Rac and RHOG effector 1,19
101925992,PFKFB4,,6-phosphofructo-2-kinase/fructose-2;6-biphosphatase 4,2
101925985,PRR30,,proline rich 30,13
101925980,IQCD,,IQ motif containing D,11
101925973,RNF6,,ring finger protein 6,17
101925970,MUTYH,,mutY DNA glycosylase,1
101925962,FAM135B,,family with sequence similarity 135 member B,8
101925953,XKR5,,XK related 5,8
101925952,CENPL,,centromere protein L,1
101925942,CCNB2,,cyclin B2,7
101925940,TUBB3,,tubulin beta 3 class III,20
101925936,PDGFD,,platelet derived growth factor D,14
101925935,RRP7A,,ribosomal RNA processing 7 homolog A,10
101925921,PGM1,,phosphoglucomutase 1,1
101925911,TBPL1,,TATA-box binding protein like 1,4
101925909,MRC1,,mannose receptor C-type 1,9
101925906,TEX101,,testis expressed 101,19
101925904,AIDA,,axin interactor; dorsalization associated,1
101925902,NGLY1,,N-glycanase 1,2
101925899,PKD2L2,,polycystin 2 like 2; transient receptor potential cation channel,6
101925889,STK3,,serine/threonine kinase 3,8
101925884,CCDC112,,coiled-coil domain containing 112,6
101925879,APLP2,,amyloid beta precursor like protein 2,14
101925872,IPO11,,importin 11,6
101925871,LRP2BP,,LRP2 binding protein,5
101925866,TKTL2,,transketolase like 2,5
101925863,RPAIN,,RPA interacting protein,16
101925862,SLC25A46,,solute carrier family 25 member 46,6
101925861,NUP50,,nucleoporin 50,10
101925855,SELENOH,,selenoprotein H,14
101925849,SPAG6,,sperm associated antigen 6,9
101925840,MTRF1,,mitochondrial translation release factor 1,17
101925837,SRRM5,,serine/arginine repetitive matrix 5,19
101925836,CRLS1,,cardiolipin synthase 1,10
101925832,RPN1,,ribophorin I,11
101925811,SUPT4H1,,SPT4 homolog; DSIF elongation factor subunit,16
101925802,ACTG1,,actin gamma 1,16
101925797,MED10,,mediator complex subunit 10,6
101925784,IDH2,,isocitrate dehydrogenase (NADP(+)) 2,7
101925782,RALB,,RAS like proto-oncogene B,12
101925781,F12,,coagulation factor XII,6
101925776,NARS1,,asparaginyl-tRNA synthetase 1,18
101925768,ITCH,,itchy E3 ubiquitin protein ligase,10
101925767,FEM1B,,fem-1 homolog B,7
101925761,MCM6,,minichromosome maintenance complex component 6,12
101925759,FKBP4,,FKBP prolyl isomerase 4,11
101925754,MTRR,,5-methyltetrahydrofolate-homocysteine methyltransferase reductase,6
101925748,SMC4,,structural maintenance of chromosomes 4,2
101925746,TNFRSF21,,TNF receptor superfamily member 21,4
101925744,RHOBTB1,,Rho related BTB domain containing 1,9
101925738,ADCY10,,adenylate cyclase 10,1
101925736,CLK3,,CDC like kinase 3,7
101925735,PAPOLA,,poly(A) polymerase alpha,7
101925732,MAPK6,,mitogen-activated protein kinase 6,7
101925722,TMEM202,,transmembrane protein 202,7
101925702,BEST1,,bestrophin 1,14
101925694,SLU7,,SLU7 homolog; splicing factor,6
101925685,DDX1,,DEAD-box helicase 1,13
101925672,PAQR3,,progestin and adipoQ receptor family member 3,5
101925665,TSBP1,,testis expressed basic protein 1,4
101925663,SDCCAG8,,SHH signaling and ciliogenesis regulator SDCCAG8,1
101925655,CHORDC1,,cysteine and histidine rich domain containing 1,14
101925645,RSRP1,,arginine and serine rich protein 1,1
101925631,PEF1,,penta-EF-hand domain containing 1,1
101925628,TAX1BP1,,Tax1 binding protein 1,3
101925622,MAP3K12,,mitogen-activated protein kinase kinase kinase 12,11
101925611,DCK,,deoxycytidine kinase,5
101925607,PIP5K1A,,phosphatidylinositol-4-phosphate 5-kinase type 1 alpha,1
101925603,LZTFL1,,leucine zipper transcription factor like 1,2
101925602,LIN9,,lin-9 DREAM MuvB core complex component,1
101925598,BPGM,,bisphosphoglycerate mutase,3
101925591,KNOP1,,lysine rich nucleolar protein 1,20
101925578,KLHL10,,kelch like family member 10,16
101925577,ME2,,malic enzyme 2,18
101925560,PHC3,,polyhomeotic homolog 3,2
101925558,ABCA9,,ATP binding cassette subfamily A member 9,16
101925551,CEP70,,centrosomal protein 70,2
101925531,NDC80,,NDC80 kinetochore complex component,18
101925528,HSBP1,,heat shock factor binding protein 1,20
101925526,GABRR3,,gamma-aminobutyric acid type A receptor subunit rho3,2
101925513,CYLC1,,cylicin 1,X
101925505,RANGRF,,RAN guanine nucleotide release factor,16
101925500,UFSP2,,UFM1 specific peptidase 2,5
101925498,NMD3,,NMD3 ribosome export adaptor,2
101925481,APH1B,,aph-1 homolog B; gamma-secretase subunit,7
101925477,SYCE1,,synaptonemal complex central element protein 1,9
101925472,MINPP1,,multiple inositol-polyphosphate phosphatase 1,9
101925469,SHCBP1L,,SHC binding and spindle associated 1 like,1
101925467,BBOF1,,basal body orientation factor 1,7
101925465,HNRNPLL,,heterogeneous nuclear ribonucleoprotein L like,13
101925463,MCM7,,minichromosome maintenance complex component 7,3
101925456,KIF22,,kinesin family member 22,20
101925452,TUBA3E,,tubulin alpha 3e,12
101925446,SCMH1,,Scm polycomb group protein homolog 1,1
101925439,AFF2,,AF4/FMR2 family member 2,X
101925438,TPD52L2,,TPD52 like 2,10
101925435,TM9SF2,,transmembrane 9 superfamily member 2,17
101925430,POLI,,DNA polymerase iota,18
101925429,RIOK1,,RIO kinase 1,4
101925428,ADAT1,,adenosine deaminase tRNA specific 1,20
101925426,TTLL4,,tubulin tyrosine ligase like 4,12
101925422,PYROXD1,,pyridine nucleotide-disulphide oxidoreductase domain 1,11
101925419,ROGDI,,rogdi atypical leucine zipper,20
101925410,UHRF2,,ubiquitin like with PHD and ring finger domains 2,15
101925406,RPGRIP1,,RPGR interacting protein 1,7
101925402,ATP11B,,ATPase phospholipid transporting 11B (putative),2
101925390,NT5C1B,,5-nucleotidase; cytosolic IB,13
101925389,MED1,,mediator complex subunit 1,16
101925383,PPM1D,,protein phosphatase; Mg2+/Mn2+ dependent 1D,16
101925380,MEIOC,,meiosis specific with coiled-coil domain,16
101925375,STAG3,,stromal antigen 3,3
101925370,DENND10,,DENN domain containing 10,9
101925368,WNK1,,WNK lysine deficient protein kinase 1,11
101925366,UBE3C,,ubiquitin protein ligase E3C,3
101925364,DNALI1,,dynein axonemal light intermediate chain 1,1
101925356,ZNF165,,zinc finger protein 165,4
101925355,C19H19orf71,,chromosome 19 open reading frame; human C19orf71,19
101925347,ALKBH5,,alkB homolog 5; RNA demethylase,16
101925344,ARL6IP5,,ADP ribosylation factor like GTPase 6 interacting protein 5,2
101925342,PCNX4,,pecanex 4,7
101925328,MROH7,,maestro heat like repeat family member 7,1
101925325,BSCL2,,BSCL2 lipid droplet biogenesis associated; seipin,14
101925324,FAM81B,,family with sequence similarity 81 member B,6
101925322,BFSP1,,beaded filament structural protein 1,10
101925320,PLTP,,phospholipid transfer protein,10
101925318,HIP1,,huntingtin interacting protein 1,3
101925311,CROT,,carnitine O-octanoyltransferase,3
101925306,PELO,,pelota mRNA surveillance and ribosome rescue factor,6
101925302,TEX261,,testis expressed 261,13
101925297,MAK,,male germ cell associated kinase,4
101925294,IFRD1,,interferon related developmental regulator 1,3
101925282,SERINC5,,serine incorporator 5,6
101925279,HUWE1,,HECT; UBA and WWE domain containing E3 ubiquitin protein ligase 1,X
101925277,ZNF585A,,zinc finger protein 585A,19
101925272,XPNPEP1,,X-prolyl aminopeptidase 1,9
101925271,ITGA6,,integrin subunit alpha 6,12
101925264,DDX43,,DEAD-box helicase 43,4
101925258,CWC25,,CWC25 spliceosome associated protein homolog,16
101925257,ATP6V1B2,,ATPase H+ transporting V1 subunit B2,8
101925255,USP6NL,,USP6 N-terminal like,9
101925248,PRKAR2A,,protein kinase cAMP-dependent type II regulatory subunit alpha,2
101925247,PPA2,,inorganic pyrophosphatase 2,5
101925241,CRISP2,,cysteine rich secretory protein 2,4
101925236,ABLIM1,,actin binding LIM protein 1,9
101925222,CTTN,,cortactin,14
101925219,ATF7IP,,activating transcription factor 7 interacting protein,11
101925216,MORN3,,MORN repeat containing 3,11
101925214,EAF1,,ELL associated factor 1,2
101925202,CDC20,,cell division cycle 20,1
101925198,AKR1E2,,aldo-keto reductase family 1 member E2,9
101925197,CATSPERB,,cation channel sperm associated auxiliary subunit beta,7
101925193,ATP6AP2,,ATPase H+ transporting accessory protein 2,X
101925190,SPAG5,,sperm associated antigen 5,16
101925188,KCNU1,,potassium calcium-activated channel subfamily U member 1,8
101925187,HCLS1,,hematopoietic cell-specific Lyn substrate 1,2
101925183,FSCN3,,fascin actin-bundling protein 3,3
101925178,ARNT2,,aryl hydrocarbon receptor nuclear translocator 2,7
101925174,MIER3,,MIER family member 3,6
101925171,WDR54,,WD repeat domain 54,13
101925169,NDUFA4,,NDUFA4 mitochondrial complex associated,3
101925164,SAV1,,salvador family WW domain containing protein 1,7
101925161,CAMKV,,CaM kinase like vesicle associated,2
101925158,CYLC2,,cylicin 2,15
101925147,USP16,,ubiquitin specific peptidase 16,3
101925142,POLK,,DNA polymerase kappa,6
101925137,SPATA6,,spermatogenesis associated 6,1
101925128,GART,,phosphoribosylglycinamide formyltransferase; phosphoribosylglycinamide synthetase; phosphoribosylaminoimidazole synthetase,3
101925118,FAM118B,,family with sequence similarity 118 member B,14
101925111,CAPZA2,,capping actin protein of muscle Z-line subunit alpha 2,3
101925104,DDX25,,DEAD-box helicase 25,14
101925089,ZUP1,,zinc finger containing ubiquitin peptidase 1,4
101925087,YTHDF2,,YTH N6-methyladenosine RNA binding protein 2,1
101925084,MOV10L1,,Mov10 like RISC complex RNA helicase 1,10
101925076,ANXA7,,annexin A7,9
101925074,HJURP,,Holliday junction recognition protein,12
101925070,SLFNL1,,schlafen like 1,1
101925068,BAIAP2,,BAR/IMD domain containing adaptor protein 2,16
101925066,AGBL3,,AGBL carboxypeptidase 3,3
101925057,PPP1CC,,protein phosphatase 1 catalytic subunit gamma,11
101925054,TSACC,,TSSK6 activating cochaperone,1
101925049,MRPS31,,mitochondrial ribosomal protein S31,17
101867519,C6H5orf34,,chromosome 6 open reading frame; human C5orf34,6
101867517,DIAPH3,,diaphanous related formin 3,17
101867506,MYBL1,,MYB proto-oncogene like 1,8
101867496,DKK3,,dickkopf WNT signaling pathway inhibitor 3,14
101867493,ALCAM,,activated leukocyte cell adhesion molecule,2
101867491,SPATA24,,spermatogenesis associated 24,6
101867490,ZFAND4,,zinc finger AN1-type containing 4,9
101867487,MSH2,,mutS homolog 2,13
101867480,PAX3,,paired box 3,12
101867476,CHRNE,,cholinergic receptor nicotinic epsilon subunit,16
101867475,NF1,,neurofibromin 1,16
101867470,KIF23,,kinesin family member 23,7
101867459,ADAM30,,ADAM metallopeptidase domain 30,1
101867456,EIF4A3,,eukaryotic translation initiation factor 4A3,16
101867450,TSSK2,,testis specific serine kinase 2,10
101867449,EPM2A,,EPM2A glucan phosphatase; laforin,4
101867446,DDX28,,DEAD-box helicase 28,20
101867434,ABHD12,,abhydrolase domain containing 12; lysophospholipase,10
101867431,PPIP5K1,,diphosphoinositol pentakisphosphate kinase 1,7
101867419,EFCAB6,,EF-hand calcium binding domain 6,10
101867404,CHST4,,carbohydrate sulfotransferase 4,20
101867402,ANKRD44,,ankyrin repeat domain 44,12
101867401,PIGM,,phosphatidylinositol glycan anchor biosynthesis class M,1
101867400,STXBP4,,syntaxin binding protein 4,16
101867395,SPECC1,,sperm antigen with calponin homology and coiled-coil domains 1,16
101867391,MELK,,maternal embryonic leucine zipper kinase,15
101867386,TCP10L,,t-complex 10 like,3
101867380,IL36B,,interleukin 36 beta,13
101867377,MRPL34,,mitochondrial ribosomal protein L34,19
101867373,KLHL7,,kelch like family member 7,3
101867367,INTS9,,integrator complex subunit 9,8
101867366,TCHP,,trichoplein keratin filament binding,11
101867365,SH3D21,,SH3 domain containing 21,1
101867362,TNFAIP3,,TNF alpha induced protein 3,4
101867354,CT83,,kita-kyushu lung cancer antigen 1 homolog,X
101867345,DLGAP4,,DLG associated protein 4,10
101867335,BBLN,,bublin coiled coil protein,15
101867333,COIL,,coilin,16
101867326,FRK,,fyn related Src family tyrosine kinase,4
101867319,NUP62CL,,nucleoporin 62 C-terminal like,X
101867314,SUCLA2,,succinate-CoA ligase ADP-forming subunit beta,17
101867309,UBE2G1,,ubiquitin conjugating enzyme E2 G1,16
101867307,MYO1H,,myosin IH,11
101867304,SPAG17,,sperm associated antigen 17,1
101867289,TEKT4,,tektin 4,15
101867285,PCSK5,,proprotein convertase subtilisin/kexin type 5,15
101867280,DZIP1,,DAZ interacting zinc finger protein 1,17
101867278,GPA33,,glycoprotein A33,1
101867276,MDH2,,malate dehydrogenase 2,3
101867268,ZNF239,,zinc finger protein 239,9
101867255,NCEH1,,neutral cholesterol ester hydrolase 1,2
101867253,AGBL5,,AGBL carboxypeptidase 5,13
101867252,INO80E,,INO80 complex subunit E,20
101867251,NCAPH,,non-SMC condensin I complex subunit H,13
101867245,FXYD6,,FXYD domain containing ion transport regulator 6,14
101867243,ZNF287,,zinc finger protein 287,16
101867234,VAV1,,vav guanine nucleotide exchange factor 1,19
101867233,CYLD,,CYLD lysine 63 deubiquitinase,20
101867227,LAMP1,,lysosomal associated membrane protein 1,17
101867222,BCAR3,,BCAR3 adaptor protein; NSP family member,1
101867220,COMP,,cartilage oligomeric matrix protein,19
101867213,ARMH2,,armadillo like helical domain containing 2,4
101867209,FOXN3,,forkhead box N3,7
101867208,HOOK1,,hook microtubule tethering protein 1,1
101867207,DNPEP,,aspartyl aminopeptidase,12
101867203,NKAPL,,NFKB activating protein like,4
101867196,SLC26A8,,solute carrier family 26 member 8,4
101867191,SNRPD1,,small nuclear ribonucleoprotein D1 polypeptide,18
101867190,CCNK,,cyclin K,7
101867170,GTF2H1,,general transcription factor IIH subunit 1,14
101867169,TDRD15,,tudor domain containing 15,13
101867165,ATP2A1,,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 1,20
101867160,AK8,,adenylate kinase 8,15
101867159,MAPK1IP1L,,mitogen-activated protein kinase 1 interacting protein 1 like,7
101867157,DEPDC1,,DEP domain containing 1,1
101867151,CEP95,,centrosomal protein 95,16
101867143,NUDCD1,,NudC domain containing 1,8
101867140,NDUFS5,,NADH:ubiquinone oxidoreductase subunit S5,1
101867126,UBA5,,ubiquitin like modifier activating enzyme 5,2
101867107,ATL3,,atlastin GTPase 3,14
101867101,DNAAF1,,dynein axonemal assembly factor 1,20
101867098,MAN1B1,,mannosidase alpha class 1B member 1,15
101867094,ANKRD53,,ankyrin repeat domain 53,13
101867093,ACTL7A,,actin like 7A,15
101867092,MIF,,macrophage migration inhibitory factor,Un
101867086,HMGB4,,high mobility group box 4,1
101867080,ISYNA1,,inositol-3-phosphate synthase 1,19
101867076,GTPBP4,,GTP binding protein 4,9
101867067,SREK1,,splicing regulatory glutamic acid and lysine rich protein 1,6
101867065,UFL1,,UFM1 specific ligase 1,4
101867061,ODF2L,,outer dense fiber of sperm tails 2 like,1
101867060,CENPQ,,centromere protein Q,4
101867058,EHD2,,EH domain containing 2,19
101867048,PALS2,,protein associated with LIN7 2; MAGUK family member,3
101867046,DDX4,,DEAD-box helicase 4,6
101867041,FAM98A,,family with sequence similarity 98 member A,13
101867034,SGMS2,,sphingomyelin synthase 2,5
101867030,ZNF274,,zinc finger protein 274,19
101867010,CUL1,,cullin 1,3
101867006,RPL18,,ribosomal protein L18,19
101867001,NUDT12,,nudix hydrolase 12,6
101866990,TCP1,,t-complex 1,4
101866978,KLHL28,,kelch like family member 28,7
101866944,CMTM2,,CKLF like MARVEL transmembrane domain containing 2,20
101866936,MAML1,,mastermind like transcriptional coactivator 1,6
101866933,PPIL1,,peptidylprolyl isomerase like 1,4
101866929,CFI,,complement factor I,5
101866926,CD34,,CD34 molecule,1
101866924,UBR7,,ubiquitin protein ligase E3 component n-recognin 7,7
101866923,STRN,,striatin,13
101866920,LRRC40,,leucine rich repeat containing 40,1
101866906,PXDNL,,peroxidasin like,8
101866902,AGFG1,,ArfGAP with FG repeats 1,12
101866900,ARFGEF1,,ADP ribosylation factor guanine nucleotide exchange factor 1,8
101866898,TBC1D5,,TBC1 domain family member 5,2
101866887,ZNF451,,zinc finger protein 451,4
101866883,PGM3,,phosphoglucomutase 3,4
101866881,CDC42BPA,,CDC42 binding protein kinase alpha,1
101866876,RAB1B,,RAB1B; member RAS oncogene family,14
101866874,SARS2,,seryl-tRNA synthetase 2; mitochondrial,19
101866870,ANAPC5,,anaphase promoting complex subunit 5,11
101866864,CLTCL1,,clathrin heavy chain like 1,10
101866854,RAI14,,retinoic acid induced 14,6
101866850,EID3,,EP300 interacting inhibitor of differentiation 3,Un
101866845,NOTCH4,,notch receptor 4,4
101866828,PLK4,,polo like kinase 4,5
101866825,CDKN2B,,cyclin dependent kinase inhibitor 2B,15
101866815,KIF15,,kinesin family member 15,2
101866814,CAPN11,,calpain 11,4
101866799,PRPF6,,pre-mRNA processing factor 6,10
101866789,VPS53,,VPS53 subunit of GARP complex,16
101866784,AZI2,,5-azacytidine induced 2,2
101866782,PRPS2,,phosphoribosyl pyrophosphate synthetase 2,X
101866778,PHF12,,PHD finger protein 12,16
101866777,ZNF398,,zinc finger protein 398,3
101866754,CCNDBP1,,cyclin D1 binding protein 1,7
101866753,BRWD1,,bromodomain and WD repeat domain containing 1,3
101866750,STX3,,syntaxin 3,14
101866747,ZNF473,,zinc finger protein 473,19
101866742,ZNF474,,zinc finger protein 474,6
101866740,CCDC181,,coiled-coil domain containing 181,1
101866736,PMFBP1,,polyamine modulated factor 1 binding protein 1,20
101866734,CBLL1,,Cbl proto-oncogene like 1,3
101866728,PITPNM2,,phosphatidylinositol transfer protein membrane associated 2,11
101866722,AKAP3,,A-kinase anchoring protein 3,11
101866719,MGAT2,,alpha-1;6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase,7
101866717,C20H16orf78,,chromosome 20 open reading frame; human C16orf78,20
101866713,HAUS2,,HAUS augmin like complex subunit 2,7
101866705,NUP155,,nucleoporin 155,6
101866702,EPHB4,,EPH receptor B4,3
101866701,DENR,,density regulated re-initiation and release factor,11
101866690,KRT72,,keratin 72,11
101866685,C11H12orf42,,chromosome 11 open reading frame; human C12orf42,11
101866684,UBE2N,,ubiquitin conjugating enzyme E2 N,11
101866681,YTHDF1,,YTH N6-methyladenosine RNA binding protein 1,10
101866680,ALMS1,,ALMS1 centrosome and basal body associated protein,13
101866669,SPACA7,,sperm acrosome associated 7,17
101866667,SMCHD1,,structural maintenance of chromosomes flexible hinge domain containing 1,18
101866661,CDC25C,,cell division cycle 25C,6
101866656,KIAA0408,,KIAA0408 ortholog,4
101866654,MINDY1,,MINDY lysine 48 deubiquitinase 1,1
101866652,MON1B,,MON1 homolog B; secretory trafficking associated,20
101866630,PTPN2,,protein tyrosine phosphatase non-receptor type 2,18
101866629,DBN1,,drebrin 1,6
101866621,TRIM44,,tripartite motif containing 44,14
101866619,PIP4P1,,phosphatidylinositol-4;5-bisphosphate 4-phosphatase 1,7
101866614,PIGQ,,phosphatidylinositol glycan anchor biosynthesis class Q,20
101866612,PSMA8,,proteasome 20S subunit alpha 8,18
101866610,DNMT1,,DNA methyltransferase 1,19
101866607,SELENOK,,selenoprotein K,2
101866606,SNX9,,sorting nexin 9,4
101866602,CCDC62,,coiled-coil domain containing 62,11
101866595,RABEP2,,rabaptin; RAB GTPase binding effector protein 2,20
101866586,UBE2C,,ubiquitin conjugating enzyme E2 C,10
101866585,ACSL5,,acyl-CoA synthetase long chain family member 5,9
101866584,RNF139,,ring finger protein 139,8
101866581,PSMA2,,proteasome 20S subunit alpha 2,10
101866581,PSMA2,,proteasome 20S subunit alpha 2,3
101866570,ARPC5,,actin related protein 2/3 complex subunit 5,1
101866565,LIAS,,lipoic acid synthetase,5
101866563,C13H2orf42,,chromosome 13 open reading frame; human C2orf42,13
101866559,NME7,,NME/NM23 family member 7,1
101866557,MNS1,,meiosis specific nuclear structural 1,7
101866552,DGKD,,diacylglycerol kinase delta,12
101866550,ZMYND10,,zinc finger MYND-type containing 10,2
101866546,ARFGAP3,,ADP ribosylation factor GTPase activating protein 3,10
101866537,TBL1X,,transducin beta like 1 X-linked,X
101866536,PRMT2,,protein arginine methyltransferase 2,3
101866534,AP4M1,,adaptor related protein complex 4 subunit mu 1,3
101866533,GSPT2,,G1 to S phase transition 2,Un
101866532,GTSF1,,gametocyte specific factor 1,11
101866529,DGKE,,diacylglycerol kinase epsilon,16
101866527,CD109,,CD109 molecule,4
101866519,ZPBP2,,zona pellucida binding protein 2,16
101866518,SGO2,,shugoshin 2,12
101866504,PDE4DIPP2,,myomegalin,1
101866493,SERPINB6,,serpin family B member 6,X
101866491,MCF2,,MCF.2 cell line derived transforming sequence,X
101866484,ATP1B1,,ATPase Na+/K+ transporting subunit beta 1,1
101866476,ETNK2,,ethanolamine kinase 2,1
101866471,MAX,,MYC associated factor X,4
101866471,MAX,,MYC associated factor X,7
101866468,HDLBP,,high density lipoprotein binding protein,12
101866464,CFAP58,,cilia and flagella associated protein 58,9
101866463,TAF5,,TATA-box binding protein associated factor 5,9
101866458,SULT1C4,,sulfotransferase family 1C member 4,13
101866457,AMPD2,,adenosine monophosphate deaminase 2,1
101866455,ZWILCH,,zwilch kinetochore protein,7
101866447,NOL11,,nucleolar protein 11,16
101866441,EEF1D,,eukaryotic translation elongation factor 1 delta,8
101866439,PPP3R2,,protein phosphatase 3 regulatory subunit B; beta,15
101866436,BRAF,,B-Raf proto-oncogene; serine/threonine kinase,3
101866432,SEPTIN7,,septin 7,3
101866426,IZUMO2,,IZUMO family member 2,19
101866425,DSTN,,destrin; actin depolymerizing factor,10
101866424,STXBP2,,syntaxin binding protein 2,19
101866421,TSNAX,,translin associated factor X,1
101866420,NARF,,nuclear prelamin A recognition factor,16
101866419,EPHX1,,epoxide hydrolase 1,1
101866412,FAM227B,,family with sequence similarity 227 member B,7
101866403,AGA,,aspartylglucosaminidase,5
101866400,ZNF280D,,zinc finger protein 280D,7
101866393,RPL7,,ribosomal protein L7,8
101866386,RSPH6A,,radial spoke head 6 homolog A,Un
101866384,SPIRE1,,spire type actin nucleation factor 1,18
101866382,UIMC1,,ubiquitin interaction motif containing 1,6
101866380,PHF7,,PHD finger protein 7,2
101866378,TDP1,,tyrosyl-DNA phosphodiesterase 1,7
101866375,MKRN1,,makorin ring finger protein 1,3
101866372,GTF3C6,,general transcription factor IIIC subunit 6,4
101866369,ZNF653,,zinc finger protein 653,19
101866368,ERGIC3,,ERGIC and golgi 3,10
101866365,CELF4,,CUGBP Elav-like family member 4,18
101866360,EIF1AD,,eukaryotic translation initiation factor 1A domain containing,14
101866359,BCL2L13,,BCL2 like 13,10
101866354,C1R,,complement C1r,11
101866351,SMARCAD1,,SWI/SNF-related; matrix-associated actin-dependent regulator of chromatin; subfamily a; containing DEAD/H box 1,5
101866333,TRIP10,,thyroid hormone receptor interactor 10,19
101866324,PIN1,,peptidylprolyl cis/trans isomerase; NIMA-interacting 1,19
101866322,HOMER1,,homer scaffold protein 1,6
101866318,TMCO5A,,transmembrane and coiled-coil domains 5A,7
101866305,BCL2L14,,BCL2 like 14,11
101866302,ATP6V1E1,,ATPase H+ transporting V1 subunit E1,10
101866288,PRSS2,,serine protease 2,3
101866286,RPA1,,replication protein A1,16
101866283,ZSCAN29,,zinc finger and SCAN domain containing 29,7
101866281,SSBP2,,single stranded DNA binding protein 2,6
101866270,ZDHHC4,,zinc finger DHHC-type palmitoyltransferase 4,3
101866268,NUP62,,nucleoporin 62,19
101866255,AKAP10,,A-kinase anchoring protein 10,16
101866252,UBA52,,ubiquitin A-52 residue ribosomal protein fusion product 1,19
101866250,SLC35F5,,solute carrier family 35 member F5,12
101866249,MYO15A,,myosin XVA,16
101866245,ERICH2,,glutamate rich 2,12
101866244,ARHGAP9,,Rho GTPase activating protein 9,11
101866227,UPF3A,,UPF3A regulator of nonsense mediated mRNA decay,17
101866226,PGK2,,phosphoglycerate kinase 2,4
101866220,CEP85L,,centrosomal protein 85 like,4
101866219,DYRK3,,dual specificity tyrosine phosphorylation regulated kinase 3,1
101866207,PEX6,,peroxisomal biogenesis factor 6,4
101866201,HSPA9,,heat shock protein family A (Hsp70) member 9,6
101866194,PCYT2,,phosphate cytidylyltransferase 2; ethanolamine,16
101866186,GMCL1,,germ cell-less 1; spermatogenesis associated,13
101866185,CTSA,,cathepsin A,10
101866183,SELENOP,,selenoprotein P,6
101866182,NEK9,,NIMA related kinase 9,7
101866180,FAM220A,,family with sequence similarity 220 member A,3
101866172,UPF1,,UPF1 RNA helicase and ATPase,19
101866161,TXNDC2,,thioredoxin domain containing 2,18
101866154,SLC22A14,,solute carrier family 22 member 14,2
101866150,GLT8D2,,glycosyltransferase 8 domain containing 2,11
101866146,NUP107,,nucleoporin 107,11
101866143,SLC35F3,,solute carrier family 35 member F3,1
101866142,AKAP1,,A-kinase anchoring protein 1,16
101866129,TEX46,,testis expressed 46,1
101866123,RUSF1,,RUS family member 1,20
101866118,ABHD16A,,abhydrolase domain containing 16A; phospholipase,4
101866115,SESN2,,sestrin 2,1
101866114,CHPF,,chondroitin polymerizing factor,12
101866109,PPP1R36,,protein phosphatase 1 regulatory subunit 36,7
101866108,AMZ2,,archaelysin family metallopeptidase 2,16
101866099,CABLES1,,Cdk5 and Abl enzyme substrate 1,18
101866093,ACSL6,,acyl-CoA synthetase long chain family member 6,6
101866086,HEATR4,,HEAT repeat containing 4,7
101866078,DAXX,,death domain associated protein,4
101866068,CAPN12,,calpain 12,19
101866055,NAPEPLD,,N-acyl phosphatidylethanolamine phospholipase D,3
101866050,KIF25,,kinesin family member 25,4
101866049,NOB1,,NIN1 (RPN12) binding protein 1 homolog,20
101866032,CPT1B,,carnitine palmitoyltransferase 1B,10
101866029,KHDRBS1,,KH RNA binding domain containing; signal transduction associated 1,1
101866026,UBAC2,,UBA domain containing 2,17
101866022,DACT1,,dishevelled binding antagonist of beta catenin 1,7
101866020,PLRG1,,pleiotropic regulator 1,5
101866019,PRELID3B,,PRELI domain containing 3B,10
101866014,SCEL,,sciellin,17
101866010,SPG11,,SPG11 vesicle trafficking associated; spatacsin,7
101866009,TM9SF4,,transmembrane 9 superfamily member 4,10
101866006,ROPN1B,,rhophilin associated tail protein 1B,2
101866002,PRRC2A,,proline rich coiled-coil 2A,4
101866000,NUP88,,nucleoporin 88,16
101865984,SERPINA5,,serpin family A member 5,7
101865979,RNF32,,ring finger protein 32,3
101865977,ADSS2,,adenylosuccinate synthase 2,1
