GeneID,Symbol,link,description,chromosome
105584200,RFK,,riboflavin kinase,Un
105584199,PCSK5,,proprotein convertase subtilisin/kexin type 5,Un
105584197,OSTF1,,osteoclast stimulating factor 1,Un
105584196,NMRK1,,nicotinamide riboside kinase 1,Un
105584191,CARNMT1,,carnosine N-methyltransferase 1,Un
105584190,TRPM6,,transient receptor potential cation channel subfamily M member 6,Un
105584189,RORB,,RAR related orphan receptor B,Un
105584186,TLCD2,,TLC domain containing 2,Un
105584182,ANXA1,,annexin A1,Un
105584180,ALDH1A1,,aldehyde dehydrogenase 1 family member A1,Un
105584179,CYP1D1,,cytochrome P450 family 1 subfamily D member 1,Un
105584177,TMC1,,transmembrane channel like 1,Un
105584174,ZFAND5,,zinc finger AN1-type containing 5,Un
105584170,GDA,,guanine deaminase,Un
105584169,ABHD17B,,abhydrolase domain containing 17B; depalmitoylase,Un
105584167,CEMIP2,,cell migration inducing hyaluronidase 2,Un
105584165,WDR81,,WD repeat domain 81,Un
105584164,KLF9,,Kruppel like factor 9,Un
105584161,TRPM3,,transient receptor potential cation channel subfamily M member 3,Un
105584159,SMC5,,structural maintenance of chromosomes 5,Un
105584158,MAMDC2,,MAM domain containing 2,Un
105584154,APBA1,,amyloid beta precursor protein binding family A member 1,Un
105584153,PTAR1,,protein prenyltransferase alpha subunit repeat containing 1,Un
105584152,FAM189A2,,family with sequence similarity 189 member A2,Un
105584151,SERPINF2,,serpin family F member 2,Un
105584150,FXN,,frataxin,Un
105584149,TJP2,,tight junction protein 2,Un
105584148,PRKACG,,protein kinase cAMP-activated catalytic subunit gamma,Un
105584147,PABIR1,,PP2A Aalpha (PPP2R1A) and B55A (PPP2R2A) interacting phosphatase regulator 1,Un
105584145,PIP5K1B,,phosphatidylinositol-4-phosphate 5-kinase type 1 beta,Un
105584143,PGM5,,phosphoglucomutase 5,Un
105584142,TMEM252,,transmembrane protein 252,Un
105584140,DPH1,,diphthamide biosynthesis 1,Un
105584136,CBWD1,,COBW domain containing 1,Un
105584134,DOCK8,,dedicator of cytokinesis 8,Un
105584132,OVCA2,,OVCA2 serine hydrolase domain containing,Un
105584131,KANK1,,KN motif and ankyrin repeat domains 1,Un
105584130,DMRT1,,doublesex and mab-3 related transcription factor 1,Un
105584129,DMRT3,,doublesex and mab-3 related transcription factor 3,Un
105584128,DMRT2,,doublesex and mab-3 related transcription factor 2,Un
105584127,RTN4RL1,,reticulon 4 receptor like 1,Un
105584126,SMARCA2,,SWI/SNF related; matrix associated; actin dependent regulator of chromatin; subfamily a; member 2,Un
105584123,VLDLR,,very low density lipoprotein receptor,Un
105584120,KCNV2,,potassium voltage-gated channel modifier subfamily V member 2,Un
105584119,PUM3,,pumilio RNA binding family member 3,Un
105584116,HIC1,,HIC ZBTB transcriptional repressor 1,Un
105584115,RFX3,,regulatory factor X3,Un
105584110,GLIS3,,GLIS family zinc finger 3,Un
105584109,SLC1A1,,solute carrier family 1 member 1,Un
105584107,CDC37L1,,cell division cycle 37 like 1,Un
105584106,SPATA6L,,spermatogenesis associated 6 like,Un
105584105,PLPP6,,phospholipid phosphatase 6,Un
105584104,SGSM2,,small G protein signaling modulator 2,Un
105584103,AK3,,adenylate kinase 3,Un
105584102,RCL1,,RNA terminal phosphate cyclase like 1,Un
105584100,JAK2,,Janus kinase 2,Un
105584095,INSL6,,insulin like 6,Un
105584094,INSL4,,insulin like 4,Un
105584093,RLN2,,relaxin 2,Un
105584091,PLGRKT,,plasminogen receptor with a C-terminal lysine,Un
105584089,RIC1,,RIC1 homolog; RAB6A GEF complex partner 1,Un
105584088,TSR1,,TSR1 ribosome maturation factor,Un
105584087,PDCD1LG2,,programmed cell death 1 ligand 2,Un
105584085,CD274,,CD274 molecule,Un
105584083,MLANA,,melan-A,Un
105584082,ERMP1,,endoplasmic reticulum metallopeptidase 1,Un
105584080,RANBP6,,RAN binding protein 6,Un
105584079,KIAA2026,,KIAA2026 ortholog,Un
105584078,SRR,,serine racemase,Un
105584074,IL33,,interleukin 33,Un
105584072,TPD52L3,,TPD52 like 3,Un
105584071,UHRF2,,ubiquitin like with PHD and ring finger domains 2,Un
105584070,GLDC,,glycine decarboxylase,Un
105584066,KDM4C,,lysine demethylase 4C,Un
105584061,DMAC1,,distal membrane arm assembly component 1,Un
105584060,PTPRD,,protein tyrosine phosphatase receptor type D,Un
105584055,TYRP1,,tyrosinase related protein 1,Un
105584054,LURAP1L,,leucine rich adaptor protein 1 like,Un
105584052,SMG6,,SMG6 nonsense mediated mRNA decay factor,Un
105584051,MPDZ,,multiple PDZ domain crumbs cell polarity complex component,Un
105584046,MNT,,MAX network transcriptional repressor,Un
105584045,NFIB,,nuclear factor I B,Un
105584042,ZDHHC21,,zinc finger DHHC-type palmitoyltransferase 21,Un
105584040,CER1,,cerberus 1; DAN family BMP antagonist,Un
105584039,ESRP2,,epithelial splicing regulatory protein 2,Un
105584038,METTL16,,methyltransferase like 16,Un
105584037,FREM1,,FRAS1 related extracellular matrix 1,Un
105584035,TTC39B,,tetratricopeptide repeat domain 39B,Un
105584034,SNAPC3,,small nuclear RNA activating complex polypeptide 3,Un
105584033,PSIP1,,PC4 and SFRS1 interacting protein 1,Un
105584032,PAFAH1B1,,platelet activating factor acetylhydrolase 1b regulatory subunit 1,Un
105584031,CCDC171,,coiled-coil domain containing 171,Un
105584030,CUNH9orf92,,chromosome unknown C9orf92 homolog,Un
105584028,BNC2,,basonuclin 2,Un
105584027,CNTLN,,centlein,Un
105584025,SH3GL2,,SH3 domain containing GRB2 like 2; endophilin A1,Un
105584024,RRAGA,,Ras related GTP binding A,Un
105584023,SAXO1,,stabilizer of axonemal microtubules 1,Un
105584019,ADAMTSL1,,ADAMTS like 1,Un
105584018,HAUS6,,HAUS augmin like complex subunit 6,Un
105584016,PLIN2,,perilipin 2,Un
105584015,DENND4C,,DENN domain containing 4C,Un
105584012,SLC24A2,,solute carrier family 24 member 2,Un
105584010,CLUH,,clustered mitochondria homolog,Un
105584007,MLLT3,,MLLT3 super elongation complex subunit,Un
105584006,FOCAD,,focadhesin,Un
105584003,HACD4,,3-hydroxyacyl-CoA dehydratase 4,Un
105584002,IFNB1,,interferon beta 1,Un
105584001,IFNW1,,interferon omega 1,Un
105583991,NDC80,,NDC80 kinetochore complex component,Un
105583987,ROCK1,,Rho associated coiled-coil containing protein kinase 1,Un
105583985,ABHD3,,abhydrolase domain containing 3; phospholipase,Un
105583983,RBBP8,,RB binding protein 8; endonuclease,Un
105583982,NFATC3,,nuclear factor of activated T cells 3,Un
105583981,L3MBTL4,,L3MBTL histone methyl-lysine binding protein 4,Un
105583980,TMEM200C,,transmembrane protein 200C,Un
105583978,EPB41L3,,erythrocyte membrane protein band 4.1 like 3,Un
105583977,ZBTB14,,zinc finger and BTB domain containing 14,Un
105583976,AKAIN1,,A-kinase anchor inhibitor 1,Un
105583973,DLGAP1,,DLG associated protein 1,Un
105583971,RAP1GAP2,,RAP1 GTPase activating protein 2,Un
105583967,TGIF1,,TGFB induced factor homeobox 1,Un
105583963,MYOM1,,myomesin 1,Un
105583959,EMILIN2,,elastin microfibril interfacer 2,Un
105583958,LPIN2,,lipin 2,Un
105583957,SMCHD1,,structural maintenance of chromosomes flexible hinge domain containing 1,Un
105583954,METTL4,,methyltransferase like 4,Un
105583951,ADCYAP1,,adenylate cyclase activating polypeptide 1,Un
105583946,YES1,,YES proto-oncogene 1; Src family tyrosine kinase,Un
105583945,CLUL1,,clusterin like 1,Un
105583943,TYMS,,thymidylate synthetase,Un
105583941,ENOSF1,,enolase superfamily member 1,Un
105583940,CETN1,,centrin 1,Un
105583939,COLEC12,,collectin subfamily member 12,Un
105583938,USP14,,ubiquitin specific peptidase 14,Un
105583937,THOC1,,THO complex 1,Un
105583934,GREB1L,,GREB1 like retinoic acid receptor coactivator,Un
105583932,ESCO1,,establishment of sister chromatid cohesion N-acetyltransferase 1,Un
105583931,SNRPD1,,small nuclear ribonucleoprotein D1 polypeptide,Un
105583928,MIB1,,MIB E3 ubiquitin protein ligase 1,Un
105583927,GATA6,,GATA binding protein 6,Un
105583923,CTAGE1,,cutaneous T cell lymphoma-associated antigen 1,Un
105583918,CABLES1,,Cdk5 and Abl enzyme substrate 1,Un
105583915,TMEM241,,transmembrane protein 241,Un
105583914,RIOK3,,RIO kinase 3,Un
105583913,NPC1,,NPC intracellular cholesterol transporter 1,Un
105583912,RMC1,,regulator of MON1-CCZ1,Un
105583911,ANKRD29,,ankyrin repeat domain 29,Un
105583909,LAMA3,,laminin subunit alpha 3,Un
105583905,TTC39C,,tetratricopeptide repeat domain 39C,Un
105583904,CABYR,,calcium binding tyrosine phosphorylation regulated,Un
105583902,OSBPL1A,,oxysterol binding protein like 1A,Un
105583901,IMPACT,,impact RWD domain protein,Un
105583900,HRH4,,histamine receptor H4,Un
105583897,ZNF521,,zinc finger protein 521,Un
105583894,SS18,,SS18 subunit of BAF chromatin remodeling complex,Un
105583890,RAB18,,RAB18; member RAS oncogene family,Un
105583887,PRPF18,,pre-mRNA processing factor 18,Un
105583886,DCLRE1C,,DNA cross-link repair 1C,Un
105583885,OLAH,,oleoyl-ACP hydrolase,Un
105583884,NMT2,,N-myristoyltransferase 2,Un
105583883,CUBN,,cubilin,Un
105583882,MRC1,,mannose receptor C-type 1,Un
105583876,EBLN1,,endogenous Bornavirus like nucleoprotein 1,Un
105583873,MYO3A,,myosin IIIA,Un
105583871,ANKRD26,,ankyrin repeat domain 26,Un
105583870,ACBD5,,acyl-CoA binding domain containing 5,Un
105583866,PHYH,,phytanoyl-CoA 2-hydroxylase,Un
105583865,SEPHS1,,selenophosphate synthetase 1,Un
105583864,BEND7,,BEN domain containing 7,Un
105583861,FRMD4A,,FERM domain containing 4A,Un
105583858,TRPV3,,transient receptor potential cation channel subfamily V member 3,Un
105583857,FAM107B,,family with sequence similarity 107 member B,Un
105583856,HSPA14,,heat shock protein family A (Hsp70) member 14,Un
105583855,CDNF,,cerebral dopamine neurotrophic factor,Un
105583854,ASPA,,aspartoacylase,Un
105583853,SUV39H2,,suppressor of variegation 3-9 homolog 2,Un
105583852,MEIG1,,meiosis/spermiogenesis associated 1,Un
105583851,ACBD7,,acyl-CoA binding domain containing 7,Un
105583849,RPP38,,ribonuclease P/MRP subunit p38,Un
105583848,RPP38-DT,,RPP38 divergent transcript,Un
105583847,FAM171A1,,family with sequence similarity 171 member A1,Un
105583846,ITGA8,,integrin subunit alpha 8,Un
105583845,MINDY3,,MINDY lysine 48 deubiquitinase 3,Un
105583844,RSU1,,Ras suppressor protein 1,Un
105583842,C1QL3,,complement C1q like 3,Un
105583841,SPATA22,,spermatogenesis associated 22,Un
105583840,PTER,,phosphotriesterase related,Un
105583838,TRDMT1,,tRNA aspartic acid methyltransferase 1,Un
105583837,VIM,,vimentin,Un
105583834,ST8SIA6,,ST8 alpha-N-acetyl-neuraminide alpha-2;8-sialyltransferase 6,Un
105583831,CTNS,,cystinosin; lysosomal cystine transporter,Un
105583829,HACD1,,3-hydroxyacyl-CoA dehydratase 1,Un
105583828,STAM,,signal transducing adaptor molecule,Un
105583826,TMEM236,,transmembrane protein 236,Un
105583825,SLC39A12,,solute carrier family 39 member 12,Un
105583823,CACNB2,,calcium voltage-gated channel auxiliary subunit beta 2,Un
105583822,TRPV1,,transient receptor potential cation channel subfamily V member 1,Un
105583821,NSUN6,,NOP2/Sun RNA methyltransferase 6,Un
105583820,ARL5B,,ADP ribosylation factor like GTPase 5B,Un
105583816,PLXDC2,,plexin domain containing 2,Un
105583815,TAX1BP3,,Tax1 binding protein 3,Un
105583809,EMC6,,ER membrane protein complex subunit 6,Un
105583808,NEBL,,nebulette,Un
105583805,MIR1915HG,,MIR1915 host gene,Un
105583804,SKIDA1,,SKI/DACH domain containing 1,Un
105583803,PLA2G15,,phospholipase A2 group XV,Un
105583802,MLLT10,,MLLT10 histone lysine methyltransferase DOT1L cofactor,Un
105583798,DNAJC1,,DnaJ heat shock protein family (Hsp40) member C1,Un
105583797,COMMD3,,COMM domain containing 3,Un
105583796,NCBP3,,nuclear cap binding subunit 3,Un
105583795,BMI1,,BMI1 proto-oncogene; polycomb ring finger,Un
105583794,SPAG6,,sperm associated antigen 6,Un
105583793,PIP4K2A,,phosphatidylinositol-5-phosphate 4-kinase type 2 alpha,Un
105583789,HASPIN,,histone H3 associated protein kinase,Un
105583788,MSRB2,,methionine sulfoxide reductase B2,Un
105583786,PTF1A,,pancreas associated transcription factor 1a,Un
105583784,OTUD1,,OTU deubiquitinase 1,Un
105583783,KIAA1217,,KIAA1217 ortholog,Un
105583780,ARHGAP21,,Rho GTPase activating protein 21,Un
105583778,CAMKK1,,calcium/calmodulin dependent protein kinase kinase 1,Un
105583777,PRTFDC1,,phosphoribosyl transferase domain containing 1,Un
105583776,THNSL1,,threonine synthase like 1,Un
105583775,ENKUR,,enkurin; TRPC channel interacting protein,Un
105583773,GPR158,,G protein-coupled receptor 158,Un
105583771,GAD2,,glutamate decarboxylase 2,Un
105583769,P2RX1,,purinergic receptor P2X 1,Un
105583768,ABI1,,abl interactor 1,Un
105583767,PDSS1,,decaprenyl diphosphate synthase subunit 1,Un
105583764,MASTL,,microtubule associated serine/threonine kinase like,Un
105583763,YME1L1,,YME1 like 1 ATPase,Un
105583751,CIAO1,,cytosolic iron-sulfur assembly component 1,Un
105583749,FER1L5,,fer-1 like family member 5,Un
105583748,FAM178B,,family with sequence similarity 178 member B,Un
105583747,MGAT4A,,alpha-1;3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A,Un
105583746,NMS,,neuromedin S,Un
105583745,ATP2A3,,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3,Un
105583740,IL1RL2,,interleukin 1 receptor like 2,Un
105583738,POU3F3,,POU class 3 homeobox 3,Un
105583732,ZNF2,,zinc finger protein 2,Un
105583731,ZNF514,,zinc finger protein 514,Un
105583730,MRPS5,,mitochondrial ribosomal protein S5,Un
105583728,MAL,,mal; T cell differentiation protein,Un
105583727,PROM2,,prominin 2,Un
105583726,KCNIP3,,potassium voltage-gated channel interacting protein 3,Un
105583725,GPAT2,,glycerol-3-phosphate acyltransferase 2; mitochondrial,Un
105583722,ADRA2B,,adrenoceptor alpha 2B,Un
105583721,ASTL,,astacin like metalloendopeptidase,Un
105583720,DUSP2,,dual specificity phosphatase 2,Un
105583719,STARD7,,StAR related lipid transfer domain containing 7,Un
105583718,TMEM127,,transmembrane protein 127,Un
105583717,SNRNP200,,small nuclear ribonucleoprotein U5 subunit 200,Un
105583716,ITPRIPL1,,ITPRIP like 1,Un
105583715,NCAPH,,non-SMC condensin I complex subunit H,Un
105583714,NEURL3,,neuralized E3 ubiquitin protein ligase 3,Un
105583713,KANSL3,,KAT8 regulatory NSL complex subunit 3,Un
105583712,ZZEF1,,zinc finger ZZ-type and EF-hand domain containing 1,Un
105583711,ARID5A,,AT-rich interaction domain 5A,Un
105583710,LMAN2L,,lectin; mannose binding 2 like,Un
105583709,CNNM4,,cyclin and CBS domain divalent metal cation transport mediator 4,Un
105583707,CNNM3,,cyclin and CBS domain divalent metal cation transport mediator 3,Un
105583705,ANKRD39,,ankyrin repeat domain 39,Un
105583704,ANKRD23,,ankyrin repeat domain 23,Un
105583703,SEMA4C,,semaphorin 4C,Un
105583701,ACTR1B,,actin related protein 1B,Un
105583700,ANKFY1,,ankyrin repeat and FYVE domain containing 1,Un
105583698,ZAP70,,zeta-chain (TCR) associated protein kinase 70kDa,Un
105583697,TMEM131,,transmembrane protein 131,Un
105583696,CNGA3,,cyclic nucleotide gated channel subunit alpha 3,Un
105583695,VWA3B,,von Willebrand factor A domain containing 3B,Un
105583694,SPG7,,SPG7 matrix AAA peptidase subunit; paraplegin,Un
105583693,INPP4A,,inositol polyphosphate-4-phosphatase type I A,Un
105583692,UNC50,,unc-50 inner nuclear membrane RNA binding protein,Un
105583689,CRACDL,,CRACD like,Un
105583688,UBE2G1,,ubiquitin conjugating enzyme E2 G1,Un
105583687,LIPT1,,lipoyltransferase 1,Un
105583683,TSGA10,,testis specific 10,Un
105583682,MRPL30,,mitochondrial ribosomal protein L30,Un
105583681,MITD1,,microtubule interacting and trafficking domain containing 1,Un
105583680,LYG2,,lysozyme g2,Un
105583679,LYG1,,lysozyme g1,Un
105583678,TXNDC9,,thioredoxin domain containing 9,Un
105583677,REV1,,REV1 DNA directed polymerase,Un
105583674,EIF5B,,eukaryotic translation initiation factor 5B,Un
105583672,AFF3,,AF4/FMR2 family member 3,Un
105583671,LONRF2,,LON peptidase N-terminal domain and ring finger 2,Un
105583670,CHST10,,carbohydrate sulfotransferase 10,Un
105583668,PDCL3,,phosducin like 3,Un
105583666,RPL31,,ribosomal protein L31,Un
105583664,NPAS2,,neuronal PAS domain protein 2,Un
105583663,TBC1D8,,TBC1 domain family member 8,Un
105583659,RNF149,,ring finger protein 149,Un
105583658,CNOT11,,CCR4-NOT transcription complex subunit 11,Un
105583656,SPNS3,,sphingolipid transporter 3 (putative),Un
105583655,CREG2,,cellular repressor of E1A stimulated genes 2,Un
105583654,RFX8,,regulatory factor X8,Un
105583651,SPNS2,,sphingolipid transporter 2,Un
105583649,MAP4K4,,mitogen-activated protein kinase kinase kinase kinase 4,Un
105583647,IL1R1,,interleukin 1 receptor type 1,Un
105583644,IL1R2,,interleukin 1 receptor type 2,Un
105583643,GGT6,,gamma-glutamyltransferase 6,Un
105583642,IL1RL1,,interleukin 1 receptor like 1,Un
105583641,IL18RAP,,interleukin 18 receptor accessory protein,Un
105583640,IL18R1,,interleukin 18 receptor 1,Un
105583639,MFSD9,,major facilitator superfamily domain containing 9,Un
105583638,SLC9A2,,solute carrier family 9 member A2,Un
105583636,SLC9A4,,solute carrier family 9 member A4,Un
105583634,TMEM182,,transmembrane protein 182,Un
105583625,SMTNL2,,smoothelin like 2,Un
105583622,MRPS9,,mitochondrial ribosomal protein S9,Un
105583620,GPR45,,G protein-coupled receptor 45,Un
105583619,TGFBRAP1,,transforming growth factor beta receptor associated protein 1,Un
105583616,FHL2,,four and a half LIM domains 2,Un
105583615,ALOX15,,arachidonate 15-lipoxygenase,Un
105583614,NCK2,,NCK adaptor protein 2,Un
105583613,UXS1,,UDP-glucuronate decarboxylase 1,Un
105583612,ECRG4,,ECRG4 augurin precursor,Un
105583608,ST6GAL2,,ST6 beta-galactoside alpha-2;6-sialyltransferase 2,Un
105583605,SLC5A7,,solute carrier family 5 member 7,Un
105583598,FABP5,,fatty acid binding protein 5,Un
105583596,PELP1,,proline; glutamate and leucine rich protein 1,Un
105583593,CADM2,,cell adhesion molecule 2,Un
105583591,VGLL3,,vestigial like family member 3,Un
105583589,CHMP2B,,charged multivesicular body protein 2B,Un
105583588,POU1F1,,POU class 1 homeobox 1,Un
105583587,HTR1F,,5-hydroxytryptamine receptor 1F,Un
105583585,ZNF654,,zinc finger protein 654,Un
105583582,CGGBP1,,CGG triplet repeat binding protein 1,Un
105583578,EPHA3,,EPH receptor A3,Un
105583576,PROS1,,protein S,Un
105583575,ARL13B,,ADP ribosylation factor like GTPase 13B,Un
105583574,STX19,,syntaxin 19,Un
105583573,DHFR2,,dihydrofolate reductase 2,Un
105583572,ARRB2,,arrestin beta 2,Un
105583571,NSUN3,,NOP2/Sun RNA methyltransferase 3,Un
105583565,EPHA6,,EPH receptor A6,Un
105583564,ARL6,,ADP ribosylation factor like GTPase 6,Un
105583563,MED11,,mediator complex subunit 11,Un
105583562,RIOX2,,ribosomal oxygenase 2,Un
105583561,CRYBG3,,crystallin beta-gamma domain containing 3,Un
105583560,GABRR3,,gamma-aminobutyric acid type A receptor subunit rho3,Un
105583550,ZMYND15,,zinc finger MYND-type containing 15,Un
105583549,CLDND1,,claudin domain containing 1,Un
105583547,GPR15,,G protein-coupled receptor 15,Un
105583546,CPOX,,coproporphyrinogen oxidase,Un
105583544,DCBLD2,,discoidin; CUB and LCCL domain containing 2,Un
105583543,ST3GAL6,,ST3 beta-galactoside alpha-2;3-sialyltransferase 6,Un
105583537,CXCL16,,C-X-C motif chemokine ligand 16,Un
105583530,TM4SF5,,transmembrane 4 L six family member 5,Un
105583523,NUP155,,nucleoporin 155,Un
105583521,DNAJC21,,DnaJ heat shock protein family (Hsp40) member C21,Un
105583519,HCN1,,hyperpolarization activated cyclic nucleotide gated potassium channel 1,Un
105583517,MRPS30,,mitochondrial ribosomal protein S30,Un
105583515,FGF10,,fibroblast growth factor 10,Un
105583513,VMO1,,vitelline membrane outer layer 1 homolog,Un
105583510,PAIP1,,poly(A) binding protein interacting protein 1,Un
105583507,NNT,,nicotinamide nucleotide transhydrogenase,Un
105583505,GLTPD2,,glycolipid transfer protein domain containing 2,Un
105583504,TMEM267,,transmembrane protein 267,Un
105583503,CCL28,,C-C motif chemokine ligand 28,Un
105583501,HMGCS1,,3-hydroxy-3-methylglutaryl-CoA synthase 1,Un
105583498,NIM1K,,NIM1 serine/threonine protein kinase,Un
105583496,ZNF131,,zinc finger protein 131,Un
105583495,PSMB6,,proteasome 20S subunit beta 6,Un
105583484,CCDC152,,coiled-coil domain containing 152,Un
105583483,SELENOP,,selenoprotein P,Un
105583480,GHR,,growth hormone receptor,Un
105583478,FBXO4,,F-box protein 4,Un
105583476,OXCT1,,3-oxoacid CoA-transferase 1,Un
105583475,PLCXD3,,phosphatidylinositol specific phospholipase C X domain containing 3,Un
105583474,C6,,complement C6,Un
105583473,MROH2B,,maestro heat like repeat family member 2B,Un
105583469,C7,,complement C7,Un
105583467,CARD6,,caspase recruitment domain family member 6,Un
105583466,RPL37,,ribosomal protein L37,Un
105583465,PLD2,,phospholipase D2,Un
105583464,PRKAA1,,protein kinase AMP-activated catalytic subunit alpha 1,Un
105583463,TTC33,,tetratricopeptide repeat domain 33,Un
105583462,PTGER4,,prostaglandin E receptor 4,Un
105583455,DAB2,,DAB adaptor protein 2,Un
105583454,C9,,complement C9,Un
105583453,FYB1,,FYN binding protein 1,Un
105583452,CHRNE,,cholinergic receptor nicotinic epsilon subunit,Un
105583451,RICTOR,,RPTOR independent companion of MTOR complex 2,Un
105583450,OSMR,,oncostatin M receptor,Un
105583447,LIFR,,LIF receptor subunit alpha,Un
105583445,EGFLAM,,EGF like; fibronectin type III and laminin G domains,Un
105583443,GDNF,,glial cell derived neurotrophic factor,Un
105583441,GDNF-AS1,,GDNF antisense RNA 1,Un
105583438,WDR70,,WD repeat domain 70,Un
105583436,CPLANE1,,ciliogenesis and planar polarity effector 1,Un
105583431,NIPBL,,NIPBL cohesin loading factor,Un
105583430,SLC1A3,,solute carrier family 1 member 3,Un
105583429,NADK2,,NAD kinase 2; mitochondrial,Un
105583427,RANBP3L,,RAN binding protein 3 like,Un
105583426,SKP2,,S-phase kinase associated protein 2,Un
105583425,LMBRD2,,LMBR1 domain containing 2,Un
105583423,UGT3A2,,UDP glycosyltransferase family 3 member A2,Un
105583422,UGT3A1,,UDP glycosyltransferase family 3 member A1,Un
105583420,CAPSL,,calcyphosine like,Un
105583419,IL7R,,interleukin 7 receptor,Un
105583418,SPEF2,,sperm flagellar 2,Un
105583415,PRLR,,prolactin receptor,Un
105583414,AGXT2,,alanine--glyoxylate aminotransferase 2,Un
105583413,RAD1,,RAD1 checkpoint DNA exonuclease,Un
105583412,BRIX1,,biogenesis of ribosomes BRX1,Un
105583411,TTC23L,,tetratricopeptide repeat domain 23 like,Un
105583410,RAI14,,retinoic acid induced 14,Un
105583399,DHX40,,DEAH-box helicase 40,Un
105583398,TRIM37,,tripartite motif containing 37,Un
105583397,TSPOAP1,,TSPO associated protein 1,Un
105583389,PRMT7,,protein arginine methyltransferase 7,Un
105583384,HNF1B,,HNF1 homeobox B,Un
105583379,DDX52,,DExD-box helicase 52,Un
105583378,DUSP14,,dual specificity phosphatase 14,Un
105583377,TADA2A,,transcriptional adaptor 2A,Un
105583376,AATF,,apoptosis antagonizing transcription factor,Un
105583374,ACACA,,acetyl-CoA carboxylase alpha,Un
105583371,LHX1,,LIM homeobox 1,Un
105583369,DHRS11,,dehydrogenase/reductase 11,Un
105583368,MRM1,,mitochondrial rRNA methyltransferase 1,Un
105583367,GGNBP2,,gametogenetin binding protein 2,Un
105583366,ZNHIT3,,zinc finger HIT-type containing 3,Un
105583365,MYO19,,myosin XIX,Un
105583364,PIGW,,phosphatidylinositol glycan anchor biosynthesis class W,Un
105583363,CA4,,carbonic anhydrase 4,Un
105583361,USP32,,ubiquitin specific peptidase 32,Un
105583355,MINK1,,misshapen like kinase 1,Un
105583353,PPM1D,,protein phosphatase; Mg2+/Mn2+ dependent 1D,Un
105583352,GP1BA,,glycoprotein Ib platelet subunit alpha,Un
105583351,BCAS3,,BCAS3 microtubule associated cell migration factor,Un
105583349,TBX2,,T-box transcription factor 2,Un
105583348,TBX4,,T-box transcription factor 4,Un
105583347,NACA2,,nascent polypeptide associated complex subunit alpha 2,Un
105583344,BRIP1,,BRCA1 interacting helicase 1,Un
105583343,INTS2,,integrator complex subunit 2,Un
105583342,MED13,,mediator complex subunit 13,Un
105583340,RNFT1,,ring finger protein; transmembrane 1,Un
105583339,RPS6KB1,,ribosomal protein S6 kinase B1,Un
105583338,SLC7A6OS,,solute carrier family 7 member 6 opposite strand,Un
105583337,TUBD1,,tubulin delta 1,Un
105583335,PTRH2,,peptidyl-tRNA hydrolase 2,Un
105583334,VMP1,,vacuole membrane protein 1,Un
105583333,CLTC,,clathrin heavy chain,Un
105583331,YPEL2,,yippee like 2,Un
105583330,GDPD1,,glycerophosphodiester phosphodiesterase domain containing 1,Un
105583329,PRR11,,proline rich 11,Un
105583327,SMG8,,SMG8 nonsense mediated mRNA decay factor,Un
105583326,SKA2,,spindle and kinetochore associated complex subunit 2,Un
105583325,PPM1E,,protein phosphatase; Mg2+/Mn2+ dependent 1E,Un
105583324,RAD51C,,RAD51 paralog C,Un
105583322,RNF167,,ring finger protein 167,Un
105583321,TEX14,,testis expressed 14; intercellular bridge forming factor,Un
105583320,SEPTIN4,,septin 4,Un
105583318,SLC25A11,,solute carrier family 25 member 11,Un
105583317,MTMR4,,myotubularin related protein 4,Un
105583316,HSF5,,heat shock transcription factor 5,Un
105583314,SUPT4H1,,SPT4 homolog; DSIF elongation factor subunit,Un
105583313,RNF43,,ring finger protein 43,Un
105583311,MPO,,myeloperoxidase,Un
105583310,PFN1,,profilin 1,Un
105583309,MKS1,,MKS transition zone complex subunit 1,Un
105583307,LPO,,lactoperoxidase,Un
105583306,EPX,,eosinophil peroxidase,Un
105583304,DYNLL2,,dynein light chain LC8-type 2,Un
105583303,SRSF1,,serine and arginine rich splicing factor 1,Un
105583302,VEZF1,,vascular endothelial zinc finger 1,Un
105583300,CUEDC1,,CUE domain containing 1,Un
105583299,MRPS23,,mitochondrial ribosomal protein S23,Un
105583298,CCDC182,,coiled-coil domain containing 182,Un
105583296,ENO3,,enolase 3,Un
105583295,MSI2,,musashi RNA binding protein 2,Un
105583294,AKAP1,,A-kinase anchoring protein 1,Un
105583293,SCPEP1,,serine carboxypeptidase 1,Un
105583292,COIL,,coilin,Un
105583291,TRIM25,,tripartite motif containing 25,Un
105583289,KIF1C,,kinesin family member 1C,Un
105583288,DGKE,,diacylglycerol kinase epsilon,Un
105583286,NOG,,noggin,Un
105583281,PCTP,,phosphatidylcholine transfer protein,Un
105583280,TMEM100,,transmembrane protein 100,Un
105583279,MMD,,monocyte to macrophage differentiation associated,Un
105583277,HLF,,HLF transcription factor; PAR bZIP family member,Un
105583275,TOM1L1,,target of myb1 like 1 membrane trafficking protein,Un
105583273,STXBP4,,syntaxin binding protein 4,Un
105583270,INCA1,,inhibitor of CDK; cyclin A1 interacting protein 1,Un
105583268,KIF2B,,kinesin family member 2B,Un
105583266,LINC02876,,long intergenic non-protein coding RNA 2876,Un
