GeneID,Symbol,link,description,chromosome
103239906,PDCL,,phosducin like,Un
103239904,RC3H2,,ring finger and CCCH-type domains 2,Un
103239902,ZBTB26,,zinc finger and BTB domain containing 26,Un
103239901,ZBTB6,,zinc finger and BTB domain containing 6,Un
103239900,RABGAP1,,RAB GTPase activating protein 1,12
103239899,GPR21,,G protein-coupled receptor 21,Un
103239897,CRB2,,crumbs cell polarity complex component 2,Un
103239896,DENND1A,,DENN domain containing 1A,Un
103239894,LHX2,,LIM homeobox 2,Un
103239890,NEK6,,NIMA related kinase 6,Un
103239889,PSMB7,,proteasome 20S subunit beta 7,Un
103239888,ADGRD2,,adhesion G protein-coupled receptor D2,Un
103239887,NR5A1,,nuclear receptor subfamily 5 group A member 1,Un
103239886,NR6A1,,nuclear receptor subfamily 6 group A member 1,Un
103239884,OLFML2A,,olfactomedin like 2A,Un
103239883,ARPC5L,,actin related protein 2/3 complex subunit 5 like,Un
103239881,RPL35,,ribosomal protein L35,Un
103239880,WDR38,,WD repeat domain 38,Un
103239879,GOLGA1,,golgin A1,Un
103239877,SCAI,,suppressor of cancer cell invasion,Un
103239874,HSPA5,,heat shock protein family A (Hsp70) member 5,Un
103239873,RABEPK,,Rab9 effector protein with kelch motifs,Un
103239872,PPP6C,,protein phosphatase 6 catalytic subunit,Un
103239870,GAPVD1,,GTPase activating protein and VPS9 domains 1,Un
103239868,MAPKAP1,,MAPK associated protein 1,Un
103239866,ARNTL,,aryl hydrocarbon receptor nuclear translocator like,Un
103239865,PBX3,,PBX homeobox 3,Un
103239862,MVB12B,,multivesicular body subunit 12B,Un
103239858,LMX1B,,LIM homeobox transcription factor 1 beta,Un
103239857,ZBTB43,,zinc finger and BTB domain containing 43,Un
103239856,PTH,,parathyroid hormone,Un
103239855,ZBTB34,,zinc finger and BTB domain containing 34,Un
103239852,FAR1,,fatty acyl-CoA reductase 1,Un
103239851,RALGPS1,,Ral GEF with PH domain and SH3 binding motif 1,Un
103239850,ANGPTL2,,angiopoietin like 2,Un
103239848,SPON1,,spondin 1,Un
103239847,SLC2A8,,solute carrier family 2 member 8,Un
103239845,GARNL3,,GTPase activating Rap/RanGAP domain like 3,Un
103239843,RRAS2,,RAS related 2,Un
103239842,ZNF79,,zinc finger protein 79,Un
103239841,RPL12,,ribosomal protein L12,Un
103239840,LRSAM1,,leucine rich repeat and sterile alpha motif containing 1,Un
103239838,NIBAN2,,niban apoptosis regulator 2,Un
103239836,STXBP1,,syntaxin binding protein 1,Un
103239834,TOR2A,,torsin family 2 member A,Un
103239833,TTC16,,tetratricopeptide repeat domain 16,Un
103239832,PTRH1,,peptidyl-tRNA hydrolase 1 homolog,Un
103239830,CFAP157,,cilia and flagella associated protein 157,Un
103239828,SH2D3C,,SH2 domain containing 3C,Un
103239826,CDK9,,cyclin dependent kinase 9,Un
103239825,FPGS,,folylpolyglutamate synthase,Un
103239824,ENG,,endoglin,Un
103239822,AK1,,adenylate kinase 1,Un
103239820,COPB1,,COPI coat complex subunit beta 1,Un
103239819,ST6GALNAC6,,ST6 N-acetylgalactosaminide alpha-2;6-sialyltransferase 6,12
103239818,PIP5KL1,,phosphatidylinositol-4-phosphate 5-kinase like 1,Un
103239817,ST6GALNAC4,,ST6 N-acetylgalactosaminide alpha-2;6-sialyltransferase 4,Un
103239816,DPM2,,dolichyl-phosphate mannosyltransferase subunit 2; regulatory,Un
103239815,FAM102A,,family with sequence similarity 102 member A,Un
103239814,SLC25A25,,solute carrier family 25 member 25,Un
103239813,NAIF1,,nuclear apoptosis inducing factor 1,Un
103239811,LCN2,,lipocalin 2,Un
103239809,BBLN,,bublin coiled coil protein,Un
103239808,CIZ1,,CDKN1A interacting zinc finger protein 1,Un
103239807,PSMA1,,proteasome 20S subunit alpha 1,Un
103239806,DNM1,,dynamin 1,Un
103239805,SWI5,,SWI5 homologous recombination repair protein,Un
103239804,GOLGA2,,golgin A2,Un
103239803,COQ4,,coenzyme Q4,Un
103239801,URM1,,ubiquitin related modifier 1,Un
103239798,PDE3B,,phosphodiesterase 3B,Un
103239797,CERCAM,,cerebral endothelial cell adhesion molecule,Un
103239796,ODF2,,outer dense fiber of sperm tails 2,Un
103239795,GLE1,,GLE1 RNA export mediator,Un
103239794,SPTAN1,,spectrin alpha; non-erythrocytic 1,Un
103239793,SET,,SET nuclear proto-oncogene,12
103239790,ZDHHC12,,zinc finger DHHC-type palmitoyltransferase 12,Un
103239789,PKN3,,protein kinase N3,Un
103239788,ZER1,,zyg-11 related cell cycle regulator,Un
103239787,TBC1D13,,TBC1 domain family member 13,Un
103239786,SPOUT1,,SPOUT domain containing methyltransferase 1,Un
103239785,ENDOG,,endonuclease G,Un
103239784,CYP2R1,,cytochrome P450 family 2 subfamily R member 1,1
103239783,PHYHD1,,phytanoyl-CoA dioxygenase domain containing 1,Un
103239782,LRRC8A,,leucine rich repeat containing 8 VRAC subunit A,Un
103239781,KYAT1,,kynurenine aminotransferase 1,Un
103239780,NUP188,,nucleoporin 188,Un
103239779,DOLK,,dolichol kinase,Un
103239778,SH3GLB2,,SH3 domain containing GRB2 like; endophilin B2,Un
103239777,DOLPP1,,dolichyldiphosphatase 1,Un
103239776,PTPA,,protein phosphatase 2 phosphatase activator,Un
103239775,CRAT,,carnitine O-acetyltransferase,Un
103239774,IER5L,,immediate early response 5 like,Un
103239765,CUNH9orf50,,chromosome unknown C9orf50 homolog,Un
103239763,ASB6,,ankyrin repeat and SOCS box containing 6,Un
103239762,NTMT1,,N-terminal Xaa-Pro-Lys N-methyltransferase 1,Un
103239761,PRRX2,,paired related homeobox 2,Un
103239760,PTGES,,prostaglandin E synthase,Un
103239759,TOR1B,,torsin family 1 member B,Un
103239758,TOR1A,,torsin family 1 member A,Un
103239756,USP20,,ubiquitin specific peptidase 20,Un
103239754,CUNH9orf78,,chromosome unknown C9orf78 homolog,Un
103239753,GPR107,,G protein-coupled receptor 107,Un
103239752,FNBP1,,formin binding protein 1,Un
103239750,NCS1,,neuronal calcium sensor 1,Un
103239749,HMCN2,,hemicentin 2,Un
103239748,CALCB,,calcitonin related polypeptide beta,Un
103239747,ASS1,,argininosuccinate synthase 1,Un
103239746,FUBP3,,far upstream element binding protein 3,Un
103239744,PRDM12,,PR/SET domain 12,Un
103239743,EXOSC2,,exosome component 2,Un
103239742,ABL1,,ABL proto-oncogene 1; non-receptor tyrosine kinase,Un
103239740,FIBCD1,,fibrinogen C domain containing 1,Un
103239738,AIF1L,,allograft inflammatory factor 1 like,Un
103239737,NUP214,,nucleoporin 214,Un
103239736,FAM78A,,family with sequence similarity 78 member A,Un
103239733,INSC,,INSC spindle orientation adaptor protein,Un
103239732,PRRC2B,,proline rich coiled-coil 2B,Un
103239730,UCK1,,uridine-cytidine kinase 1,Un
103239729,POMT1,,protein O-mannosyltransferase 1,Un
103239727,RAPGEF1,,Rap guanine nucleotide exchange factor 1,Un
103239726,MED27,,mediator complex subunit 27,Un
103239725,NTNG2,,netrin G2,12
103239724,SETX,,senataxin,Un
103239723,TTF1,,transcription termination factor 1,Un
103239721,GTF3C4,,general transcription factor IIIC subunit 4,Un
103239720,DDX31,,DEAD-box helicase 31,Un
103239719,BARHL1,,BarH like homeobox 1,Un
103239718,CFAP77,,cilia and flagella associated protein 77,Un
103239717,CUNH11orf58,,chromosome unknown C11orf58 homolog,Un
103239716,SPACA9,,sperm acrosome associated 9,Un
103239715,AK8,,adenylate kinase 8,Un
103239711,TSC1,,TSC complex subunit 1,Un
103239710,GFI1B,,growth factor independent 1B transcriptional repressor,Un
103239709,GTF3C5,,general transcription factor IIIC subunit 5,Un
103239707,CEL,,carboxyl ester lipase,Un
103239705,RALGDS,,ral guanine nucleotide dissociation stimulator,Un
103239703,GBGT1,,globoside alpha-1;3-N-acetylgalactosaminyltransferase 1 (FORS blood group),Un
103239702,OBP2B,,odorant binding protein 2B,Un
103239700,ABO,,ABO; alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase,Un
103239694,MED22,,mediator complex subunit 22,Un
103239692,STKLD1,,serine/threonine kinase like domain containing 1,12
103239689,SURF4,,surfeit 4,Un
103239688,SURF2,,surfeit 2,Un
103239686,CACFD1,,calcium channel flower domain containing 1,Un
103239684,ADAMTS13,,ADAM metallopeptidase with thrombospondin type 1 motif 13,Un
103239681,REXO4,,REX4 homolog; 3-5 exonuclease,12
103239680,SLC2A6,,solute carrier family 2 member 6,Un
103239679,MYMK,,myomaker; myoblast fusion factor,Un
103239678,ADAMTSL2,,ADAMTS like 2,Un
103239677,FAM163B,,family with sequence similarity 163 member B,Un
103239676,DBH,,dopamine beta-hydroxylase,Un
103239675,SARDH,,sarcosine dehydrogenase,Un
103239674,VAV2,,vav guanine nucleotide exchange factor 2,Un
103239673,BRD3OS,,BRD3 opposite strand,Un
103239672,BRD3,,bromodomain containing 3,Un
103239670,WDR5,,WD repeat domain 5,Un
103239669,RXRA,,retinoid X receptor alpha,Un
103239664,COL5A1,,collagen type V alpha 1 chain,Un
103239662,FCN2,,ficolin 2,Un
103239660,FCN1,,ficolin 1,Un
103239659,OLFM1,,olfactomedin 1,Un
103239655,PPP1R26,,protein phosphatase 1 regulatory subunit 26,12
103239653,CUNH9orf116,,chromosome unknown C9orf116 homolog,Un
103239652,MRPS2,,mitochondrial ribosomal protein S2,Un
103239651,LCN1,,lipocalin 1,Un
103239647,GLT6D1,,glycosyltransferase 6 domain containing 1,Un
103239646,LCN9,,lipocalin 9,Un
103239645,KCNT1,,potassium sodium-activated channel subfamily T member 1,Un
103239644,SOHLH1,,spermatogenesis and oogenesis specific basic helix-loop-helix 1,Un
103239643,CAMSAP1,,calmodulin regulated spectrin associated protein 1,Un
103239642,UBAC1,,UBA domain containing 1,Un
103239640,NACC2,,NACC family member 2,Un
103239639,TMEM250,,transmembrane protein 250,Un
103239638,QSOX2,,quiescin sulfhydryl oxidase 2,Un
103239637,LHX3,,LIM homeobox 3,Un
103239635,CCDC187,,coiled-coil domain containing 187,12
103239633,DNLZ,,DNL-type zinc finger,Un
103239632,GPSM1,,G protein signaling modulator 1,Un
103239631,CARD9,,caspase recruitment domain family member 9,Un
103239630,SOX6,,SRY-box transcription factor 6,Un
103239629,SNAPC4,,small nuclear RNA activating complex polypeptide 4,Un
103239628,PMPCA,,peptidase; mitochondrial processing subunit alpha,Un
103239627,ENTR1,,endosome associated trafficking regulator 1,Un
103239625,INPP5E,,inositol polyphosphate-5-phosphatase E,Un
103239624,CUNH9orf163,,chromosome unknown C9orf163 homolog,Un
103239623,SEC16A,,SEC16 homolog A; endoplasmic reticulum export factor,Un
103239621,NOTCH1,,notch receptor 1,Un
103239620,EGFL7,,EGF like domain multiple 7,Un
103239619,AGPAT2,,1-acylglycerol-3-phosphate O-acyltransferase 2,Un
103239617,LCN6,,lipocalin 6,Un
103239616,LCN10,,lipocalin 10,Un
103239614,DIPK1B,,divergent protein kinase domain 1B,Un
103239613,LCN8,,lipocalin 8,Un
103239612,PLEKHA7,,pleckstrin homology domain containing A7,1
103239611,LCN15,,lipocalin 15,Un
103239610,TMEM141,,transmembrane protein 141,Un
103239609,RABL6,,RAB; member RAS oncogene family like 6,Un
103239606,CCDC183,,coiled-coil domain containing 183,Un
103239604,AJM1,,apical junction component 1 homolog,Un
103239603,PHPT1,,phosphohistidine phosphatase 1,Un
103239602,EDF1,,endothelial differentiation related factor 1,Un
103239601,RPS13,,ribosomal protein S13,Un
103239598,FBXW5,,F-box and WD repeat domain containing 5,Un
103239597,PTGDS,,prostaglandin D2 synthase,Un
103239596,LCNL1,,lipocalin like 1,Un
103239595,PAXX,,PAXX non-homologous end joining factor,Un
103239592,CLIC3,,chloride intracellular channel 3,Un
103239591,ABCA2,,ATP binding cassette subfamily A member 2,Un
103239590,FUT7,,fucosyltransferase 7,Un
103239587,NPDC1,,neural proliferation; differentiation and control 1,Un
103239586,ENTPD2,,ectonucleoside triphosphate diphosphohydrolase 2,Un
103239584,SAPCD2,,suppressor APC domain containing 2,Un
103239583,UAP1L1,,UDP-N-acetylglucosamine pyrophosphorylase 1 like 1,Un
103239582,MAN1B1,,mannosidase alpha class 1B member 1,Un
103239581,DPP7,,dipeptidyl peptidase 7,Un
103239579,SSNA1,,SS nuclear autoantigen 1,Un
103239578,ANAPC2,,anaphase promoting complex subunit 2,Un
103239577,TMEM210,,transmembrane protein 210,Un
103239576,LRRC26,,leucine rich repeat containing 26,Un
103239575,GRIN1,,glutamate ionotropic receptor NMDA type subunit 1,Un
103239573,NDOR1,,NADPH dependent diflavin oxidoreductase 1,Un
103239572,TMEM203,,transmembrane protein 203,Un
103239571,TPRN,,taperin,Un
103239569,CYSRT1,,cysteine rich tail 1,Un
103239568,RNF224,,ring finger protein 224,Un
103239567,SLC34A3,,solute carrier family 34 member 3,Un
103239566,NUCB2,,nucleobindin 2,Un
103239565,FAM166A,,family with sequence similarity 166 member A,Un
103239564,TUBB4B,,tubulin beta 4B class IVb,Un
103239563,STPG3,,sperm-tail PG-rich repeat containing 3,Un
103239562,TOR4A,,torsin family 4 member A,Un
103239559,NELFB,,negative elongation factor complex member B,Un
103239556,ENTPD8,,ectonucleoside triphosphate diphosphohydrolase 8,Un
103239555,NCR3LG1,,natural killer cell cytotoxicity receptor 3 ligand 1,Un
103239554,NOXA1,,NADPH oxidase activator 1,Un
103239553,EXD3,,exonuclease 3-5 domain containing 3,Un
103239552,KCNJ11,,potassium inwardly rectifying channel subfamily J member 11,Un
103239551,NSMF,,NMDA receptor synaptonuclear signaling and neuronal migration factor,Un
103239549,MRPL41,,mitochondrial ribosomal protein L41,Un
103239548,ZMYND19,,zinc finger MYND-type containing 19,Un
103239547,DPH7,,diphthamide biosynthesis 7,Un
103239546,ARRDC1,,arrestin domain containing 1,Un
103239544,EHMT1,,euchromatic histone lysine methyltransferase 1,Un
103239541,CACNA1B,,calcium voltage-gated channel subunit alpha1 B,Un
103239537,RIMBP2,,RIMS binding protein 2,Un
103239533,SBNO1,,strawberry notch homolog 1,Un
103239532,ZCCHC8,,zinc finger CCHC-type containing 8,Un
103239531,CFAP251,,cilia and flagella associated protein 251,Un
103239530,CAMKK2,,calcium/calmodulin dependent protein kinase kinase 2,Un
103239529,NOS1,,nitric oxide synthase 1,Un
103239526,PPP1CC,,protein phosphatase 1 catalytic subunit gamma,Un
103239525,ARPC3,,actin related protein 2/3 complex subunit 3,Un
103239524,ANAPC7,,anaphase promoting complex subunit 7,Un
103239518,PLXNC1,,plexin C1,Un
103239506,CUNH12orf56,,chromosome unknown C12orf56 homolog,Un
103239501,KIF5A,,kinesin family member 5A,Un
103239499,PA2G4,,proliferation-associated 2G4,Un
103239495,AAAS,,aladin WD repeat nucleoporin,Un
103239494,KRT18,,keratin 18,Un
103239487,FIGNL2,,fidgetin like 2,Un
103239486,FAM186A,,family with sequence similarity 186 member A,Un
103239480,ABCC8,,ATP binding cassette subfamily C member 8,Un
103239479,TSPAN32,,tetraspanin 32,Un
103239477,MUC19,,mucin 19; oligomeric,Un
103239467,ANHX,,anomalous homeobox,Un
103239466,ZNF268,,zinc finger protein 268,Un
103239465,ZNF891,,zinc finger protein 891,Un
103239464,ZNF10,,zinc finger protein 10,Un
103239463,ZNF140,,zinc finger protein 140,Un
103239462,ZNF84,,zinc finger protein 84,Un
103239461,ZNF26,,zinc finger protein 26,Un
103239460,ZNF605,,zinc finger protein 605,Un
103239459,CHFR,,checkpoint with forkhead and ring finger domains,Un
103239457,GOLGA3,,golgin A3,Un
103239456,ANKLE2,,ankyrin repeat and LEM domain containing 2,11
103239455,POLE,,DNA polymerase epsilon; catalytic subunit,Un
103239454,PXMP2,,peroxisomal membrane protein 2,Un
103239452,PGAM5,,PGAM family member 5; mitochondrial serine/threonine protein phosphatase,Un
103239451,P2RX2,,purinergic receptor P2X 2,Un
103239450,LRCOL1,,leucine rich colipase like 1,Un
103239449,FBRSL1,,fibrosin like 1,Un
103239440,GALNT9,,polypeptide N-acetylgalactosaminyltransferase 9,Un
103239438,USH1C,,USH1 protein network component harmonin,Un
103239436,DDX51,,DEAD-box helicase 51,Un
103239435,NOC4L,,nucleolar complex associated 4 homolog,Un
103239429,PUS1,,pseudouridine synthase 1,Un
103239428,ULK1,,unc-51 like autophagy activating kinase 1,Un
103239426,MMP17,,matrix metallopeptidase 17,Un
103239424,KCNC1,,potassium voltage-gated channel subfamily C member 1,Un
103239411,ADGRD1,,adhesion G protein-coupled receptor D1,Un
103239407,RAN,,RAN; member RAS oncogene family,Un
103239406,STX2,,syntaxin 2,Un
103239402,PIWIL1,,piwi like RNA-mediated gene silencing 1,Un
103239400,FZD10,,frizzled class receptor 10,Un
103239397,TMEM132D,,transmembrane protein 132D,Un
103239386,SLC15A4,,solute carrier family 15 member 4,Un
103239384,GLT1D1,,glycosyltransferase 1 domain containing 1,11
103239383,TMEM132C,,transmembrane protein 132C,Un
103239361,TMEM132B,,transmembrane protein 132B,11
103239357,AACS,,acetoacetyl-CoA synthetase,Un
103239355,DHX37,,DEAH-box helicase 37,Un
103239352,UBC,,ubiquitin C,Un
103239351,SCARB1,,scavenger receptor class B member 1,Un
103239348,NCOR2,,nuclear receptor corepressor 2,Un
103239344,DNAH10,,dynein axonemal heavy chain 10,Un
103239343,CCDC92,,coiled-coil domain containing 92,Un
103239341,ZNF664,,zinc finger protein 664,Un
103239340,ATP6V0A2,,ATPase H+ transporting V0 subunit a2,Un
103239337,TCTN2,,tectonic family member 2,Un
103239336,EIF2B1,,eukaryotic translation initiation factor 2B subunit alpha,Un
103239335,SERGEF,,secretion regulating guanine nucleotide exchange factor,Un
103239334,GTF2H3,,general transcription factor IIH subunit 3,Un
103239333,DDX55,,DEAD-box helicase 55,Un
103239332,TMED2,,transmembrane p24 trafficking protein 2,Un
103239331,RILPL1,,Rab interacting lysosomal protein like 1,Un
103239330,SNRNP35,,small nuclear ribonucleoprotein U11/U12 subunit 35,Un
103239329,RILPL2,,Rab interacting lysosomal protein like 2,Un
103239328,KMT5A,,lysine methyltransferase 5A,Un
103239327,CDK2AP1,,cyclin dependent kinase 2 associated protein 1,Un
103239326,MPHOSPH9,,M-phase phosphoprotein 9,Un
103239325,MTRFR,,mitochondrial translation release factor in rescue,Un
103239324,ASCL2,,achaete-scute family bHLH transcription factor 2,Un
103239323,PITPNM2,,phosphatidylinositol transfer protein membrane associated 2,11
103239321,ARL6IP4,,ADP ribosylation factor like GTPase 6 interacting protein 4,Un
103239320,TPH1,,tryptophan hydroxylase 1,Un
103239319,OGFOD2,,2-oxoglutarate and iron dependent oxygenase domain containing 2,Un
103239318,ABCB9,,ATP binding cassette subfamily B member 9,Un
103239317,VPS37B,,VPS37B subunit of ESCRT-I,Un
103239316,HIP1R,,huntingtin interacting protein 1 related,Un
103239315,CCDC62,,coiled-coil domain containing 62,Un
103239314,DENR,,density regulated re-initiation and release factor,Un
103239313,HCAR1,,hydroxycarboxylic acid receptor 1,Un
103239311,RSRC2,,arginine and serine rich coiled-coil 2,11
103239309,KNTC1,,kinetochore associated 1,Un
103239308,SAAL1,,serum amyloid A like 1,Un
103239307,CLIP1,,CAP-Gly domain containing linker protein 1,Un
103239305,VPS33A,,VPS33A core subunit of CORVET and HOPS complexes,Un
103239304,LRRC43,,leucine rich repeat containing 43,Un
103239303,B3GNT4,,UDP-GlcNAc:betaGal beta-1;3-N-acetylglucosaminyltransferase 4,Un
103239302,DIABLO,,diablo IAP-binding mitochondrial protein,Un
103239299,IL31,,interleukin 31,Un
103239297,BCL7A,,BAF chromatin remodeling complex subunit BCL7A,Un
103239295,HPD,,4-hydroxyphenylpyruvate dioxygenase,Un
103239294,PSMD9,,proteasome 26S subunit; non-ATPase 9,Un
103239290,SETD1B,,SET domain containing 1B; histone lysine methyltransferase,Un
103239288,RHOF,,ras homolog family member F; filopodia associated,Un
103239287,TMEM120B,,transmembrane protein 120B,Un
103239286,ORAI1,,ORAI calcium release-activated calcium modulator 1,Un
103239285,MORN3,,MORN repeat containing 3,Un
103239283,KDM2B,,lysine demethylase 2B,Un
103239281,RNF34,,ring finger protein 34,Un
103239279,ANAPC5,,anaphase promoting complex subunit 5,Un
103239278,P2RX4,,purinergic receptor P2X 4,Un
103239277,P2RX7,,purinergic receptor P2X 7,Un
103239273,OASL,,2-5-oligoadenylate synthetase like,Un
103239271,HNF1A,,HNF1 homeobox A,Un
103239270,CUNH12orf43,,chromosome unknown C12orf43 homolog,Un
103239268,SPPL3,,signal peptide peptidase like 3,Un
103239266,ACADS,,acyl-CoA dehydrogenase short chain,Un
103239265,UNC119B,,unc-119 lipid binding chaperone B,Un
103239263,MLEC,,malectin,Un
103239262,POP5,,POP5 homolog; ribonuclease P/MRP subunit,Un
103239259,CABP1,,calcium binding protein 1,Un
103239258,RNF10,,ring finger protein 10,Un
103239257,COQ5,,coenzyme Q5; methyltransferase,Un
103239255,DYNLL1,,dynein light chain LC8-type 1,Un
103239254,SRSF9,,serine and arginine rich splicing factor 9,Un
103239252,TRIAP1,,TP53 regulated inhibitor of apoptosis 1,Un
103239251,GATC,,glutamyl-tRNA amidotransferase subunit C,Un
103239250,COX6A1,,cytochrome c oxidase subunit 6A1,Un
103239248,MSI1,,musashi RNA binding protein 1,Un
103239247,PLA2G1B,,phospholipase A2 group IB,Un
103239246,SIRT4,,sirtuin 4,Un
103239245,PXN,,paxillin,Un
103239244,RPLP0,,ribosomal protein lateral stalk subunit P0,Un
103239242,GCN1,,GCN1 activator of EIF2AK4,Un
103239241,RAB35,,RAB35; member RAS oncogene family,Un
103239240,BICDL1,,BICD family like cargo adaptor 1,Un
103239239,CIT,,citron rho-interacting serine/threonine kinase,Un
103239238,PRKAB1,,protein kinase AMP-activated non-catalytic subunit beta 1,Un
103239237,GTF2H1,,general transcription factor IIH subunit 1,Un
103239236,CCDC60,,coiled-coil domain containing 60,Un
103239235,TMEM233,,transmembrane protein 233,Un
103239232,HSPB8,,heat shock protein family B (small) member 8,Un
103239231,SRRM4,,serine/arginine repetitive matrix 4,Un
103239226,SUDS3,,SDS3 homolog; SIN3A corepressor complex component,Un
103239225,TAOK3,,TAO kinase 3,11
103239222,PEBP1,,phosphatidylethanolamine binding protein 1,Un
103239220,VSIG10,,V-set and immunoglobulin domain containing 10,Un
103239218,WSB2,,WD repeat and SOCS box containing 2,Un
103239217,RFC5,,replication factor C subunit 5,Un
103239216,KSR2,,kinase suppressor of ras 2,Un
103239214,FBXO21,,F-box protein 21,Un
103239212,FBXW8,,F-box and WD repeat domain containing 8,Un
103239211,TESC,,tescalcin,Un
103239209,HRK,,harakiri; BCL2 interacting protein,11
103239206,HPS5,,HPS5 biogenesis of lysosomal organelles complex 2 subunit 2,Un
103239205,SPRING1,,SREBF pathway regulator in golgi 1,Un
103239203,RNFT2,,ring finger protein; transmembrane 2,Un
103239198,MED13L,,mediator complex subunit 13L,Un
103239190,LDHC,,lactate dehydrogenase C,Un
103239188,TBX3,,T-box transcription factor 3,Un
103239183,TBX5,,T-box transcription factor 5,Un
103239180,IGF2,,insulin like growth factor 2,Un
103239176,LDHA,,lactate dehydrogenase A,Un
103239175,RBM19,,RNA binding motif protein 19,Un
103239173,LHX5,,LIM homeobox 5,Un
103239172,SDSL,,serine dehydratase like,Un
103239170,SDS,,serine dehydratase,Un
103239167,SLC8B1,,solute carrier family 8 member B1,Un
103239166,IQCD,,IQ motif containing D,Un
103239164,TPCN1,,two pore segment channel 1,Un
103239163,RASAL1,,RAS protein activator like 1,Un
103239162,CFAP73,,cilia and flagella associated protein 73,Un
103239161,DDX54,,DEAD-box helicase 54,Un
103239160,RITA1,,RBPJ interacting and tubulin associated 1,Un
103239159,DTX1,,deltex E3 ubiquitin ligase 1,Un
103239156,OAS2,,2-5-oligoadenylate synthetase 2,Un
103239155,OAS3,,2-5-oligoadenylate synthetase 3,Un
103239154,OAS1,,2-5-oligoadenylate synthetase 1,Un
103239153,RPH3A,,rabphilin 3A,Un
103239149,RPL6,,ribosomal protein L6,Un
103239148,HECTD4,,HECT domain E3 ubiquitin protein ligase 4,Un
103239145,TRAFD1,,TRAF-type zinc finger domain containing 1,Un
103239144,NAA25,,N-alpha-acetyltransferase 25; NatB auxiliary subunit,Un
103239141,TMEM116,,transmembrane protein 116,Un
103239138,ERP29,,endoplasmic reticulum protein 29,Un
103239135,MAPKAPK5,,MAPK activated protein kinase 5,Un
103239134,ALDH2,,aldehyde dehydrogenase 2 family member,Un
103239132,ACAD10,,acyl-CoA dehydrogenase family member 10,Un
103239131,ATXN2,,ataxin 2,Un
103239129,UEVLD,,UEV and lactate/malate dehyrogenase domains,Un
103239128,SH2B3,,SH2B adaptor protein 3,Un
103239127,PHETA1,,PH domain containing endocytic trafficking adaptor 1,Un
103239124,CUX2,,cut like homeobox 2,Un
103239122,MYL2,,myosin light chain 2,Un
103239121,CCDC63,,coiled-coil domain containing 63,Un
103239119,TSG101,,tumor susceptibility 101,Un
103239118,TCTN1,,tectonic family member 1,Un
103239116,HVCN1,,hydrogen voltage gated channel 1,Un
103239115,PPTC7,,protein phosphatase targeting COQ7,Un
103239113,VPS29,,VPS29 retromer complex component,11
103239112,RAD9B,,RAD9 checkpoint clamp component B,Un
103239111,GPN3,,GPN-loop GTPase 3,Un
103239110,FAM216A,,family with sequence similarity 216 member A,Un
103239109,LDHAL6A,,lactate dehydrogenase A like 6A,Un
103239106,ATP2A2,,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2,Un
103239104,IFT81,,intraflagellar transport 81,Un
103239102,SPTY2D1,,SPT2 chromatin protein domain containing 1,Un
103239101,ANKRD13A,,ankyrin repeat domain 13A,Un
103239100,CUNH12orf76,,chromosome unknown C12orf76 homolog,Un
103239099,IGSF22,,immunoglobulin superfamily member 22,Un
103239098,GIT2,,GIT ArfGAP 2,Un
103239094,TMEM86A,,transmembrane protein 86A,Un
103239092,TRPV4,,transient receptor potential cation channel subfamily V member 4,Un
103239091,FAM222A,,family with sequence similarity 222 member A,Un
103239090,MVK,,mevalonate kinase,Un
103239089,MMAB,,metabolism of cobalamin associated B,Un
103239088,KCTD10,,potassium channel tetramerization domain containing 10,Un
103239087,UBE3B,,ubiquitin protein ligase E3B,Un
103239085,MYO1H,,myosin IH,Un
103239083,FOXN4,,forkhead box N4,Un
103239082,UNG,,uracil DNA glycosylase,Un
103239081,ACACB,,acetyl-CoA carboxylase beta,Un
103239079,ALKBH2,,alkB homolog 2; alpha-ketoglutarate dependent dioxygenase,Un
103239078,USP30,,ubiquitin specific peptidase 30,Un
103239076,DAO,,D-amino acid oxidase,Un
103239075,SSH1,,slingshot protein phosphatase 1,Un
103239074,CORO1C,,coronin 1C,Un
103239073,SELPLG,,selectin P ligand,Un
103239071,TMEM119,,transmembrane protein 119,Un
103239070,ISCU,,iron-sulfur cluster assembly enzyme,Un
103239069,PTPN5,,protein tyrosine phosphatase non-receptor type 5,Un
103239068,SART3,,spliceosome associated factor 3; U4/U6 recycling protein,Un
103239067,FICD,,FIC domain protein adenylyltransferase,Un
103239065,CMKLR1,,chemerin chemokine-like receptor 1,Un
103239062,WSCD2,,WSC domain containing 2,Un
103239054,ASCL4,,achaete-scute family bHLH transcription factor 4,Un
103239052,PRDM4,,PR/SET domain 4,Un
103239051,PWP1,,PWP1 homolog; endonuclein,Un
103239046,BTBD11,,BTB domain containing 11,Un
103239042,CRY1,,cryptochrome circadian regulator 1,Un
103239040,MTERF2,,mitochondrial transcription termination factor 2,Un
103239039,TMEM263,,transmembrane protein 263,Un
103239033,RFX4,,regulatory factor X4,Un
103239032,RIC8B,,RIC8 guanine nucleotide exchange factor B,Un
103239031,POLR3B,,RNA polymerase III subunit B,Un
103239029,INS,,insulin,Un
103239028,TCP11L2,,t-complex 11 like 2,Un
103239025,CKAP4,,cytoskeleton associated protein 4,Un
